GameID,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p
05-06,SSG,33,29,0,3,0,0,3,1,9,6,11,124,1,11,0.103,0.315,1.19,-0.277,-4.39,8.0,34,7,6,5,4,0,5,2,7-7,150-83,1-0,37,5.63,1.38,0.24,-0.225,-1.22
05-06,롯데,34,29,6,7,2,6,4,0,5,7,7,150,2,9,0.241,0.85,1.45,0.225,1.22,9.0,33,3,0,0,3,1,9,0,6-11,124-81,0-0,77,0.0,0.67,0.29,0.277,4.38
05-06,NC,42,37,6,11,2,5,4,0,3,13,9,162,1,21,0.297,0.934,2.16,0.211,0.62,9.0,37,11,3,3,1,0,11,0,8-5,152-102,3-1,63,3.0,1.33,1.58,0.287,2.38
05-06,KT,37,36,3,11,0,3,1,0,11,8,5,152,1,14,0.306,0.713,1.91,-0.289,-2.38,9.0,42,11,6,5,4,0,3,2,13-9,162-108,3-0,38,5.0,1.67,0.53,-0.214,-0.62
05-06,KIA,42,33,5,9,0,4,7,1,5,8,12,165,3,23,0.273,0.708,3.46,0.228,-0.37,9.0,36,7,3,3,3,0,8,0,9-8,128-86,1-0,54,3.0,1.11,1.6,0.275,2.37
05-06,키움,36,33,3,7,0,3,3,0,8,9,8,128,0,14,0.212,0.551,2.37,-0.273,-2.39,9.0,42,9,5,5,7,1,5,0,8-12,165-92,4-1,46,5.0,1.78,1.64,-0.225,0.39
05-06,삼성,40,33,1,6,0,1,6,1,8,7,10,166,0,20,0.182,0.507,4.84,-0.434,-4.38,8.0,32,9,3,3,1,0,5,0,10-4,126-88,0-0,48,3.38,1.25,0.65,-0.066,1.78
05-06,한화,32,30,3,9,0,3,1,0,5,10,4,126,0,15,0.3,0.69,1.96,0.064,-1.79,9.0,40,6,1,1,6,1,8,0,7-10,166-99,2-0,58,1.0,1.33,1.3,0.434,4.39
05-07,LG,36,32,2,6,0,2,3,1,9,12,3,134,1,15,0.188,0.497,2.34,-0.177,-3.37,8.0,37,8,5,5,6,0,7,0,9-6,135-82,5-3,55,5.63,1.75,1.49,-0.323,-0.23
05-07,두산,37,31,5,8,0,5,6,0,7,9,6,135,1,18,0.258,0.701,2.53,0.322,0.23,9.0,36,6,2,2,3,1,9,0,12-3,134-88,3-0,65,2.0,1.0,1.36,0.178,3.36
05-07,SSG,32,30,2,7,0,2,2,0,10,7,4,122,3,6,0.233,0.581,0.71,-0.247,-3.35,8.0,39,13,6,6,3,0,8,1,7-7,145-92,2-2,24,6.75,2.0,0.31,-0.254,-1.22
05-07,롯데,39,34,6,13,1,6,3,0,8,7,7,145,1,20,0.382,0.95,1.65,0.254,1.23,9.0,32,7,2,1,2,0,10,0,7-4,122-87,3-1,73,1.0,1.0,0.35,0.247,3.38
05-07,NC,46,37,12,13,2,12,7,0,6,10,7,176,1,12,0.351,1.093,0.99,0.256,6.64,9.0,35,8,2,2,1,0,6,2,13-7,145-94,3-0,62,2.0,1.0,0.83,0.246,3.34
05-07,KT,35,34,2,8,2,2,1,0,6,13,7,145,1,12,0.235,0.757,1.7,-0.246,-3.36,9.0,46,13,12,11,7,0,6,2,10-7,176-117,2-0,28,11.0,2.22,0.27,-0.254,-6.65
05-07,KIA,46,36,10,10,0,9,8,2,7,9,8,192,1,18,0.278,0.879,2.1,0.185,4.65,8.0,39,9,11,11,6,0,8,2,8-6,157-86,4-4,62,12.38,1.88,1.23,-0.685,-6.22
05-07,키움,39,32,11,9,2,11,6,0,8,8,6,157,0,11,0.281,0.958,2.19,0.684,6.23,9.0,46,10,10,9,8,2,7,0,9-8,192-114,6-5,40,9.0,2.0,0.96,-0.186,-4.63
05-07,삼성,43,35,6,10,1,6,6,1,10,4,11,174,0,22,0.286,0.766,1.85,-0.195,0.63,8.0,43,13,10,10,5,0,8,2,5-10,161-104,8-5,30,11.25,2.25,0.74,-0.308,-5.22
05-07,한화,43,36,10,13,2,9,5,0,8,5,10,161,0,23,0.361,1.022,1.5,0.308,5.23,9.0,43,10,6,6,6,1,10,1,4-11,174-101,3-0,57,6.0,1.78,1.13,0.193,-0.63
05-09,한화,43,39,7,13,2,7,2,1,10,4,12,168,0,18,0.333,0.962,3.61,0.429,3.62,9.0,41,10,5,5,5,1,6,5,6-11,156-89,0-0,36,5.0,1.67,1.25,0.07,0.38
05-09,키움,41,34,5,10,5,5,5,1,6,6,11,156,2,15,0.294,1.165,2.31,-0.072,-0.38,9.0,43,13,7,7,2,1,10,2,4-12,168-114,5-2,61,7.0,1.67,1.71,-0.43,-3.64
05-10,NC,37,35,6,9,2,5,2,0,7,8,9,149,1,9,0.257,0.783,3.04,0.745,1.63,9.0,43,10,6,4,5,1,3,2,11-11,164-107,5-1,45,4.0,1.67,2.41,-0.745,-0.64
05-10,두산,43,36,6,10,2,5,5,1,3,11,11,164,0,24,0.278,0.825,5.16,0.745,0.65,9.0,37,9,6,6,2,0,7,2,8-9,149-97,2-0,55,6.0,1.22,1.75,-0.745,-1.63
05-10,KIA,38,26,5,3,0,5,6,0,8,9,8,156,0,22,0.115,0.404,2.3,0.315,0.62,9.0,40,9,4,4,4,0,10,2,7-9,174-107,3-1,70,4.0,1.44,1.64,0.184,1.36
05-10,SSG,40,36,4,9,2,4,4,0,10,7,9,174,0,16,0.25,0.797,3.86,-0.183,-1.36,9.0,38,3,5,2,6,0,8,0,9-8,156-93,1-0,64,2.0,1.0,1.15,-0.315,-0.62
05-10,LG,41,35,5,13,1,5,3,1,3,11,8,148,1,18,0.371,0.882,2.02,0.153,-0.38,9.0,37,8,4,4,3,0,9,1,5-12,160-94,0-0,52,4.0,1.22,1.96,0.348,1.38
05-10,삼성,37,33,4,8,1,3,3,0,9,5,12,160,0,15,0.242,0.63,5.22,-0.347,-1.37,9.0,41,13,5,5,3,1,3,1,11-8,148-91,1-0,34,5.0,1.78,0.76,-0.151,0.37
05-10,롯데,43,40,8,16,1,7,2,0,6,12,6,160,2,12,0.4,0.994,1.2,0.596,3.63,9.0,43,13,5,5,4,0,6,2,11-5,174-95,6-0,23,5.0,1.89,1.24,-0.095,-0.65
05-10,KT,43,39,5,13,2,5,4,0,6,11,5,174,1,21,0.333,0.933,2.81,0.095,0.63,9.0,43,16,8,6,2,0,6,1,12-6,160-111,2-1,15,6.0,2.0,0.53,-0.595,-3.62
05-10,한화,47,40,9,16,0,9,3,2,7,5,13,159,0,24,0.4,0.997,1.77,0.246,3.64,9.0,33,4,1,1,2,0,12,1,6-8,151-97,1-0,69,1.0,0.67,0.3,0.256,4.37
05-10,키움,33,31,1,4,1,1,2,0,12,6,8,151,0,11,0.129,0.44,1.21,-0.254,-4.36,9.0,47,16,9,9,3,2,7,0,5-13,159-94,5-3,41,9.0,2.11,0.78,-0.245,-3.64
05-11,NC,48,37,11,13,0,11,5,3,3,7,12,166,0,30,0.351,0.953,2.86,0.63,5.63,9.0,40,7,5,2,5,0,3,0,13-10,153-95,0-0,46,2.0,1.33,0.65,-0.131,0.37
05-11,두산,40,34,5,7,0,2,5,0,3,13,10,153,1,21,0.206,0.565,2.17,0.13,-0.37,9.0,48,13,11,11,5,3,3,0,7-12,166-98,2-2,16,11.0,2.0,0.51,-0.631,-5.63
05-11,KIA,40,34,4,7,1,4,6,0,5,14,7,154,1,17,0.206,0.619,1.68,-0.16,-1.37,8.0,39,12,8,8,6,0,6,0,6-8,163-99,2-0,20,9.0,2.25,0.3,-0.34,-3.22
05-11,SSG,39,30,8,12,0,8,6,0,6,6,8,163,2,19,0.4,1.007,0.94,0.341,3.23,9.0,40,7,4,3,6,0,5,1,14-7,154-95,2-1,48,3.0,1.44,0.61,0.161,1.37
05-11,LG,41,32,7,8,0,7,7,0,6,7,11,168,0,20,0.25,0.688,2.09,0.574,1.64,9.0,35,8,4,4,2,0,7,2,8-8,140-92,0-0,40,4.0,1.11,1.06,-0.076,1.38
05-11,삼성,35,30,4,8,2,4,2,0,7,8,8,140,3,12,0.267,0.836,2.9,0.074,-1.37,9.0,41,8,7,6,7,0,6,0,7-11,168-95,8-4,51,6.0,1.67,1.23,-0.575,-1.64
05-11,롯데,42,31,6,10,1,6,6,2,3,6,13,160,2,16,0.323,0.955,1.05,0.224,0.62,9.0,34,6,1,0,1,0,11,0,10-6,142-90,0-0,70,0.0,0.78,0.47,0.276,4.37
05-11,KT,34,33,1,6,0,0,1,0,11,10,6,142,0,11,0.182,0.388,1.68,-0.274,-4.37,9.0,42,10,6,6,6,2,3,1,6-13,160-95,0-0,38,6.0,1.78,0.34,-0.224,-0.62
05-11,한화,44,39,8,11,1,6,4,1,9,9,9,157,0,23,0.282,0.774,3.37,0.165,1.64,9.0,29,1,0,0,2,0,10,0,10-5,105-72,0-0,87,0.0,0.33,0.33,0.336,4.37
05-11,키움,29,27,0,1,0,0,2,0,10,10,5,105,0,4,0.037,0.14,1.6,-0.334,-4.35,9.0,44,11,8,7,4,1,9,1,9-9,157-96,1-1,40,7.0,1.67,0.36,-0.165,-1.64
05-13,키움,44,39,6,12,1,6,4,1,10,10,7,167,0,24,0.308,0.796,2.93,-0.051,0.65,8.0,40,12,9,9,5,0,5,4,8-10,177-97,3-1,22,10.13,2.13,0.7,-0.448,-5.22
05-13,LG,40,35,9,12,4,9,5,0,5,8,10,177,1,14,0.343,1.139,1.31,0.449,5.23,9.0,44,12,6,6,4,1,10,1,10-7,167-111,3-1,37,6.0,1.78,1.67,0.053,-0.63
05-13,NC,35,32,3,7,1,3,1,1,5,11,8,125,0,11,0.219,0.671,2.93,0.016,-2.36,8.0,37,9,6,6,5,0,11,1,6-5,142-94,4-1,65,6.75,1.75,1.59,-0.515,-1.24
05-13,SSG,37,32,6,9,1,6,5,0,11,6,5,142,0,11,0.281,0.816,3.16,0.515,1.23,9.0,35,7,3,3,1,1,5,1,11-8,125-82,0-0,58,3.0,0.89,1.08,-0.014,2.37
