GameDate,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p,NP_total,NP_strike,IR,IS,Result,home_away
2023-04-01,4,59,47,10,14,1,10,10,0,6,8,14,224,0,35,0.298,0.847,2.69,0.756,4.27,10.0,48,12,12,11,5,2,5,2,46,9.9,1.7,1.53,-1.257,-3.26,195,116,7,4,0,0
2023-04-01,1,48,38,12,12,2,11,5,2,5,12,15,195,1,13,0.316,0.887,1.94,1.257,3.24,11.0,59,14,10,10,10,0,6,1,32,8.18,2.18,1.93,-0.756,-4.25,224,135,6,3,1,1
2023-04-01,6,42,39,2,8,0,1,3,0,14,9,11,176,0,27,0.205,0.544,2.6,-0.441,-3.24,9.2,42,11,3,3,1,1,7,0,46,2.79,1.24,1.5,-0.06,3.21,180,116,2,2,0,0
2023-04-01,3,42,40,3,11,0,3,1,1,7,8,8,180,1,17,0.275,0.635,4.12,0.059,-3.23,10.0,42,8,2,0,3,0,14,0,72,0.0,1.1,2.05,0.44,3.22,176,112,0,0,1,1
2023-04-01,0,38,31,1,6,0,1,5,0,7,8,9,169,2,26,0.194,0.523,6.31,-0.467,-2.7,8.0,36,7,4,4,6,0,3,1,50,4.5,1.63,0.85,-0.033,0.17,131,82,1,1,0,0
2023-04-01,5,36,29,4,7,1,4,6,0,3,9,10,131,2,15,0.241,0.716,2.1,0.032,-0.2,9.0,38,6,1,1,5,0,7,0,55,1.0,1.22,1.65,0.468,2.7,169,102,1,0,1,1
2023-04-01,8,39,35,6,8,0,6,4,0,5,8,12,171,1,12,0.229,0.565,0.84,-0.225,2.3,8.0,40,13,11,9,2,0,4,2,31,10.13,1.88,0.19,-0.275,-6.82,137,91,5,4,0,0
2023-04-01,7,40,37,11,13,2,10,2,0,4,11,11,137,0,16,0.351,1.024,0.63,0.276,6.81,9.0,39,8,6,5,4,0,5,0,70,5.0,1.33,0.14,0.224,-2.28,171,103,10,4,1,1
2023-04-01,9,44,41,8,15,1,8,1,0,7,4,13,166,0,25,0.366,0.884,1.03,0.21,3.28,9.0,36,5,0,0,5,0,9,0,62,0.0,1.11,0.57,0.29,4.69,154,95,1,0,1,0
2023-04-01,2,36,31,0,5,0,0,5,0,9,11,9,154,2,22,0.161,0.472,1.74,-0.288,-4.71,9.0,44,15,8,8,1,0,7,1,40,8.0,1.78,0.28,-0.211,-3.3,166,108,3,2,0,1
2023-04-02,4,33,31,2,5,0,2,1,1,4,11,10,124,0,11,0.161,0.438,2.38,-0.116,-2.72,9.0,35,6,0,0,3,0,4,0,66,0.0,1.0,2.08,0.616,4.7,133,82,2,0,1,0
2023-04-02,1,35,32,0,6,0,0,3,0,4,8,14,133,1,16,0.188,0.507,3.76,-0.614,-4.7,9.0,33,5,2,2,1,1,4,0,61,2.0,0.67,0.55,0.115,2.7,124,80,1,0,0,1
2023-04-02,6,39,39,6,12,0,5,0,0,9,11,8,153,1,17,0.308,0.718,2.24,0.34,1.3,8.0,43,13,7,6,5,0,6,0,41,6.75,2.25,2.28,-0.841,-1.31,161,102,6,2,0,0
2023-04-02,3,43,38,7,13,0,7,5,0,6,10,8,161,0,23,0.342,0.945,3.15,0.84,1.3,9.0,39,12,6,3,0,0,9,0,42,3.0,1.33,1.45,-0.341,-1.31,153,119,1,0,1,1
2023-04-02,0,42,35,9,13,1,8,7,0,5,7,13,170,1,12,0.371,0.962,2.0,0.499,5.3,9.0,41,6,5,3,7,0,8,2,50,3.0,1.44,0.49,0.002,-0.3,165,99,2,0,1,0
2023-04-02,5,41,34,5,6,2,4,7,0,8,8,8,165,0,19,0.176,0.699,1.56,-0.001,0.28,9.0,42,13,9,8,7,0,5,1,6,8.0,2.22,0.35,-0.5,-5.29,170,105,3,2,0,1
2023-04-02,8,55,46,10,19,0,10,6,1,5,5,14,215,0,27,0.413,1.003,1.66,0.467,4.25,11.0,51,12,9,7,5,0,13,1,35,5.73,1.55,1.36,0.034,-3.26,213,129,8,3,1,0
2023-04-02,7,51,45,9,12,1,9,5,0,13,3,18,213,0,26,0.267,0.733,1.9,-0.034,3.23,11.0,55,19,10,10,6,1,5,0,1,8.18,2.27,1.23,-0.465,-4.25,215,132,8,3,0,1
2023-04-02,9,37,35,6,11,1,6,2,0,8,6,6,141,0,11,0.314,0.865,1.59,0.004,-0.7,8.0,38,12,8,8,4,0,9,1,28,9.0,2.0,0.93,-0.505,-4.82,157,98,3,2,0,0
2023-04-02,2,38,32,8,12,1,8,4,0,9,7,7,157,1,18,0.375,0.932,1.97,0.504,4.82,9.0,37,11,6,6,2,0,8,1,17,6.0,1.44,0.91,-0.004,0.72,141,97,1,0,1,1
2023-04-04,9,28,26,0,2,0,0,2,0,12,6,10,120,2,3,0.077,0.22,2.13,-0.712,-4.69,8.0,35,5,1,1,7,1,6,0,61,1.13,1.5,1.26,0.211,3.17,137,76,2,1,0,0
2023-04-04,1,35,27,1,5,0,1,7,1,6,5,5,137,0,17,0.185,0.63,3.87,-0.211,-3.19,9.0,28,2,0,0,2,0,12,0,82,0.0,0.44,1.65,0.712,4.7,120,77,0,0,1,1
2023-04-04,8,41,37,7,11,0,7,0,4,6,6,13,138,1,16,0.297,0.717,1.43,0.243,2.31,9.0,38,4,1,1,5,1,8,0,63,1.0,1.0,0.62,0.256,3.69,159,98,0,0,1,0
2023-04-04,3,38,32,1,4,0,1,5,1,8,12,8,159,0,22,0.125,0.419,2.5,-0.254,-3.71,9.0,41,11,7,7,0,4,6,0,53,7.0,1.22,0.42,-0.243,-2.29,138,91,2,2,0,1
2023-04-04,4,25,22,1,2,0,1,2,0,6,2,6,94,0,7,0.091,0.303,2.19,-0.316,-2.67,6.1,34,8,3,2,6,1,8,0,44,2.84,2.21,0.68,-0.183,0.66,136,75,5,0,0,0
2023-04-04,5,34,25,3,8,0,1,6,1,8,8,6,136,0,26,0.32,0.869,12.09,0.183,-0.66,7.0,25,2,1,1,2,0,6,0,73,1.29,0.57,0.99,0.316,2.66,94,57,0,0,1,1
2023-04-04,6,43,34,6,9,1,6,7,0,6,6,10,193,0,20,0.265,0.763,4.35,0.034,2.29,8.0,34,9,7,7,2,0,6,3,32,7.88,1.38,1.12,-0.534,-2.81,118,70,2,1,0,0
2023-04-04,2,34,32,7,9,3,7,2,0,6,7,13,118,0,9,0.281,0.887,1.45,0.534,2.82,9.0,43,9,6,6,7,0,6,1,46,6.0,1.78,1.89,-0.034,-2.3,193,117,2,2,1,1
2023-04-05,9,50,42,9,14,1,8,8,0,6,4,16,207,0,32,0.333,0.869,1.54,0.49,4.3,9.0,38,8,3,3,4,0,6,1,47,3.0,1.33,0.23,0.01,1.7,133,90,0,0,1,0
2023-04-05,1,38,34,3,8,1,3,4,0,6,10,11,133,1,16,0.235,0.669,1.06,-0.01,-1.7,9.0,50,14,9,8,8,0,6,1,3,8.0,2.44,0.31,-0.489,-4.29,207,120,5,0,0,1
2023-04-05,8,36,32,1,6,0,1,4,0,4,7,13,147,0,14,0.188,0.497,11.22,-0.632,-3.7,8.0,33,7,2,0,2,0,4,0,53,0.0,1.13,0.78,0.131,2.19,131,88,1,0,0,0
2023-04-05,3,33,31,2,7,0,1,2,0,4,9,12,131,1,16,0.226,0.499,2.01,-0.133,-2.18,9.0,36,6,1,1,4,0,4,0,58,1.0,1.11,1.99,0.631,3.7,147,96,0,0,1,1
2023-04-06,9,42,36,2,11,0,2,3,2,11,9,7,165,0,26,0.306,0.696,3.12,-0.259,-2.7,8.0,37,8,6,5,3,1,9,1,28,5.63,1.38,0.31,-0.241,-1.82,168,100,1,0,0,0
2023-04-06,1,37,33,6,8,1,5,3,1,9,7,5,168,1,15,0.242,0.657,0.93,0.241,1.81,9.0,42,11,2,2,3,2,11,0,64,2.0,1.56,0.7,0.259,2.7,165,103,3,2,1,1
2023-04-06,8,38,28,5,8,0,4,7,0,4,10,8,166,2,15,0.286,0.798,1.14,0.116,0.29,9.0,36,5,0,0,3,2,8,0,62,0.0,0.89,0.61,0.386,4.69,137,83,0,0,1,0
2023-04-06,3,36,31,0,5,0,0,3,2,8,7,9,137,1,17,0.161,0.472,2.1,-0.383,-4.7,9.0,38,8,5,5,7,0,4,0,40,5.0,1.67,0.4,-0.116,-0.3,166,97,0,0,0,1
2023-04-06,6,41,34,8,8,1,8,6,0,10,7,10,157,1,22,0.235,0.703,0.95,0.276,3.3,9.0,33,5,1,1,1,1,9,0,69,1.0,0.67,0.35,0.224,3.69,139,87,0,0,1,0
2023-04-06,2,33,31,1,5,0,1,1,1,9,9,7,139,1,5,0.161,0.406,1.06,-0.226,-3.69,9.0,41,8,8,5,6,0,10,1,25,5.0,1.56,0.42,-0.276,-3.29,157,100,0,0,0,1
2023-04-07,2,31,31,2,4,1,2,0,0,5,5,15,107,0,5,0.129,0.419,1.37,-0.175,-2.72,8.0,39,11,7,7,7,0,1,0,28,7.88,2.25,0.32,-0.324,-2.82,153,91,0,0,0,0
2023-04-07,8,39,31,7,11,0,7,7,0,1,12,10,153,2,17,0.355,0.817,2.46,0.326,2.83,9.0,31,4,2,2,0,0,5,1,67,2.0,0.44,0.34,0.176,2.71,107,74,0,0,1,1
2023-04-07,5,47,36,7,9,1,7,8,2,3,10,5,190,1,23,0.25,0.802,4.34,0.413,1.76,10.0,40,8,3,2,5,0,11,0,66,1.8,1.3,1.6,0.086,2.24,167,100,2,1,1,0
2023-04-07,6,40,34,3,8,0,3,5,0,11,11,12,167,1,17,0.235,0.649,1.79,-0.084,-2.23,10.0,47,9,7,7,8,2,3,1,58,6.3,1.7,2.2,-0.415,-1.79,190,114,4,2,0,1
2023-04-07,1,36,32,4,8,1,3,2,0,4,6,9,128,1,11,0.25,0.661,1.67,-0.07,-0.71,9.0,35,6,1,1,3,0,11,0,73,1.0,1.0,1.18,0.57,2.71,160,103,1,0,1,0
2023-04-07,0,35,32,1,6,0,1,3,0,11,10,11,160,1,10,0.188,0.507,4.88,-0.57,-2.72,9.0,36,8,4,3,2,0,4,1,59,3.0,1.11,0.48,0.07,0.7,128,85,1,0,0,1
2023-04-07,7,44,39,7,13,0,7,3,0,8,3,16,176,0,22,0.333,0.757,2.09,0.181,3.3,9.0,33,6,1,1,0,0,7,1,69,1.0,0.67,0.6,0.319,3.7,110,81,0,0,1,0
2023-04-07,4,33,33,1,6,1,1,0,0,7,9,10,110,1,12,0.182,0.455,1.39,-0.319,-3.71,9.0,44,13,7,7,3,0,8,0,40,7.0,1.78,0.52,-0.182,-3.3,176,117,3,1,0,1
2023-04-07,3,30,29,0,4,0,0,0,0,10,3,5,125,1,5,0.138,0.276,6.12,-0.638,-2.69,8.0,29,4,2,2,2,0,14,2,80,2.25,0.75,0.65,0.137,2.18,107,78,0,0,0,0
2023-04-07,9,29,26,2,4,2,2,2,0,14,12,3,107,1,7,0.154,0.599,3.7,-0.135,-2.19,9.0,30,4,0,0,0,0,10,0,84,0.0,0.44,1.09,0.637,2.7,125,87,0,0,1,1
2023-04-08,2,36,30,1,6,0,1,5,0,4,9,13,145,1,15,0.2,0.573,14.0,-0.383,-3.71,8.2,34,4,2,2,3,1,3,0,73,2.08,0.81,1.61,-0.116,3.7,126,80,0,0,0,0
2023-04-08,8,34,29,2,4,0,2,3,1,3,9,11,126,0,15,0.138,0.407,2.4,0.115,-3.69,9.0,36,6,1,1,5,0,4,0,65,1.0,1.22,2.33,0.384,3.7,145,82,2,0,1,1
2023-04-08,5,50,38,7,12,1,6,7,1,7,9,10,198,1,28,0.316,0.864,3.56,0.306,2.77,10.0,46,9,5,5,7,1,9,1,20,4.5,1.6,1.74,0.195,0.23,172,99,2,0,1,0
2023-04-08,6,46,36,5,9,1,5,7,1,9,11,10,172,1,23,0.25,0.822,2.77,-0.195,-0.23,10.0,50,12,7,6,7,1,7,1,46,5.4,1.9,2.42,-0.305,-2.78,198,116,3,1,0,1
2023-04-08,1,43,34,6,11,1,6,6,1,8,9,9,163,1,23,0.324,0.929,3.64,0.304,1.3,8.1,42,12,7,7,4,1,5,2,34,7.56,1.92,1.37,-0.804,-1.3,160,95,2,1,0,0
2023-04-08,0,42,34,7,12,2,7,4,1,5,5,9,160,0,17,0.353,0.954,3.07,0.806,1.28,9.0,43,11,6,6,6,1,8,1,47,6.0,1.89,2.0,-0.306,-1.29,163,93,6,1,1,1
2023-04-08,7,40,35,7,10,2,7,2,1,9,12,6,148,1,11,0.286,0.811,1.43,0.356,2.31,9.0,39,8,3,3,3,0,9,1,53,3.0,1.22,0.94,0.146,0.71,158,105,3,0,1,0
2023-04-08,4,39,35,3,8,1,3,3,0,9,5,12,158,0,22,0.229,0.603,2.32,-0.145,-0.7,9.0,40,10,7,6,2,1,9,2,46,6.0,1.33,0.47,-0.354,-2.29,148,98,0,0,0,1
2023-04-08,3,45,41,5,13,1,4,4,0,9,8,7,187,0,22,0.317,0.817,3.22,0.0,1.29,8.0,43,16,11,11,4,0,7,2,43,12.38,2.5,0.86,-0.5,-6.82,158,94,2,2,0,0
2023-04-08,9,43,37,11,16,2,11,4,0,7,6,13,158,1,22,0.432,1.179,1.35,0.502,6.82,9.0,45,13,5,3,4,0,9,1,37,3.0,1.89,1.52,-0.001,-1.3,187,122,3,1,1,1
2023-04-09,2,41,37,2,9,0,2,3,0,5,12,7,147,1,20,0.243,0.597,4.33,-0.561,-3.22,9.2,40,10,3,3,4,0,4,0,56,2.79,1.45,2.59,0.062,3.23,144,90,2,0,0,0
2023-04-09,8,40,32,3,10,0,3,4,0,4,8,14,144,3,22,0.313,0.691,3.45,-0.063,-3.24,10.0,41,9,2,2,3,0,5,0,48,1.8,1.2,2.42,0.563,3.22,147,93,5,0,1,1
2023-04-09,5,36,33,3,5,0,2,3,0,5,9,8,135,1,12,0.152,0.434,1.57,0.021,-1.72,9.0,34,3,0,0,4,0,8,0,72,0.0,0.78,1.49,0.479,4.7,159,102,0,0,1,0
2023-04-09,6,34,30,0,3,0,0,4,0,8,10,13,159,1,18,0.1,0.306,3.67,-0.48,-4.69,9.0,36,5,3,2,3,0,5,0,48,2.0,0.89,0.39,-0.02,1.7,135,80,0,0,0,1
2023-04-09,1,39,32,3,6,1,3,6,1,8,9,7,136,1,13,0.188,0.646,2.0,-0.017,-1.72,9.0,39,7,2,0,5,0,10,0,59,0.0,1.33,2.69,0.516,2.71,165,95,2,0,1,0
2023-04-09,0,39,33,2,7,0,0,5,0,10,10,8,165,1,26,0.212,0.558,7.83,-0.516,-2.72,9.0,39,6,3,3,6,1,8,1,54,3.0,1.33,1.08,0.018,1.72,136,85,5,0,0,1
2023-04-09,7,36,34,3,7,0,3,2,0,11,8,9,115,0,10,0.206,0.544,2.59,-0.491,-1.71,8.0,39,12,5,5,6,0,4,0,61,5.63,2.25,0.84,-0.009,-0.82,136,71,5,3,0,0
2023-04-09,4,39,31,5,12,0,5,6,0,4,4,12,136,3,17,0.387,0.914,3.32,0.007,0.8,9.0,36,7,3,3,2,0,11,0,76,3.0,1.0,0.78,0.491,1.7,115,78,0,0,1,1
2023-04-09,3,36,34,1,6,0,1,2,0,9,9,4,135,1,16,0.176,0.398,2.44,-0.294,-3.71,8.0,39,9,6,4,5,2,9,0,42,4.5,1.75,0.37,-0.208,-0.82,137,87,2,1,0,0
2023-04-09,9,39,31,6,9,0,4,5,2,9,8,10,137,1,20,0.29,0.7,1.65,0.207,0.8,9.0,36,6,1,0,2,0,9,0,63,0.0,0.89,0.57,0.292,3.7,135,88,1,0,1,1
2023-04-11,3,39,38,4,11,1,4,1,0,6,9,8,148,0,12,0.289,0.755,2.68,-0.15,-0.7,8.0,37,11,6,6,2,1,6,0,47,6.75,1.63,1.17,-0.351,-1.82,145,97,2,2,0,0
2023-04-11,1,37,34,6,11,0,5,2,1,6,9,12,145,0,15,0.324,0.76,2.93,0.351,1.82,9.0,39,11,4,4,1,0,6,1,49,4.0,1.33,1.13,0.148,0.7,148,96,1,0,1,1
2023-04-11,5,39,35,5,11,1,5,2,1,9,10,5,145,1,16,0.314,0.768,3.2,0.25,0.29,9.0,37,8,4,4,3,0,9,2,51,4.0,1.22,2.17,0.252,-0.3,138,86,1,0,1,0
2023-04-11,2,37,33,4,8,2,4,3,0,9,8,7,138,0,11,0.242,0.761,7.08,-0.25,0.3,9.0,39,11,5,5,2,1,9,1,37,5.0,1.44,1.75,-0.248,-0.3,145,96,0,0,0,1
2023-04-11,6,44,36,5,9,2,4,4,1,9,10,6,143,0,22,0.25,0.833,4.89,0.51,-0.21,10.0,40,10,4,4,2,0,9,1,63,3.6,1.2,2.11,-0.01,1.23,147,102,2,2,1,0
2023-04-11,0,40,38,4,10,1,4,2,0,9,9,10,147,2,9,0.263,0.642,5.06,0.01,-1.23,10.0,44,9,5,5,4,1,9,2,55,4.5,1.3,1.66,-0.509,0.23,143,89,5,1,0,1
