GameDate,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p,NP_total,NP_strike,IR,IS,Result,home_away
2024-03-29,3,35,34,0,7,0,0,1,0,15,12,7,159,0,13,0.206,0.435,4.03,-0.592,-5.51,9.0,39,7,3,3,5,0,7,0,62,3.0,1.33,0.76,0.093,2.51,140,87,0,0,0,1
2024-03-29,7,36,35,2,10,0,2,1,0,10,11,5,126,1,15,0.286,0.592,6.96,-0.388,-3.52,8.2,33,6,3,3,1,0,10,0,69,3.12,0.81,1.78,-0.111,3.52,115,78,0,0,0,0
2024-03-29,6,33,32,3,6,0,3,1,0,10,9,6,115,1,10,0.188,0.493,4.4,0.11,-3.51,9.0,36,10,2,2,1,0,10,0,57,2.0,1.22,1.82,0.388,3.52,126,88,2,0,1,1
2024-03-29,5,38,35,6,11,4,6,2,0,3,10,7,130,1,12,0.314,1.037,1.1,0.251,0.49,9.0,36,4,4,4,5,0,10,2,67,4.0,1.0,0.91,0.25,0.51,152,93,0,0,1,0
2024-03-29,2,36,31,4,4,2,4,5,0,10,7,13,152,1,8,0.129,0.605,1.96,-0.25,-0.53,9.0,38,11,6,6,2,0,3,4,28,6.0,1.44,0.41,-0.251,-0.47,130,91,1,0,0,1
2024-03-29,9,31,31,1,5,0,1,0,0,9,8,9,127,0,10,0.161,0.355,2.21,-0.412,-4.52,8.0,34,8,3,3,3,0,6,1,62,3.38,1.38,1.04,-0.088,1.91,152,98,4,2,0,0
2024-03-29,4,34,31,3,8,1,3,3,0,6,8,9,152,0,14,0.258,0.743,4.06,0.087,-1.91,9.0,31,5,1,0,0,0,9,0,70,0.0,0.56,1.2,0.413,4.52,127,89,2,0,1,1
2024-03-30,0,34,32,0,6,0,0,2,0,9,8,7,132,1,13,0.188,0.454,1.74,-0.27,-4.52,8.0,41,9,8,8,9,1,7,2,33,9.0,2.25,0.26,-0.23,-3.1,171,96,5,2,0,0
2024-03-30,1,41,30,8,9,2,8,9,1,7,8,9,171,2,20,0.3,1.03,1.42,0.23,3.09,9.0,34,6,0,0,2,0,9,0,67,0.0,0.89,0.3,0.27,4.52,132,83,0,0,1,1
2024-03-30,8,36,34,3,7,3,3,2,0,7,7,13,149,0,11,0.206,0.721,1.41,-0.197,-2.51,8.0,39,12,8,7,3,0,4,0,32,7.88,1.88,0.21,-0.301,-3.09,142,95,2,0,0,0
2024-03-30,3,39,35,8,12,0,7,3,0,4,9,10,142,0,14,0.343,0.871,0.7,0.302,3.09,9.0,36,7,3,3,2,0,7,3,65,3.0,1.0,0.31,0.199,2.52,149,95,2,0,1,1
2024-03-30,7,40,36,5,10,2,5,4,0,10,6,9,177,1,17,0.278,0.794,1.78,-0.194,-0.51,8.0,40,12,8,8,5,1,5,2,36,9.0,2.13,0.35,-0.307,-1.1,156,94,1,1,0,0
2024-03-30,6,40,32,8,12,2,8,5,1,5,6,9,156,1,15,0.375,1.243,0.92,0.306,1.1,9.0,40,10,5,5,4,0,10,2,56,5.0,1.56,0.82,0.194,0.52,177,111,2,0,1,1
2024-03-30,5,47,38,9,12,0,9,7,1,13,7,8,216,0,24,0.316,0.803,1.56,0.416,3.48,9.0,45,11,6,4,5,1,12,0,52,4.0,1.78,1.86,0.085,-0.49,170,108,3,1,1,0
2024-03-30,2,45,39,6,11,0,5,5,1,12,6,5,170,1,26,0.282,0.711,2.45,-0.085,0.48,9.0,47,12,9,9,7,1,13,0,21,9.0,2.11,0.59,-0.415,-3.49,216,131,4,1,0,1
2024-03-30,9,44,41,8,14,0,8,1,2,8,5,12,166,1,22,0.341,0.849,0.92,0.345,2.48,9.0,35,7,0,0,2,0,9,0,67,0.0,1.0,0.14,0.156,5.51,144,94,0,0,1,0
2024-03-30,4,35,33,0,7,0,0,2,0,9,8,10,144,1,15,0.212,0.469,0.56,-0.155,-5.54,9.0,44,14,8,5,1,2,8,0,18,5.0,1.67,0.14,-0.345,-2.5,166,110,2,2,0,1
2024-03-31,0,46,40,9,14,0,9,3,3,6,6,12,168,0,21,0.35,0.935,0.82,0.144,3.48,9.0,40,8,3,3,4,1,9,1,65,3.0,1.33,0.87,0.357,2.53,166,100,4,0,1,0
2024-03-31,1,40,34,3,8,1,3,4,1,9,9,7,166,0,22,0.235,0.678,1.34,-0.357,-2.52,9.0,46,14,9,9,3,3,6,0,53,9.0,1.89,0.37,-0.143,-3.49,168,107,3,2,0,1
2024-03-31,8,34,32,4,8,2,4,2,0,7,8,9,132,2,5,0.25,0.732,1.38,-0.352,-1.51,8.0,43,14,8,8,5,0,6,3,38,9.0,2.38,0.28,-0.149,-3.09,149,94,3,3,0,0
2024-03-31,3,43,38,8,14,3,8,5,0,6,6,11,149,0,20,0.368,1.153,1.27,0.148,3.1,9.0,34,8,4,4,2,0,7,2,76,4.0,1.11,0.32,0.35,1.51,132,90,0,0,1,1
2024-03-31,7,36,34,3,7,2,3,0,2,6,7,7,121,1,18,0.206,0.632,0.73,-0.114,-2.51,8.0,44,18,14,14,2,1,9,2,-3,15.75,2.5,0.11,-0.384,-10.1,174,107,1,0,0,0
2024-03-31,6,44,41,14,18,2,14,2,1,9,8,12,174,1,18,0.439,1.282,0.76,0.386,10.11,9.0,36,7,3,3,0,2,6,2,62,3.0,0.78,0.16,0.115,2.52,121,86,0,0,1,1
2024-03-31,5,47,39,4,11,1,4,6,0,5,9,11,165,1,20,0.282,0.755,4.33,-0.132,-2.74,11.0,42,6,3,3,4,0,10,1,55,2.45,0.91,1.91,0.63,3.74,186,112,0,0,1,0
2024-03-31,2,42,36,3,6,1,3,4,0,10,6,17,186,0,13,0.167,0.577,3.26,-0.63,-3.74,11.0,47,11,4,4,6,0,5,1,37,3.27,1.55,1.4,0.131,2.75,165,107,3,0,0,1
2024-03-31,9,56,40,8,11,0,8,12,2,14,9,14,255,0,20,0.275,0.763,2.92,0.599,1.26,11.0,52,17,7,7,3,0,9,0,58,5.73,1.82,3.0,-0.1,-0.26,207,148,7,4,1,0
2024-03-31,4,52,48,7,17,0,7,3,0,9,7,7,207,1,22,0.354,0.843,3.09,0.103,0.25,11.0,56,11,8,8,12,2,14,0,29,6.55,2.09,1.33,-0.599,-1.26,255,147,3,1,0,1
2024-04-02,9,44,38,7,10,1,7,5,1,13,6,8,198,0,18,0.263,0.759,2.11,0.497,1.49,9.0,45,11,5,5,7,0,13,0,42,5.0,2.0,1.62,0.004,0.53,181,103,3,0,1,0
2024-04-02,8,45,38,5,11,0,5,7,0,13,4,10,181,0,28,0.289,0.716,2.73,-0.002,-0.51,9.0,44,10,7,7,5,1,13,1,54,7.0,1.67,1.32,-0.497,-1.48,198,124,7,3,0,1
2024-04-02,1,43,37,6,10,1,4,5,1,8,8,8,172,1,20,0.27,0.858,1.37,0.165,1.48,8.0,44,15,13,12,3,1,8,5,29,13.5,2.25,0.82,-0.662,-8.1,151,91,7,3,0,0
2024-04-02,5,44,40,13,15,5,13,3,1,8,9,8,151,0,18,0.375,1.232,1.45,0.663,8.09,9.0,43,10,6,4,5,1,8,1,35,4.0,1.67,1.2,-0.164,-1.49,172,110,6,3,1,1
2024-04-02,0,45,43,6,15,1,6,2,0,7,8,13,158,0,22,0.349,0.843,2.39,-0.395,0.49,8.0,41,9,10,6,6,0,4,1,41,6.75,1.88,0.34,-0.105,-5.09,153,97,2,2,0,0
2024-04-02,7,41,34,10,9,1,9,6,0,4,11,9,153,0,21,0.265,0.846,1.44,0.106,5.09,9.0,45,15,6,6,2,0,7,1,62,6.0,1.89,0.44,0.395,-0.48,158,120,3,1,1,1
2024-04-02,4,38,34,1,7,0,1,3,1,15,9,5,169,0,15,0.206,0.495,5.57,-0.283,-4.51,9.0,39,5,0,0,7,0,12,0,71,0.0,1.33,3.0,0.784,5.51,153,96,0,0,1,0
2024-04-02,6,39,31,0,5,0,0,7,0,12,8,4,153,1,27,0.161,0.51,4.81,-0.787,-5.52,9.0,38,7,1,1,3,1,15,0,68,1.0,1.11,1.46,0.283,4.52,169,112,3,1,0,1
2024-04-02,3,41,36,8,11,1,8,4,0,5,11,7,171,1,9,0.306,0.866,1.93,0.327,2.47,9.0,34,7,3,3,2,0,6,0,59,3.0,1.0,0.47,0.175,2.52,127,80,0,0,1,0
2024-04-02,2,34,31,3,7,0,3,2,0,6,12,9,127,3,10,0.226,0.588,1.81,-0.174,-2.53,9.0,41,11,8,8,4,0,5,1,40,8.0,1.67,0.33,-0.325,-2.48,171,102,0,0,0,1
2024-04-03,9,38,32,0,7,0,0,6,0,8,8,9,154,1,23,0.219,0.561,2.28,-0.282,-5.52,8.0,36,8,5,2,3,1,3,1,45,2.25,1.38,0.23,-0.219,-0.1,130,78,0,0,0,0
2024-04-03,8,36,31,5,8,1,5,3,1,3,7,8,130,0,20,0.258,0.762,0.81,0.218,0.1,9.0,38,7,0,0,6,0,8,0,53,0.0,1.44,0.53,0.283,5.51,154,97,0,0,1,1
2024-04-03,1,34,32,3,7,2,3,2,0,12,12,8,152,1,9,0.219,0.671,2.0,-0.24,-1.52,8.0,35,8,5,5,2,1,3,1,44,5.63,1.25,1.2,-0.261,-1.1,154,92,2,2,0,0
2024-04-03,5,35,31,5,8,1,4,2,1,3,5,7,154,1,16,0.258,0.743,2.25,0.262,1.09,9.0,34,7,3,3,2,0,12,2,46,3.0,1.0,1.15,0.239,1.51,152,98,0,0,1,1
2024-04-03,0,40,39,5,13,1,5,1,0,5,7,9,141,1,15,0.333,0.786,1.66,0.206,-0.52,9.0,34,7,1,0,0,0,11,0,67,0.0,0.78,0.6,0.294,5.51,136,92,0,0,1,0
2024-04-03,7,34,34,1,7,0,0,0,0,11,10,11,136,0,10,0.206,0.471,1.65,-0.295,-5.51,9.0,40,13,5,5,1,0,5,1,45,5.0,1.56,0.44,-0.206,0.51,141,97,0,0,0,1
2024-04-04,9,53,46,7,14,0,6,4,3,8,9,15,211,1,29,0.304,0.744,2.87,-0.171,0.26,10.1,50,11,8,8,9,1,3,1,22,6.97,1.94,1.81,-0.329,-0.26,209,117,3,1,0,0
2024-04-04,8,50,38,8,11,1,8,9,1,3,11,13,209,0,22,0.289,0.824,3.04,0.329,0.26,11.0,53,14,7,7,4,3,8,0,16,5.73,1.64,2.27,0.171,-0.25,211,133,1,0,1,1
2024-04-04,1,37,35,2,4,1,2,2,0,13,12,5,152,0,10,0.114,0.419,4.7,-0.387,-4.13,9.1,39,8,3,3,3,2,7,1,67,2.89,1.18,2.89,-0.114,3.13,130,94,0,0,0,0
2024-04-04,5,39,33,3,8,1,3,3,2,7,12,6,130,2,10,0.242,0.675,3.8,0.113,-3.13,10.0,37,4,2,2,2,0,13,1,57,1.8,0.6,1.57,0.387,4.13,152,105,3,0,1,1
2024-04-04,0,39,37,6,12,1,6,2,0,6,6,13,155,0,13,0.324,0.818,1.3,0.265,1.48,9.0,38,7,3,2,3,0,9,1,52,2.0,1.11,0.85,0.235,2.52,146,100,1,1,1,0
2024-04-04,7,38,35,3,7,1,3,3,0,9,11,8,146,0,13,0.2,0.606,3.72,-0.234,-2.52,9.0,39,12,6,6,2,0,6,1,35,6.0,1.56,0.43,-0.265,-1.48,155,97,0,0,0,1
2024-04-04,4,41,38,5,11,1,5,3,0,5,8,6,150,1,17,0.289,0.788,4.05,-0.102,-0.54,8.0,37,9,6,6,3,0,10,2,46,6.75,1.5,1.32,-0.397,-1.09,146,91,3,1,0,0
2024-04-04,6,37,34,6,9,2,5,3,0,10,8,14,146,1,18,0.265,0.795,1.75,0.398,1.08,9.0,41,11,5,5,3,0,5,1,31,5.0,1.56,1.62,0.102,0.51,150,95,1,0,1,1
2024-04-04,3,45,39,10,12,2,10,4,1,7,9,7,161,0,18,0.308,0.916,1.29,0.214,4.48,9.0,34,4,1,1,3,0,10,1,69,1.0,0.78,0.57,0.285,4.51,130,89,0,0,1,0
2024-04-04,2,34,31,1,4,1,1,3,0,10,11,10,130,1,11,0.129,0.432,2.08,-0.284,-4.51,9.0,45,12,10,10,4,1,7,2,37,10.0,1.78,0.29,-0.214,-4.49,161,103,1,0,0,1
2024-04-05,7,52,40,8,11,1,7,10,1,11,9,9,220,0,24,0.275,0.873,2.9,0.433,1.88,10.0,44,10,7,6,4,0,11,0,40,5.4,1.4,1.54,0.068,-1.88,185,117,2,2,1,0
2024-04-05,8,44,40,7,10,0,6,4,0,11,8,9,185,0,16,0.25,0.668,1.64,-0.068,1.85,10.0,52,11,8,7,10,1,11,1,32,6.3,2.1,1.5,-0.432,-1.87,220,120,5,0,0,1
2024-04-05,6,39,30,7,9,0,7,5,2,9,9,10,145,1,10,0.3,0.877,2.85,0.156,1.5,8.0,41,13,11,10,3,1,5,0,9,11.25,2.0,0.53,-0.657,-6.09,152,98,2,2,0,0
2024-04-05,3,41,37,11,13,0,10,3,1,5,7,6,152,1,18,0.351,0.793,1.46,0.658,6.1,9.0,39,9,7,7,5,2,9,0,39,7.0,1.56,0.63,-0.158,-1.49,145,94,2,2,1,1
2024-04-05,2,36,31,2,5,0,2,4,1,5,6,14,144,2,13,0.161,0.536,3.04,-0.38,-3.52,8.0,36,9,5,5,3,0,3,2,34,5.63,1.5,0.33,-0.121,-0.09,134,80,5,2,0,0
2024-04-05,0,36,32,5,9,2,5,3,0,3,5,16,134,1,16,0.281,0.833,0.83,0.123,0.1,9.0,36,5,2,2,4,1,5,0,63,2.0,1.0,0.83,0.378,3.51,144,83,3,0,1,1
2024-04-05,1,43,34,4,10,0,4,7,0,6,4,14,150,1,25,0.294,0.807,5.33,0.093,-1.54,9.0,36,5,3,2,1,1,11,0,59,2.0,0.67,2.15,0.407,2.52,148,101,0,0,1,0
2024-04-05,4,36,34,3,5,0,3,1,1,11,7,13,148,0,13,0.147,0.429,4.2,-0.407,-2.52,9.0,43,10,4,4,7,0,6,0,41,4.0,1.89,1.6,-0.092,1.53,150,92,4,1,0,1
2024-04-05,5,30,30,0,4,0,0,0,0,7,7,7,125,0,4,0.133,0.266,1.26,-0.229,-5.53,8.0,37,11,5,4,2,1,8,0,30,4.5,1.63,0.45,-0.269,-0.1,150,99,1,1,0,0
2024-04-05,9,37,34,5,11,0,4,2,1,8,5,14,150,1,17,0.324,0.702,1.73,0.272,0.09,9.0,30,4,0,0,0,0,7,0,69,0.0,0.44,0.25,0.229,5.51,125,90,1,0,1,1
2024-04-06,7,37,33,4,9,1,4,2,0,5,10,7,135,0,14,0.273,0.73,3.61,0.028,-0.51,8.1,40,12,8,8,5,0,4,2,63,8.64,2.04,2.35,-0.527,1.51,149,84,2,2,0,0
2024-04-06,8,40,34,8,12,2,8,5,0,4,9,10,149,1,19,0.353,0.995,8.99,0.529,-1.52,9.0,37,9,4,3,2,0,5,1,57,3.0,1.22,1.38,-0.027,0.52,135,87,2,1,1,1
2024-04-06,6,37,33,6,8,2,6,3,1,5,10,6,149,1,10,0.242,0.809,1.62,-0.138,1.48,8.0,36,6,7,5,5,2,6,2,30,5.63,1.38,0.32,-0.362,-3.09,136,78,2,0,0,0
2024-04-06,3,36,27,7,6,2,7,5,2,6,11,8,136,2,15,0.222,0.842,1.13,0.363,3.09,9.0,37,8,6,6,3,1,5,2,53,6.0,1.22,1.2,0.138,-1.49,149,94,2,1,1,1
2024-04-06,2,50,35,7,11,0,7,9,3,9,11,11,184,0,28,0.314,0.879,4.93,0.478,1.51,9.0,38,9,4,4,2,0,4,2,36,4.0,1.22,1.09,0.022,1.51,155,95,0,0,1,0
2024-04-06,0,38,36,4,9,2,4,2,0,4,8,7,155,2,12,0.25,0.789,1.84,-0.022,-1.5,9.0,50,11,7,7,9,3,9,0,35,7.0,2.22,2.03,-0.476,-1.48,184,110,10,2,0,1
2024-04-06,1,32,31,1,6,1,1,1,0,12,9,5,131,2,8,0.194,0.542,1.28,-0.216,-4.52,8.0,37,12,8,8,2,0,9,0,27,9.0,1.75,0.22,-0.284,-3.1,154,106,0,0,0,0
2024-04-06,4,37,35,8,12,0,7,2,0,9,6,7,154,2,13,0.343,0.807,1.81,0.283,3.1,9.0,32,6,1,1,1,0,12,1,71,1.0,0.78,0.24,0.217,4.51,131,92,0,0,1,1
2024-04-06,5,35,34,3,6,1,3,1,0,8,7,8,141,0,14,0.176,0.494,0.3,-0.059,-2.53,8.0,50,17,16,15,6,4,7,1,-19,16.88,2.88,0.16,-0.441,-11.09,193,112,0,0,0,0
2024-04-06,9,50,40,16,17,1,15,6,4,7,8,10,193,0,20,0.425,1.165,0.86,0.44,11.12,9.0,35,6,3,0,1,0,8,1,65,0.0,0.78,0.03,0.059,2.52,141,102,0,0,1,1
2024-04-07,7,43,37,7,11,2,7,6,0,11,7,11,185,1,19,0.297,0.881,1.8,0.038,1.47,8.0,51,16,16,16,12,1,2,1,17,18.0,3.5,0.62,-0.539,-12.09,196,102,6,6,0,0
2024-04-07,8,51,35,16,16,1,16,12,1,2,6,9,196,0,26,0.457,1.18,0.88,0.539,12.09,9.0,43,11,7,7,6,0,11,2,45,7.0,1.89,1.11,-0.039,-1.47,185,110,6,1,1,1
