GameID,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p
04-06,한화,27,27,0,1,0,0,0,0,7,8,10,109,1,0,0.037,0.074,0.85,-0.325,-5.44,8.0,44,13,10,9,8,0,7,1,10-6,186-109,2-1,37,10.13,2.63,0.36,-0.175,-5.18
04-06,삼성,44,35,10,13,1,10,8,0,7,10,6,186,0,22,0.371,0.991,1.87,0.174,5.15,9.0,27,1,0,0,0,0,7,0,8-10,109-74,1-0,81,0.0,0.11,0.29,0.325,5.44
04-06,NC,43,36,8,13,2,8,6,0,10,7,6,181,0,16,0.361,1.035,1.88,0.324,2.54,9.0,35,5,2,2,3,1,6,0,10-10,133-84,3-2,56,2.0,0.89,1.39,0.177,2.46
04-06,키움,35,30,2,5,0,2,3,1,6,10,10,133,1,16,0.167,0.49,2.63,-0.176,-2.45,9.0,43,13,8,8,6,0,10,2,7-6,181-112,1-1,50,8.0,2.11,0.94,-0.323,-2.53
04-08,한화,47,43,5,12,1,5,2,1,9,6,14,158,1,16,0.279,0.691,2.0,-0.137,-0.64,10.2,48,11,6,5,4,1,10,1,10-10,171-108,4-1,43,4.22,1.41,2.14,-0.364,1.64
04-08,두산,48,41,6,11,1,4,4,1,10,10,10,171,0,22,0.268,0.738,3.85,0.364,-1.67,11.0,47,12,5,5,2,1,9,1,6-14,158-96,4-1,48,4.09,1.27,1.92,0.136,0.66
04-08,KIA,42,37,5,8,0,5,5,0,8,12,9,159,0,21,0.216,0.553,2.45,0.349,-0.44,9.0,39,12,4,3,2,0,8,0,6-7,160-108,1-0,47,3.0,1.56,2.16,0.152,1.43
04-08,롯데,39,37,4,12,0,3,2,0,8,6,7,160,1,18,0.324,0.791,2.28,-0.151,-1.44,9.0,42,8,5,5,5,0,8,0,12-9,159-95,9-3,56,5.0,1.44,1.61,-0.348,0.45
04-08,SSG,38,33,3,7,1,3,5,0,11,9,5,165,0,12,0.212,0.619,3.04,-0.187,-1.43,8.0,37,11,7,7,2,0,10,1,9-5,134-86,2-0,49,7.88,1.63,0.48,-0.314,-2.17
04-08,삼성,37,35,7,11,1,7,2,0,10,9,5,134,0,12,0.314,0.808,1.27,0.315,2.18,9.0,38,7,3,3,5,0,11,1,9-5,165-102,0-0,45,3.0,1.33,0.61,0.186,1.43
04-08,NC,31,30,2,4,1,2,1,0,13,7,4,133,0,5,0.133,0.428,3.16,-0.461,-3.41,8.0,34,4,3,3,7,0,9,0,9-4,142-82,2-0,42,3.38,1.38,0.7,-0.039,1.84
04-08,KT,34,27,3,4,0,2,7,0,9,9,4,142,0,12,0.148,0.472,2.87,0.039,-1.83,9.0,31,4,2,2,1,0,13,1,7-4,133-89,0-0,77,2.0,0.56,1.93,0.462,3.43
04-08,LG,45,38,13,12,2,11,5,1,5,11,10,153,1,15,0.316,0.9,1.06,0.439,7.55,9.0,34,6,1,1,4,0,6,0,10-8,120-76,0-0,68,1.0,1.11,0.06,0.062,4.43
04-08,키움,34,30,1,6,0,1,4,0,6,10,8,120,4,18,0.2,0.494,0.35,-0.062,-4.43,9.0,45,12,13,8,5,1,5,2,11-10,153-89,0-0,14,8.0,1.89,0.27,-0.438,-7.56
04-09,한화,44,32,5,9,0,5,6,2,11,8,6,154,0,26,0.281,0.78,4.06,0.206,-0.45,9.0,36,9,4,4,2,0,11,0,8-5,140-93,0-0,47,4.0,1.22,2.21,0.293,1.47
04-09,두산,36,33,4,9,0,4,2,0,11,8,5,140,1,9,0.273,0.678,4.22,-0.294,-1.46,9.0,44,9,5,2,6,2,11,0,8-6,154-103,4-0,53,2.0,1.67,1.48,-0.205,0.46
04-09,KIA,37,33,3,6,1,3,4,0,6,9,8,149,0,9,0.182,0.573,1.4,-0.029,-2.48,9.0,38,10,1,1,2,0,6,0,13-3,128-90,0-0,65,1.0,1.33,1.84,0.529,4.47
04-09,롯데,38,36,1,10,0,1,2,0,6,13,3,128,1,15,0.278,0.622,3.41,-0.529,-4.48,9.0,37,6,3,3,4,0,6,1,9-8,149-97,1-0,48,3.0,1.11,0.51,0.029,2.45
04-09,SSG,44,40,3,10,1,3,2,0,10,15,5,173,0,14,0.25,0.629,2.13,-0.225,-2.63,11.0,44,10,1,1,1,0,17,1,7-9,152-109,3-0,74,0.82,1.0,2.17,0.724,5.63
04-09,삼성,44,43,1,10,1,1,1,0,17,7,9,152,0,18,0.233,0.576,2.77,-0.725,-5.64,11.0,44,10,3,3,2,0,10,1,15-5,173-119,4-0,71,2.45,1.09,1.76,0.225,2.64
04-09,NC,37,32,1,6,0,1,4,0,11,10,5,143,0,23,0.188,0.528,4.68,-0.496,-4.48,8.0,34,6,4,4,3,1,3,2,13-6,106-74,0-0,55,4.5,1.13,0.52,-0.004,0.86
04-09,KT,34,30,4,6,2,4,3,1,3,13,6,106,0,12,0.2,0.727,1.33,0.002,-0.85,9.0,37,6,1,1,4,0,11,0,10-5,143-96,1-0,50,1.0,1.11,1.53,0.496,4.48
04-09,LG,33,32,0,4,0,0,1,0,13,5,10,119,0,11,0.125,0.308,2.24,-0.373,-3.46,8.0,34,6,4,4,5,1,5,3,10-7,134-81,1-0,45,4.5,1.38,0.29,-0.127,0.86
04-09,키움,34,27,4,6,3,4,5,1,5,10,7,134,0,8,0.222,0.946,2.13,0.127,-0.85,9.0,33,4,0,0,1,0,13,0,5-10,119-82,2-0,86,0.0,0.56,0.79,0.373,3.47
04-10,한화,43,38,7,13,0,5,5,0,9,9,6,185,2,16,0.342,0.814,2.44,0.183,1.57,9.0,32,4,2,2,1,0,10,1,10-7,120-84,0-0,70,2.0,0.56,0.3,0.316,3.45
04-10,두산,32,31,2,4,1,2,1,0,10,10,7,120,0,7,0.129,0.414,1.14,-0.315,-3.44,9.0,43,13,7,7,5,0,9,0,9-6,185-122,5-3,46,7.0,2.0,0.47,-0.185,-1.56
04-10,KIA,37,32,3,6,0,3,5,0,9,13,3,161,1,11,0.188,0.578,1.44,-0.209,-2.35,8.0,39,13,8,7,1,1,5,1,13-3,150-107,7-3,16,7.88,1.75,0.38,-0.291,-3.26
04-10,롯데,39,36,8,13,1,7,1,1,5,13,3,150,0,17,0.361,0.913,0.83,0.29,3.25,9.0,37,6,3,3,5,0,9,0,13-3,161-102,3-0,44,3.0,1.22,0.71,0.21,2.34
04-10,SSG,44,39,2,11,0,2,3,0,6,16,6,179,1,24,0.282,0.692,2.84,-0.14,-4.07,9.2,40,7,3,3,3,2,12,0,10-5,176-103,0-0,75,2.79,1.03,2.47,-0.361,4.08
04-10,삼성,40,35,3,7,0,3,3,2,12,10,5,176,0,16,0.2,0.586,3.67,0.362,-4.06,10.0,44,11,2,2,3,0,6,0,16-6,179-120,1-1,53,1.8,1.4,1.38,0.138,4.07
04-10,NC,36,33,7,9,3,7,2,0,6,9,10,133,0,5,0.273,0.912,1.5,0.132,1.54,9.0,34,3,0,0,1,1,16,0,9-4,125-95,0-0,88,0.0,0.44,0.4,0.369,4.46
04-10,KT,34,32,0,3,0,0,1,1,16,9,4,125,0,20,0.094,0.241,2.13,-0.368,-4.46,9.0,36,9,7,6,2,0,6,3,9-10,133-89,0-0,55,6.0,1.22,0.29,-0.131,-1.53
04-10,LG,42,38,7,13,1,7,4,0,8,12,4,164,2,18,0.342,0.879,1.34,0.326,2.54,9.0,35,8,3,3,1,0,7,1,12-7,114-84,0-0,68,3.0,1.0,0.3,0.174,2.46
04-10,키움,35,34,3,8,1,2,1,0,7,12,7,114,1,7,0.235,0.61,0.95,-0.173,-2.45,9.0,42,13,7,7,4,0,8,1,12-4,164-100,0-0,17,7.0,1.89,0.22,-0.326,-2.55
04-11,두산,35,29,2,4,0,2,4,0,7,11,7,129,0,17,0.138,0.407,2.28,-0.229,-3.46,8.0,32,8,5,5,1,0,3,2,10-8,102-63,2-2,62,5.63,1.13,1.35,-0.271,-0.16
04-11,LG,32,31,5,8,2,5,1,0,3,10,8,102,1,9,0.258,0.797,3.53,0.27,0.16,9.0,35,4,2,2,4,0,7,0,11-7,129-89,0-0,58,2.0,0.89,0.95,0.229,3.46
04-11,롯데,42,37,7,13,0,7,4,1,5,10,8,168,1,19,0.351,0.915,2.87,0.429,1.54,9.0,36,6,5,4,3,0,12,1,6-8,138-91,0-0,55,4.0,1.0,1.74,0.071,0.45
04-11,NC,36,33,5,6,1,5,3,0,12,6,8,138,0,12,0.182,0.553,2.53,-0.071,-0.44,9.0,42,13,7,6,4,1,5,0,10-8,168-106,7-1,30,6.0,1.89,1.12,-0.428,-1.55
04-11,삼성,35,31,3,6,1,2,2,1,8,6,10,128,1,10,0.194,0.58,3.0,-0.333,-2.42,8.0,36,9,5,5,5,0,5,0,7-8,129-75,1-0,41,5.63,1.75,0.55,-0.168,-0.17
04-11,KT,36,28,5,9,0,5,5,0,5,7,8,129,1,19,0.321,0.805,1.65,0.167,0.16,9.0,35,6,3,3,2,1,8,1,6-10,128-84,2-2,64,3.0,0.89,1.09,0.332,2.43
04-11,SSG,45,33,9,12,0,8,9,0,5,7,9,153,1,19,0.364,0.912,1.47,0.443,2.56,9.0,36,7,3,2,4,0,7,1,10-7,146-84,1-0,45,2.0,1.22,0.51,0.058,2.46
04-11,KIA,36,32,3,7,1,3,4,0,7,10,7,146,1,13,0.219,0.681,1.53,-0.06,-2.44,9.0,45,12,9,9,9,0,5,0,7-9,153-97,3-3,25,9.0,2.33,0.43,-0.441,-2.54
04-11,키움,35,32,2,4,0,1,3,0,10,10,7,162,0,14,0.125,0.325,1.53,-0.231,-2.47,8.0,45,17,12,11,3,1,4,2,7-12,168-101,2-0,34,12.38,2.5,0.27,-0.269,-7.15
04-11,한화,45,40,12,17,2,12,3,1,4,7,12,168,0,24,0.425,1.192,1.08,0.269,7.16,9.0,35,4,2,0,3,0,10,0,10-7,162-109,2-0,75,0.0,0.78,0.28,0.231,2.46
04-12,두산,34,31,0,5,0,0,3,0,12,9,4,149,1,13,0.161,0.396,1.62,-0.498,-5.46,8.0,36,7,4,4,7,1,7,0,7-4,174-101,6-2,47,4.5,1.75,0.59,-0.002,0.85
04-12,LG,36,28,4,7,0,4,7,1,7,7,4,174,1,14,0.25,0.703,1.44,0.004,-0.85,9.0,34,5,0,0,3,0,12,0,9-4,149-101,3-0,73,0.0,0.89,1.44,0.498,5.45
04-12,롯데,35,29,2,10,0,2,6,0,2,9,6,148,1,15,0.345,0.802,2.95,-0.226,-2.75,7.0,28,3,0,0,5,0,8,0,6-5,116-74,1-0,70,0.0,1.14,1.69,0.445,4.17
04-12,NC,28,23,0,3,0,0,5,0,8,6,5,116,1,19,0.13,0.416,3.76,-0.445,-4.16,7.1,35,10,2,2,6,0,2,0,9-6,148-87,1-0,45,2.45,2.18,0.8,0.226,2.75
04-12,키움,50,42,6,14,1,6,8,0,8,10,9,185,0,36,0.333,0.94,1.42,0.186,0.56,9.0,38,9,2,2,2,1,7,0,10-7,155-97,1-0,47,2.0,1.22,1.03,0.315,3.46
04-12,한화,38,35,2,9,0,2,2,1,7,10,7,155,1,20,0.257,0.602,2.56,-0.316,-3.44,9.0,50,14,6,5,8,0,8,1,10-9,185-111,3-1,38,5.0,2.44,0.58,-0.184,-0.55
04-13,두산,48,37,9,12,1,8,8,0,8,11,7,185,1,33,0.324,0.894,0.97,0.338,3.55,9.0,42,7,2,2,7,2,9,0,9-5,160-88,3-1,47,2.0,1.56,0.5,0.165,3.46
04-13,LG,42,33,2,7,0,2,7,2,9,9,5,160,0,22,0.212,0.593,1.38,-0.165,-3.46,9.0,48,12,9,9,8,0,8,1,11-7,185-113,2-2,22,9.0,2.22,0.29,-0.336,-3.53
04-13,롯데,44,34,6,8,0,6,8,2,6,14,6,182,1,23,0.235,0.703,1.95,0.043,0.54,8.0,41,7,9,8,8,1,11,3,4-9,196-114,8-2,22,9.0,1.88,0.81,-0.544,-4.15
04-13,NC,41,31,9,7,3,8,8,1,11,4,9,196,0,19,0.226,0.938,1.37,0.543,4.15,9.0,44,8,6,5,8,2,6,0,14-6,182-109,4-1,27,5.0,1.78,1.25,-0.043,-0.54
04-13,삼성,43,36,5,11,0,2,6,0,8,7,8,167,2,22,0.306,0.822,2.39,-0.206,-0.47,8.0,40,12,6,5,5,0,2,0,5-14,162-90,3-0,20,5.63,2.13,0.62,-0.294,-1.15
04-13,KT,40,34,6,12,0,6,5,0,2,5,14,162,1,23,0.353,0.837,1.47,0.294,1.14,9.0,43,11,5,3,6,0,8,0,7-8,167-107,1-0,56,3.0,1.89,1.59,0.206,0.46
04-13,SSG,35,30,5,5,0,5,3,0,7,10,9,131,0,6,0.167,0.502,2.08,-0.142,-0.47,8.0,41,14,11,11,5,0,1,3,9-8,145-87,0-0,38,12.38,2.38,0.46,-0.358,-6.15
04-13,KIA,41,35,11,14,3,10,5,0,1,9,8,145,1,14,0.4,1.161,1.62,0.357,6.16,9.0,35,5,5,5,3,0,7,0,10-9,131-81,3-3,68,5.0,0.89,0.23,0.142,0.45
04-13,키움,34,33,1,6,0,1,1,0,12,6,8,135,0,13,0.182,0.418,1.1,-0.214,-4.46,8.0,44,17,7,7,6,0,4,0,8-9,154-89,6-1,40,7.88,2.88,0.74,-0.287,-2.14
04-13,한화,44,38,7,17,0,7,6,0,4,8,9,154,1,26,0.447,1.049,1.55,0.288,2.14,9.0,34,6,1,0,1,0,12,0,6-8,135-89,2-0,70,0.0,0.78,0.37,0.214,4.47
04-15,삼성,29,26,0,0,0,0,2,1,13,5,7,133,1,2,0.0,0.103,3.29,-0.617,-5.44,8.0,37,11,3,3,4,0,6,0,9-5,136-85,3-0,58,3.38,1.88,0.62,0.118,1.84
04-15,LG,37,32,3,11,0,3,4,0,6,9,5,136,2,24,0.344,0.823,2.14,-0.117,-1.85,9.0,29,0,0,0,2,1,13,0,5-7,133-89,0-0,81,0.0,0.22,1.19,0.617,5.46
04-15,한화,38,32,2,4,0,2,2,2,15,6,7,165,0,25,0.125,0.347,3.03,-0.155,-3.43,9.0,32,2,0,0,4,0,14,0,8-4,133-86,0-0,84,0.0,0.67,1.36,0.654,5.42
04-15,SSG,32,28,0,2,0,0,4,0,14,8,4,133,0,9,0.071,0.259,3.21,-0.654,-5.42,9.0,38,4,2,1,2,2,15,0,6-7,165-108,2-1,65,1.0,0.67,0.96,0.154,3.43
04-15,키움,41,35,6,9,1,5,5,1,8,7,9,164,1,20,0.257,0.795,2.58,0.267,0.55,8.0,42,13,8,8,5,1,5,1,8-8,153-98,3-1,38,9.0,2.25,1.7,-0.766,-3.16
04-15,롯데,42,35,8,13,1,8,5,1,5,8,8,153,0,20,0.371,0.949,2.46,0.766,3.15,9.0,41,9,6,4,5,1,8,1,7-9,164-107,6-1,37,4.0,1.56,1.58,-0.266,-0.55
04-15,KT,34,33,0,6,0,0,1,0,10,12,3,128,0,11,0.182,0.418,5.03,-0.725,-4.42,8.0,34,5,1,1,3,1,13,1,7-4,132-99,1-0,75,1.13,1.0,1.06,0.225,3.83
04-15,KIA,34,30,1,5,1,1,3,1,13,7,4,132,0,26,0.167,0.532,2.93,-0.226,-3.82,9.0,34,6,0,0,1,0,10,0,12-3,128-95,0-0,67,0.0,0.78,1.55,0.726,4.42
04-16,삼성,36,34,2,8,0,2,1,0,7,7,11,142,0,14,0.235,0.515,2.05,-0.045,-3.43,8.0,42,10,12,12,9,0,5,2,10-6,161-90,4-2,22,13.5,2.38,0.4,-0.454,-7.18
04-16,LG,42,31,12,10,2,12,9,0,5,10,6,161,1,18,0.323,1.011,1.25,0.454,7.18,9.0,36,8,2,2,1,0,7,0,7-11,142-95,0-0,53,2.0,1.0,0.18,0.045,3.42
04-16,한화,45,39,10,12,3,10,5,1,8,6,11,155,0,16,0.308,1.092,0.9,0.369,4.56,9.0,39,10,4,4,2,0,14,0,9-4,157-110,4-2,59,4.0,1.33,0.31,0.131,1.42
04-16,SSG,39,37,4,10,0,4,2,0,14,9,4,157,0,14,0.27,0.659,1.7,-0.132,-1.43,9.0,45,12,10,10,5,1,8,3,6-11,155-100,4-0,36,10.0,1.89,0.51,-0.37,-4.57
04-16,키움,37,36,4,8,0,4,1,0,12,6,10,127,0,17,0.222,0.576,2.6,-0.28,-1.45,8.0,41,15,6,6,3,0,5,0,8-7,166-109,2-0,20,6.75,2.25,0.36,-0.221,-1.17
04-16,롯데,41,37,6,15,0,5,3,0,5,8,7,166,0,27,0.405,0.936,1.94,0.221,1.18,9.0,37,8,4,4,1,0,12,0,6-10,127-85,1-0,69,4.0,1.0,1.15,0.279,1.44
04-16,KT,36,32,3,6,1,3,2,1,5,11,10,146,0,11,0.188,0.625,1.41,-0.033,-2.44,9.0,31,1,0,0,3,0,7,0,11-7,117-77,2-0,73,0.0,0.44,1.23,0.532,4.44
04-16,KIA,31,27,0,1,0,0,3,0,7,11,7,117,0,10,0.037,0.17,2.71,-0.531,-4.43,9.0,36,6,3,3,2,1,5,1,11-10,146-92,4-1,57,3.0,0.89,0.58,0.03,2.43
04-17,삼성,45,36,6,10,1,6,6,2,8,5,12,166,0,29,0.278,0.826,1.27,0.256,0.58,9.0,41,9,3,3,4,1,5,1,8-12,153-98,3-0,60,3.0,1.44,1.32,0.241,2.43
04-17,LG,41,34,3,9,1,3,4,1,5,8,12,153,0,24,0.265,0.791,2.92,-0.242,-2.44,9.0,45,10,6,6,6,2,8,1,5-12,166-100,5-0,38,6.0,1.78,0.46,-0.257,-0.57
04-17,한화,36,33,4,8,0,4,1,1,14,9,2,147,1,11,0.242,0.71,2.38,0.114,-1.42,9.0,37,8,2,2,3,0,7,0,13-5,143-87,1-0,48,2.0,1.22,1.73,0.386,3.42
04-17,SSG,37,34,2,8,0,2,3,0,7,13,5,143,0,18,0.235,0.562,2.25,-0.386,-3.44,9.0,36,8,4,4,1,1,14,0,9-2,147-110,2-2,56,4.0,1.0,0.97,-0.114,1.41
04-17,키움,38,36,1,9,0,1,2,0,16,9,2,145,0,17,0.25,0.622,1.2,-0.236,-4.45,8.0,40,11,7,4,4,0,4,0,7-10,170-114,0-0,40,4.5,1.88,0.27,-0.265,-2.17
04-17,롯데,40,35,7,11,0,6,4,0,4,7,10,170,0,20,0.314,0.775,0.78,0.264,2.18,9.0,38,9,1,1,2,0,16,0,9-2,145-102,3-0,72,1.0,1.22,0.23,0.237,4.44
04-17,KT,40,36,4,13,1,4,3,0,6,10,6,135,2,19,0.361,0.882,5.28,0.128,-0.41,8.1,39,13,5,5,3,0,3,1,9-10,140-87,0-0,42,5.4,1.92,3.11,-0.63,2.43
04-17,KIA,39,35,5,13,1,5,3,0,3,9,10,140,2,17,0.371,0.964,4.26,0.63,-2.42,9.0,40,13,4,3,3,0,6,1,10-6,135-92,1-0,39,3.0,1.78,1.43,-0.128,0.42
04-18,KIA,34,29,1,3,1,1,4,0,8,7,11,143,0,14,0.103,0.453,1.73,-0.288,-4.4,8.0,41,11,7,7,7,1,2,0,11-7,165-97,5-1,39,7.88,2.25,0.52,-0.211,-3.2
04-18,두산,41,31,7,11,0,7,7,1,2,11,7,165,2,17,0.355,0.991,1.74,0.212,3.2,9.0,34,3,1,1,4,0,8,1,7-11,143-84,1-0,66,1.0,0.78,0.59,0.288,4.39
04-18,LG,39,33,5,9,1,4,3,2,4,13,7,128,1,15,0.273,0.762,3.53,0.127,-0.42,9.0,34,4,1,1,3,0,9,0,10-4,119-80,0-0,72,1.0,0.78,0.63,0.373,4.42
04-18,SSG,34,31,1,4,0,1,3,0,9,10,4,119,0,11,0.129,0.4,2.82,-0.372,-4.42,9.0,39,9,5,4,3,2,4,1,13-7,128-84,4-3,53,4.0,1.33,0.61,-0.126,0.42
04-18,롯데,39,39,8,13,3,8,0,0,7,9,9,141,1,10,0.333,0.974,0.73,0.274,3.68,9.0,40,10,1,1,2,1,14,1,10-2,147-99,2-0,63,1.0,1.33,0.23,0.227,4.32
04-18,삼성,40,37,1,10,1,1,2,1,14,10,2,147,0,23,0.27,0.73,2.56,-0.227,-4.33,9.0,39,13,8,8,0,0,7,3,9-9,141-100,0-0,26,8.0,1.44,0.25,-0.273,-3.68
