GameID,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p
05-22,KT,35,30,3,6,0,1,5,0,5,11,7,121,5,13,0.200,0.514,2.41,-0.062,-2.28,9.0,42,14,8,7,3,0,6,1,12-6,135-91,0-0,20,7.00,1.89,0.35,-0.436,-1.72
05-22,삼성,34,29,2,3,1,2,4,1,5,12,8,150,1,9,0.103,0.442,3.42,-0.123,-3.33,9.0,33,5,0,0,0,2,7,0,8-11,108-77,2-0,78,0.00,0.56,2.37,0.622,5.32
05-22,키움,33,31,0,5,0,0,0,2,7,8,11,108,1,13,0.161,0.373,2.66,-0.621,-5.30,9.0,34,3,2,2,4,1,5,1,12-8,150-87,2-0,66,2.00,0.78,1.35,0.122,3.32
05-23,NC,34,29,1,3,0,1,4,1,7,9,7,160,0,11,0.103,0.373,4.75,-0.451,-4.33,9.0,38,8,1,1,4,0,10,0,9-6,148-91,3-0,63,1.00,1.33,1.99,0.451,4.32
05-23,두산,38,33,1,8,0,1,4,0,10,9,6,148,0,14,0.242,0.589,3.29,-0.451,-4.33,9.0,34,3,1,1,4,1,7,0,9-7,160-102,3-1,71,1.00,0.78,2.07,0.452,4.32
05-23,LG,35,31,3,5,1,3,3,0,6,12,9,153,1,13,0.161,0.487,3.21,-0.062,-2.33,9.0,34,5,2,2,3,0,15,0,7-4,142-93,0-0,78,2.00,0.89,2.05,0.562,3.31
05-23,SSG,34,31,2,5,0,1,3,0,15,7,4,142,0,12,0.161,0.396,5.14,-0.562,-3.31,9.0,35,5,3,3,3,0,6,1,12-9,153-97,0-0,56,3.00,0.89,0.70,0.061,2.31
05-23,KIA,49,39,7,13,1,7,7,2,12,9,3,203,0,26,0.333,0.971,3.75,0.422,1.67,9.0,38,11,6,6,0,1,12,1,9-3,136-97,2-0,49,6.00,1.22,1.83,0.079,-0.66
05-23,삼성,38,35,6,11,1,6,0,1,12,9,3,136,0,13,0.314,0.753,2.91,-0.079,0.67,9.0,49,13,7,6,7,2,12,1,9-3,203-124,3-2,40,6.00,2.22,1.35,-0.420,-1.67
05-23,KT,43,40,7,14,0,7,3,0,2,10,9,160,0,16,0.350,0.870,1.90,0.486,1.69,9.0,40,12,5,5,2,0,5,1,10-8,143-89,0-0,42,5.00,1.56,1.25,0.014,0.31
05-23,키움,40,35,5,12,1,5,2,0,5,10,8,143,1,22,0.343,0.788,2.67,-0.017,-0.32,9.0,43,14,7,7,3,0,2,0,10-9,160-104,2-2,31,7.00,1.89,0.76,-0.485,-1.69
05-23,롯데,34,33,2,6,1,2,1,0,13,5,6,122,0,10,0.182,0.479,4.79,-0.367,-3.31,8.0,33,7,4,3,2,1,3,0,9-7,108-72,2-1,46,3.38,1.13,0.63,-0.135,1.72
05-23,한화,33,30,4,7,0,4,2,1,3,9,7,108,1,12,0.233,0.603,5.11,0.134,-1.71,9.0,34,6,2,2,1,0,13,1,5-6,122-93,1-1,77,2.00,0.78,1.62,0.366,3.31
05-24,NC,35,31,5,7,2,4,3,0,7,7,7,150,0,10,0.226,0.713,2.51,0.195,-0.32,9.0,36,6,1,1,5,1,9,0,5-10,143-83,0-0,60,1.00,1.22,0.86,0.304,3.31
05-24,두산,36,30,1,6,0,1,5,1,9,5,10,143,2,14,0.200,0.566,2.24,-0.305,-3.32,9.0,35,7,5,4,3,0,7,2,7-7,150-93,2-1,47,4.00,1.11,0.43,-0.196,0.31
05-24,LG,39,33,4,8,1,4,4,0,7,13,5,170,0,18,0.242,0.657,3.47,-0.034,-0.31,8.1,40,10,5,5,3,1,7,2,10-7,154-100,3-0,43,5.40,1.56,1.56,-0.467,1.31
05-24,SSG,40,36,5,10,2,5,3,1,7,10,7,154,0,15,0.278,0.850,1.75,0.466,-1.29,9.0,39,8,4,3,4,0,7,1,13-5,170-103,3-0,48,3.00,1.33,1.61,0.033,0.31
05-24,KIA,38,37,4,9,2,4,1,0,8,8,11,148,0,12,0.243,0.668,1.97,0.012,-1.31,8.0,39,9,8,7,8,0,5,0,6-10,171-101,5-3,41,7.88,2.13,1.76,-0.513,-3.28
05-24,삼성,39,31,8,9,0,7,8,0,5,6,10,171,1,19,0.290,0.791,5.34,0.515,3.30,9.0,38,9,4,4,1,0,8,2,8-11,148-95,0-0,37,4.00,1.11,0.96,-0.014,1.31
05-24,KT,44,38,10,13,2,10,5,0,2,11,11,182,1,19,0.342,1.024,0.74,0.446,5.68,9.0,40,13,4,4,3,0,8,1,5-8,164-107,2-0,46,4.00,1.78,0.36,0.055,0.31
05-24,키움,40,36,4,13,1,3,3,0,8,5,8,164,1,19,0.361,0.872,2.27,-0.053,-0.29,9.0,44,13,10,10,5,0,2,2,11-11,182-111,2-1,11,10.00,2.00,0.27,-0.445,-5.69
05-24,롯데,47,41,8,13,0,7,3,2,9,13,5,188,2,21,0.317,0.732,2.91,0.467,3.10,10.0,43,12,6,4,2,1,13,2,7-8,167-106,3-0,36,3.60,1.40,1.27,0.032,-0.10
05-24,한화,43,40,6,12,2,5,2,1,13,7,8,167,1,14,0.300,0.874,2.37,-0.032,0.11,10.0,47,13,8,7,3,2,9,0,13-5,188-123,5-3,44,6.30,1.60,1.72,-0.469,-3.10
05-25,NC,38,33,3,7,0,3,2,2,8,10,8,129,0,21,0.212,0.570,3.36,-0.308,-2.29,8.0,39,9,5,3,9,0,3,0,9-8,148-83,6-3,39,3.38,2.25,1.31,-0.190,-0.29
05-25,두산,39,28,5,9,0,4,9,0,3,9,8,148,3,23,0.321,0.783,3.41,0.190,0.29,9.0,38,7,3,3,2,2,8,0,10-8,129-85,1-0,54,3.00,1.00,1.47,0.308,2.31
05-25,LG,46,39,9,12,3,6,5,2,8,12,6,181,1,22,0.308,1.028,1.93,0.195,3.70,9.0,37,7,3,1,3,0,13,2,7-6,158-101,1-0,72,1.00,1.11,0.29,0.304,0.31
05-25,SSG,37,34,3,7,2,3,3,0,13,7,6,158,1,14,0.206,0.682,1.69,-0.305,-0.31,9.0,46,12,9,7,5,2,8,3,12-6,181-106,3-3,51,7.00,1.89,0.58,-0.196,-3.71
05-25,KIA,35,35,2,7,2,2,0,0,10,7,10,141,0,16,0.200,0.600,5.21,-0.401,-2.31,8.0,31,4,3,3,3,0,8,2,7-9,126-80,1-0,57,3.38,0.88,1.46,-0.098,3.31
05-25,삼성,31,28,3,4,2,3,3,0,8,7,9,126,0,8,0.143,0.583,2.49,0.098,-3.31,9.0,35,7,2,2,0,0,10,2,7-10,141-97,0-0,65,2.00,0.78,1.76,0.402,2.31
05-25,KT,33,28,2,5,0,1,5,0,4,7,8,132,2,7,0.179,0.517,2.80,-0.133,-3.30,9.0,36,8,0,0,1,0,6,0,12-9,133-94,0-0,70,0.00,1.00,1.37,0.634,5.31
05-25,키움,36,35,0,8,0,0,1,0,6,12,9,133,1,13,0.229,0.507,1.95,-0.634,-5.30,9.0,33,5,2,2,5,0,4,0,7-8,132-81,3-1,53,2.00,1.11,0.98,0.133,3.30
05-25,롯데,46,39,7,10,1,7,5,1,10,8,8,181,1,21,0.256,0.766,2.30,0.052,2.11,9.2,48,12,8,8,6,1,8,2,9-9,186-112,4-2,25,7.45,1.86,1.93,-0.551,-1.10
05-25,한화,48,40,8,12,2,7,6,1,8,9,9,186,0,18,0.300,0.879,2.89,0.553,1.11,10.0,46,10,7,7,5,1,10,1,8-8,181-113,1-0,28,6.30,1.50,2.00,-0.052,-2.11
05-27,한화,33,31,1,5,0,1,2,0,9,9,6,114,1,8,0.161,0.438,2.11,-0.604,-4.28,8.0,34,5,2,2,5,1,4,0,9-8,147-81,5-0,50,2.25,1.25,1.00,0.105,2.69
05-27,LG,34,28,2,5,0,2,5,1,4,9,8,147,0,11,0.179,0.538,2.29,-0.102,-2.70,9.0,33,5,1,1,2,0,9,0,9-6,114-75,0-0,68,1.00,0.78,1.64,0.604,4.29
05-27,NC,41,39,1,7,0,1,2,0,11,10,9,148,0,12,0.179,0.425,2.76,-0.734,-5.50,11.0,40,5,1,1,1,1,9,0,8-13,162-106,1-0,66,0.82,0.55,1.86,0.733,5.49
05-27,SSG,40,37,1,5,0,1,1,1,9,8,13,162,0,12,0.135,0.337,4.12,-0.731,-5.50,11.0,41,7,1,1,2,0,11,0,10-9,148-95,1-0,75,0.82,0.82,1.99,0.733,5.49
05-27,롯데,37,36,3,12,0,2,1,0,6,12,6,158,3,12,0.333,0.740,1.73,-0.252,-2.30,8.0,38,9,7,7,1,2,14,1,9-2,150-105,2-0,46,7.88,1.25,0.32,-0.248,-2.30
05-27,삼성,38,34,7,9,1,4,1,2,14,9,2,150,0,16,0.265,0.706,0.97,0.247,2.30,9.0,37,12,3,3,1,0,6,0,12-6,158-110,1-1,55,3.00,1.44,0.49,0.252,2.29
05-27,두산,32,30,1,3,0,1,0,2,10,13,3,109,0,4,0.100,0.289,3.86,-0.589,-4.29,8.0,34,8,2,2,2,0,4,0,5-12,117-80,0-0,48,2.25,1.25,0.67,0.090,2.72
05-27,KT,34,31,2,8,0,2,2,0,4,5,12,117,0,18,0.258,0.626,6.21,-0.088,-2.71,9.0,32,3,1,1,0,2,10,0,13-3,109-81,2-0,78,1.00,0.33,1.80,0.590,4.31
05-27,키움,39,37,5,13,0,5,1,0,9,11,5,167,2,14,0.351,0.791,2.43,-0.012,-0.29,8.0,38,14,7,7,2,0,8,2,8-5,153-89,1-1,43,7.88,2.00,0.73,-0.489,-2.30
05-27,KIA,38,36,7,14,2,7,2,0,8,8,5,153,1,13,0.389,1.004,2.32,0.487,2.29,9.0,39,13,5,5,1,0,9,0,11-5,167-105,1-0,58,5.00,1.56,1.20,0.011,0.28
05-28,한화,42,38,6,8,2,6,3,0,7,9,12,151,1,9,0.211,0.663,3.47,0.159,-0.47,10.1,41,10,5,5,0,1,10,3,12-7,150-106,0-0,57,4.35,0.97,1.87,0.230,1.16
05-28,LG,41,40,5,10,3,5,0,1,10,12,7,150,2,11,0.250,0.768,2.20,-0.229,-1.15,11.0,42,8,6,6,3,0,7,2,9-12,151-94,1-0,37,4.91,1.00,1.22,-0.158,0.47
05-28,NC,37,32,5,8,0,5,3,2,6,11,6,145,3,10,0.250,0.632,2.07,-0.050,1.71,8.0,46,13,13,10,9,0,8,4,5-9,185-110,5-1,25,11.25,2.75,0.49,-0.450,-8.32
05-28,SSG,46,37,13,13,4,10,9,0,8,5,9,185,1,27,0.351,1.235,1.04,0.450,8.28,9.0,37,8,5,5,3,2,6,0,11-6,145-94,0-0,42,5.00,1.22,0.49,0.050,-1.71
05-28,두산,48,39,12,13,3,9,8,1,12,7,5,199,1,16,0.333,1.048,0.59,0.414,6.73,9.0,38,7,3,0,3,0,7,0,13-7,157-104,2-2,59,0.00,1.11,0.33,0.085,1.29
05-28,KT,38,35,3,7,0,3,3,0,7,13,7,157,0,12,0.200,0.520,1.09,-0.086,-1.31,9.0,48,13,12,11,8,1,12,3,7-5,199-113,3-2,38,11.00,2.33,0.19,-0.414,-6.72
05-28,키움,38,35,6,11,0,6,3,0,7,11,5,130,1,17,0.314,0.739,2.07,0.281,3.30,7.2,43,16,10,9,1,2,5,2,6-9,166-100,3-2,34,10.57,2.22,0.93,-0.770,-5.97
05-28,KIA,43,37,10,16,2,8,1,2,5,6,9,166,0,18,0.432,1.182,2.41,0.771,5.98,8.0,38,11,6,6,3,0,7,0,11-5,130-89,3-0,22,6.75,1.75,0.84,-0.281,-3.31
