GameID,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p
03-23,롯데,35,31,2,6,0,2,4,0,7,10,7,146,2,13,0.194,0.512,1.64,-0.288,-4.17,8.0,38,13,10,10,2,0,10,5,4-9,162-97,1-1,41,11.25,1.88,0.18,-0.212,-4.53
03-23,LG,38,36,10,13,5,10,2,0,10,4,9,162,0,8,0.361,1.228,0.82,0.211,4.54,9.0,35,6,2,2,4,0,7,0,10-7,146-95,3-1,78,2.00,1.11,0.79,0.287,4.15
03-23,두산,38,36,2,9,0,2,2,0,12,6,9,142,0,16,0.250,0.622,2.43,-0.307,-3.49,8.0,35,10,5,5,3,0,8,0,7-6,120-81,5-2,45,5.63,1.63,0.65,-0.191,-0.12
03-23,SSG,35,31,5,10,0,5,3,0,8,7,6,120,1,13,0.323,0.694,1.79,0.192,0.11,9.0,38,9,2,2,2,0,12,0,6-9,142-97,1-0,53,2.00,1.22,1.05,0.309,3.49
03-23,키움,43,38,7,11,1,7,2,3,12,8,7,174,1,23,0.289,0.793,1.70,-0.060,2.50,8.0,44,15,11,8,4,0,8,4,6-11,166-106,0-0,28,9.00,2.38,0.37,-0.438,-6.12
03-23,삼성,44,39,11,15,4,10,4,0,8,6,11,166,0,21,0.385,1.150,0.69,0.438,6.11,9.0,43,11,7,7,2,3,12,1,8-7,174-111,4-3,50,7.00,1.44,0.86,0.062,-2.50
03-23,한화,43,38,4,8,2,4,4,0,7,14,9,147,2,11,0.211,0.733,3.36,-0.283,-3.52,10.1,44,7,5,4,4,1,5,0,19-5,149-91,1-1,50,3.48,1.06,1.76,-0.217,1.51
03-23,KT,44,38,5,7,0,5,4,1,5,19,5,149,0,13,0.184,0.536,3.33,0.217,-1.52,11.0,43,8,4,4,4,0,7,2,14-9,147-100,1-0,54,3.27,1.09,2.10,0.282,3.53
03-23,NC,38,32,5,10,1,5,4,1,7,5,10,144,1,15,0.313,0.905,1.50,0.195,-1.17,9.0,37,6,4,3,3,0,9,2,12-6,144-92,3-0,52,3.00,1.00,1.61,0.307,1.15
03-23,KIA,37,34,4,6,2,4,3,0,9,12,6,144,0,11,0.176,0.684,2.92,-0.305,-1.16,9.0,38,10,5,5,4,1,7,1,5-10,144-87,1-0,41,5.00,1.56,0.63,-0.194,1.15
03-25,한화,30,29,0,2,0,0,1,0,9,8,7,111,0,6,0.069,0.169,2.56,-0.569,-5.50,8.0,35,6,5,4,3,2,7,0,10-5,149-92,5-3,71,4.50,1.13,0.83,0.070,-0.12
03-25,LG,35,29,5,6,0,4,3,2,7,10,5,149,0,19,0.207,0.600,3.55,-0.069,0.13,9.0,30,2,0,0,1,0,9,0,8-7,111-73,0-0,82,0.00,0.33,0.91,0.570,5.49
03-25,롯데,45,38,3,10,0,3,5,0,6,12,6,167,2,21,0.263,0.665,2.88,-0.048,-3.65,11.0,41,4,2,2,5,0,6,2,13-12,155-99,1-0,67,1.64,0.82,2.84,0.547,4.64
03-25,SSG,41,35,2,4,2,2,5,0,6,13,12,155,0,14,0.114,0.511,2.81,-0.549,-4.65,11.0,45,10,3,2,5,0,6,0,12-6,167-109,4-0,60,1.64,1.36,1.57,0.049,3.64
03-25,두산,38,36,3,12,0,3,1,1,10,7,6,152,1,18,0.333,0.729,1.62,0.008,-2.44,8.0,39,12,8,8,4,1,4,2,11-6,179-106,2-1,37,9.00,2.00,0.55,-0.511,-3.16
03-25,KT,39,34,8,12,2,8,4,1,4,11,6,179,0,12,0.353,1.083,1.19,0.510,3.16,9.0,38,12,3,3,1,1,10,0,7-6,152-102,2-0,40,3.00,1.44,0.53,-0.010,2.47
03-25,NC,42,35,5,10,0,5,4,1,11,4,12,154,0,24,0.286,0.671,1.65,0.013,-0.51,8.0,44,12,14,9,8,1,9,4,6-6,178-103,0-0,23,10.13,2.50,0.47,-0.513,-9.10
03-25,삼성,44,33,14,12,4,13,8,1,9,6,6,178,2,18,0.364,1.306,1.28,0.512,9.11,9.0,42,10,5,5,4,1,11,0,4-12,154-97,0-0,40,5.00,1.56,0.45,-0.013,0.49
03-25,키움,40,36,6,10,1,6,2,1,9,10,7,144,0,13,0.278,0.714,2.27,0.055,0.51,8.0,45,17,11,10,3,0,5,5,10-8,148-92,0-0,20,11.25,2.50,0.33,-0.556,-7.12
03-25,KIA,45,40,11,17,5,11,3,0,5,10,8,148,0,25,0.425,1.280,1.07,0.555,7.12,9.0,40,10,6,5,2,1,9,1,10-7,144-91,2-1,54,5.00,1.33,0.55,-0.056,-0.51
03-26,한화,30,28,0,2,0,0,2,0,5,8,11,100,1,3,0.071,0.240,1.17,-0.407,-4.46,8.0,41,10,4,4,8,1,9,1,6-7,171-100,1-0,47,4.50,2.25,0.47,-0.093,0.87
03-26,LG,41,31,4,10,1,4,8,1,9,6,7,171,1,23,0.323,0.915,5.98,0.094,-0.85,9.0,30,2,0,0,2,0,5,0,8-11,100-70,0-0,86,0.00,0.44,0.64,0.407,4.46
03-26,롯데,32,31,1,7,0,1,1,0,6,14,4,114,3,10,0.226,0.476,2.65,-0.534,-4.13,8.0,34,7,3,3,5,0,9,1,6-4,120-78,5-0,59,3.38,1.50,0.79,0.033,2.46
03-26,SSG,34,27,3,7,1,3,5,0,9,6,4,120,0,16,0.259,0.819,2.43,-0.034,-2.47,9.0,32,7,1,1,1,0,6,0,14-4,114-77,1-0,62,1.00,0.89,1.65,0.533,4.14
03-26,두산,37,37,3,10,0,3,0,0,7,9,10,106,0,14,0.270,0.594,2.47,-0.046,-2.45,9.0,37,9,2,2,3,0,5,0,11-8,150-97,3-0,47,2.00,1.33,2.44,0.547,3.47
03-26,KT,37,34,2,9,0,2,3,0,5,11,8,150,1,18,0.265,0.677,7.02,-0.547,-3.46,9.0,37,10,3,3,0,0,7,0,9-10,106-79,0-0,46,3.00,1.11,0.92,0.047,2.46
03-26,NC,46,37,8,15,1,7,5,2,3,7,9,157,2,15,0.405,1.138,1.28,0.343,2.52,9.0,37,6,6,6,1,2,9,1,8-10,148-94,2-1,59,6.00,0.78,0.78,0.156,-0.52
03-26,삼성,37,34,6,6,1,6,1,2,9,8,10,148,0,11,0.176,0.567,1.70,-0.156,0.53,9.0,46,15,8,8,5,2,3,1,7-9,157-92,4-2,25,8.00,2.22,0.40,-0.344,-2.52
03-26,키움,55,47,17,21,1,15,7,1,6,6,14,180,1,24,0.447,1.144,1.26,0.706,10.55,9.0,53,13,10,8,12,0,7,0,10-10,217-119,2-0,28,8.00,2.78,0.33,-0.204,-4.52
03-26,KIA,53,41,10,13,0,10,12,0,7,10,10,217,0,31,0.317,0.960,1.63,0.205,4.54,9.0,55,21,17,13,7,1,6,1,6-14,180-107,3-2,27,13.00,3.11,0.47,-0.705,-10.54
03-27,한화,31,27,1,2,0,1,3,0,5,10,10,122,1,7,0.074,0.278,3.40,-0.622,-4.55,8.0,34,5,2,2,4,0,7,0,11-6,131-80,4-0,71,2.25,1.13,1.37,0.123,2.93
03-27,LG,34,30,2,5,0,2,4,0,7,11,6,131,0,13,0.167,0.465,4.78,-0.123,-2.95,9.0,31,2,1,1,3,0,5,0,10-10,122-80,0-0,79,1.00,0.56,1.57,0.624,4.56
03-27,롯데,36,26,2,2,0,2,6,3,10,7,7,146,2,17,0.077,0.383,2.04,-0.268,-3.55,8.0,37,11,5,5,3,0,10,0,5-6,147-96,7-0,51,5.63,1.75,1.31,-0.231,-0.06
03-27,SSG,37,34,5,11,0,5,3,0,10,5,6,147,1,19,0.324,0.731,4.07,0.232,0.07,9.0,36,2,2,2,6,3,10,0,7-7,146-80,1-0,50,2.00,0.89,1.14,0.269,3.55
03-27,두산,40,34,3,8,1,3,3,3,9,10,7,167,1,18,0.235,0.732,2.77,-0.323,-2.46,8.0,35,7,4,4,2,2,10,1,7-7,145-94,2-0,45,4.50,1.13,0.31,-0.177,0.87
03-27,KT,35,31,4,7,1,4,2,2,10,7,7,145,0,14,0.226,0.637,0.98,0.178,-0.88,9.0,40,8,3,1,3,3,9,1,10-7,167-104,2-2,63,1.00,1.22,0.82,0.322,2.48
03-27,NC,49,40,11,17,1,11,6,0,7,6,9,185,2,27,0.425,1.079,2.23,0.559,6.53,9.0,39,5,5,5,7,0,4,1,10-11,161-95,1-0,38,5.00,1.33,1.52,-0.059,0.47
03-27,삼성,39,30,5,5,1,2,7,0,4,10,11,161,0,16,0.167,0.683,1.84,0.059,-0.48,9.0,49,17,11,9,6,0,7,1,6-9,185-115,6-1,36,9.00,2.56,1.28,-0.559,-6.53
03-27,키움,44,34,5,9,0,4,7,0,6,10,9,160,0,29,0.265,0.705,4.57,0.520,-0.46,9.0,39,6,3,3,7,1,5,1,9-10,150-83,0-0,54,3.00,1.44,1.34,-0.020,3.47
03-27,KIA,39,31,3,6,1,3,7,1,5,9,10,150,1,14,0.194,0.682,2.12,0.020,-3.45,9.0,44,9,5,3,7,0,6,0,10-9,160-92,4-0,59,3.00,1.78,2.17,-0.522,0.45
03-28,삼성,32,30,0,6,0,0,2,0,6,8,8,117,1,7,0.200,0.483,13.00,-0.555,-5.45,8.0,28,4,2,2,1,0,11,0,4-7,99-74,0-0,76,2.25,0.63,0.63,0.053,2.86
03-28,두산,28,27,2,4,0,2,1,0,11,4,7,99,1,4,0.148,0.401,2.00,-0.054,-2.86,9.0,32,6,0,0,2,0,6,0,8-8,117-69,2-0,73,0.00,0.89,1.25,0.554,5.47
03-28,SSG,35,34,3,7,1,3,1,0,10,7,8,135,0,11,0.206,0.553,2.54,-0.178,-2.48,8.0,40,11,9,7,4,0,10,1,10-5,154-99,0-0,42,7.88,1.88,0.43,-0.322,-5.15
03-28,키움,40,35,9,11,1,7,4,0,10,10,5,154,0,17,0.314,0.946,1.53,0.321,5.13,9.0,35,7,3,3,1,0,10,1,7-8,135-97,0-0,69,3.00,0.89,0.24,0.179,2.47
03-28,KIA,37,33,2,8,1,2,3,0,11,8,7,141,1,16,0.242,0.661,2.01,-0.145,-3.47,8.0,37,7,7,5,6,1,7,1,13-2,172-102,5-4,69,5.63,1.63,1.79,-0.353,-3.14
03-28,한화,37,30,7,7,1,6,6,1,7,13,2,172,1,12,0.233,0.811,4.48,0.354,3.14,9.0,37,8,2,2,3,0,11,1,8-7,141-92,2-0,62,2.00,1.22,0.54,0.145,3.47
03-28,KT,37,34,2,7,0,2,3,0,8,9,10,141,0,17,0.206,0.564,2.42,-0.217,-3.37,9.0,34,4,0,0,1,0,9,0,12-7,130-91,1-0,81,0.00,0.56,2.44,0.716,5.38
03-28,롯데,34,32,0,4,0,0,1,0,9,12,7,130,0,13,0.125,0.277,3.15,-0.715,-5.37,9.0,37,7,2,2,3,0,8,0,9-10,141-84,3-0,66,2.00,1.11,0.73,0.216,3.38
03-28,LG,47,36,8,11,1,6,8,1,8,10,6,181,1,29,0.306,0.888,4.48,0.539,1.46,9.0,39,9,4,4,4,1,10,0,6-7,157-104,2-0,56,4.00,1.44,2.58,-0.040,1.53
03-28,NC,39,34,4,9,0,4,4,1,10,6,7,157,1,19,0.265,0.653,4.49,0.041,-1.52,9.0,47,11,8,6,8,1,8,1,10-6,181-110,4-2,55,6.00,2.11,1.95,-0.539,-1.48
03-29,삼성,47,41,13,15,0,9,5,0,9,10,7,189,0,17,0.366,0.874,2.34,0.468,7.58,9.0,32,3,2,2,2,0,8,0,9-7,126-86,1-0,56,2.00,0.56,0.39,0.033,3.44
03-29,두산,32,29,2,3,0,2,2,0,8,9,7,126,1,8,0.103,0.294,0.86,-0.033,-3.45,9.0,47,15,13,9,5,0,9,0,10-7,189-120,8-5,51,9.00,2.22,0.87,-0.467,-7.57
03-29,SSG,34,33,1,7,0,1,1,0,8,8,8,114,1,15,0.212,0.538,3.31,-0.524,-3.47,8.0,36,9,3,3,3,1,7,2,8-6,156-97,0-0,51,3.38,1.50,0.90,0.025,1.86
03-29,키움,36,32,3,9,2,3,3,1,7,8,6,156,1,18,0.281,0.830,3.47,-0.026,-1.86,9.0,34,7,1,1,1,0,8,0,8-8,114-79,0-0,69,1.00,0.89,1.44,0.525,3.47
03-29,KIA,38,30,4,6,2,4,7,0,9,11,5,161,2,17,0.200,0.775,3.62,-0.178,-1.45,8.0,37,9,5,2,3,1,7,0,7-8,145-89,3-2,55,2.25,1.50,2.07,-0.323,-0.15
03-29,한화,37,32,5,9,0,5,3,1,7,7,8,145,1,18,0.281,0.705,7.36,0.323,0.15,9.0,38,6,4,4,7,0,9,2,11-5,161-94,0-0,43,4.00,1.44,1.52,0.177,1.46
03-29,KT,37,32,1,6,0,1,5,0,9,10,6,143,2,14,0.188,0.485,5.42,-0.450,-4.52,8.0,33,8,3,3,1,0,5,1,11-6,101-71,0-0,54,3.38,1.13,0.64,-0.051,1.90
03-29,롯데,33,30,3,8,1,3,1,0,5,11,6,101,0,16,0.267,0.757,1.87,0.051,-1.90,9.0,37,6,1,1,5,0,9,0,10-6,143-84,0-0,61,1.00,1.22,1.30,0.449,4.51
03-29,LG,49,39,14,12,2,12,8,0,5,11,12,184,0,25,0.308,0.904,1.31,0.425,9.54,9.0,36,8,4,4,1,0,9,3,9-7,133-96,0-0,49,4.00,1.00,0.22,0.074,0.47
03-29,NC,36,35,4,8,3,4,1,0,9,9,7,133,1,17,0.229,0.736,1.73,-0.073,-0.46,9.0,49,12,14,9,8,0,5,2,11-12,184-121,0-0,22,9.00,2.22,0.22,-0.426,-9.54
03-30,삼성,33,30,3,5,0,3,3,0,3,12,10,133,1,7,0.167,0.475,1.85,-0.128,-1.44,9.0,33,4,2,2,2,0,8,1,7-11,119-77,0-0,58,2.00,0.67,2.49,0.627,3.47
03-30,두산,33,30,2,4,1,2,2,0,8,7,11,119,0,11,0.133,0.415,8.74,-0.627,-3.44,9.0,33,5,3,2,3,0,3,0,12-10,133-79,0-0,59,2.00,0.89,0.79,0.128,1.46
03-30,SSG,41,30,8,6,1,8,6,2,4,8,10,158,1,18,0.200,0.659,1.36,0.143,2.56,9.0,38,7,2,2,4,1,5,1,6-12,152-93,4-0,61,2.00,1.22,1.25,0.357,3.45
03-30,키움,38,32,2,7,1,2,4,1,5,6,12,152,1,18,0.219,0.637,2.05,-0.357,-3.44,9.0,41,6,8,7,6,2,4,1,8-10,158-87,6-5,59,7.00,1.33,0.79,-0.144,-2.54
03-30,KIA,37,35,5,11,1,5,1,0,7,11,5,117,2,14,0.314,0.790,2.69,0.261,-0.50,9.0,38,6,3,3,4,2,8,0,9-9,163-101,2-0,54,3.00,1.11,1.72,0.239,1.52
03-30,한화,38,32,3,6,0,3,4,2,8,9,9,163,1,17,0.188,0.597,3.01,-0.240,-1.53,9.0,37,11,5,5,1,0,7,1,11-5,117-77,1-1,55,5.00,1.33,0.98,-0.262,0.51
03-30,KT,49,37,4,7,0,4,7,0,10,12,9,201,0,29,0.189,0.520,4.18,0.186,-1.66,11.0,45,10,4,4,5,0,9,1,13-5,177-115,0-0,54,3.27,1.36,2.59,-0.185,2.63
03-30,롯데,45,37,4,10,1,4,5,0,9,13,5,177,1,21,0.270,0.754,4.98,0.183,-2.65,11.0,49,7,4,2,7,0,10,0,12-9,201-125,6-3,60,1.64,1.27,1.81,-0.184,1.64
