GameDate,Team,OPS,BB,HBP,SO,ERA,BB_p,K,IR,IS,TBF,Recent_5_Win,Recent_5_Loss,home_away,Result
2021-04-30,6,1.017,7,2,10,7.0,4,9,5,3,44,0,0,0,1
2021-04-30,4,0.883,4,2,9,11.0,7,10,6,3,51,0,0,1,0
2021-05-01,5,0.819,7,2,15,1.5,3,9,1,0,45,0,1,0,1
2021-05-01,1,0.439,3,1,9,1.5,7,15,1,0,55,1,0,1,0
2021-05-01,0,0.48,4,0,7,3.38,4,12,2,1,37,0,1,0,0
2021-05-01,7,0.583,4,0,12,0.0,4,7,0,0,34,1,0,1,1
2021-05-01,8,0.687,6,0,7,9.0,4,7,0,0,35,0,1,0,0
2021-05-01,2,1.0,4,1,7,2.0,6,7,3,0,42,1,0,1,1
2021-05-01,6,0.945,8,0,7,3.0,2,5,0,0,32,1,0,0,1
2021-05-01,4,0.495,2,0,5,10.0,8,7,7,5,49,0,1,1,0
2021-05-01,3,0.936,12,0,11,8.0,5,3,0,0,45,1,0,0,1
2021-05-01,9,1.048,5,0,3,8.0,12,11,2,2,52,0,1,1,0
2021-05-02,5,0.766,3,0,3,9.0,6,6,2,2,35,1,1,0,0
2021-05-02,1,1.05,6,0,6,2.0,3,3,3,0,46,1,1,1,1
2021-05-02,0,0.658,3,1,6,10.13,6,3,2,2,43,0,2,0,0
2021-05-02,7,0.976,6,1,3,2.0,3,6,3,0,40,2,0,1,1
2021-05-02,8,0.733,2,0,5,6.75,2,6,5,5,35,0,2,0,0
2021-05-02,2,0.661,2,1,6,4.0,2,5,1,0,38,2,0,1,1
2021-05-02,6,0.709,5,0,13,4.0,5,11,0,0,37,2,0,0,1
2021-05-02,4,0.703,5,0,11,5.0,5,13,2,2,40,0,2,1,0
2021-05-02,3,0.535,6,0,7,4.5,3,5,0,0,37,2,0,0,0
2021-05-02,9,0.998,3,0,5,0.0,6,7,0,0,38,0,2,1,1
2021-05-05,8,0.972,4,0,4,4.0,6,8,1,0,41,1,2,0,1
2021-05-05,1,0.69,6,0,8,7.0,4,4,1,0,44,2,1,1,0
2021-05-05,7,0.317,1,0,15,15.75,4,7,0,0,46,3,0,0,0
2021-05-05,3,1.283,4,0,7,0.0,1,15,0,0,32,0,3,1,1
2021-05-05,2,0.676,4,0,9,1.0,5,13,6,1,36,2,1,0,1
2021-05-05,6,0.437,5,0,13,4.0,4,9,5,2,39,1,2,1,0
2021-05-05,5,1.18,9,1,9,12.0,6,11,0,0,48,1,2,0,1
2021-05-05,9,1.126,6,1,11,11.0,9,9,2,2,51,2,1,1,0
2021-05-05,0,0.855,2,0,5,5.0,2,8,6,2,40,2,1,0,1
2021-05-05,4,0.771,2,0,8,8.0,2,5,2,2,42,1,2,1,0
2021-05-06,8,0.857,9,1,7,2.0,3,9,0,0,36,2,2,0,1
2021-05-06,1,0.65,3,1,9,7.0,9,7,1,0,44,2,2,1,0
2021-05-06,7,0.61,4,0,5,4.5,3,4,1,1,37,3,1,0,0
2021-05-06,3,0.674,3,2,4,4.0,4,5,1,0,39,1,3,1,1
2021-05-06,2,0.83,6,0,4,5.59,5,9,0,0,44,3,1,0,0
2021-05-06,6,0.691,5,0,9,4.5,6,4,6,1,45,1,3,1,1
2021-05-06,0,0.966,6,2,7,15.75,7,7,3,3,48,3,1,0,0
2021-05-06,4,1.104,7,0,7,8.0,6,7,3,1,46,1,3,1,1
