GameDate,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p,NP_total,NP_strike,IR,IS,home_away,Recent_5_Win,Recent_5_Loss,Result
2021-08-31,8,43,39,9,14,0,8,2,1,4,10,9,167,0,13,0.359,0.882,0.44,0.426,4.02,9.0,43,9,4,2,6,1,7,0,55,2.0,1.67,0.37,0.075,0.98,160,100,5,1,0,3,2,1
2021-08-31,4,43,35,4,9,0,3,6,1,7,12,9,160,1,27,0.257,0.686,0.66,-0.073,-0.98,9.0,43,14,9,9,2,1,4,0,21,9.0,1.78,0.23,-0.425,-4.04,167,106,1,1,1,2,3,0
2021-09-01,0,38,31,3,6,1,3,6,0,4,10,6,144,1,12,0.194,0.647,7.72,0.236,-1.97,9.0,32,2,2,2,2,2,10,0,73,2.0,0.44,2.21,0.265,2.97,125,75,0,0,0,3,2,1
2021-09-01,1,32,28,2,2,0,2,2,2,10,12,9,125,1,6,0.071,0.259,2.56,-0.263,-2.97,9.0,38,6,3,3,6,0,4,1,60,3.0,1.33,2.3,-0.235,1.98,144,81,2,1,1,2,3,0
2021-09-01,9,38,32,4,6,0,4,3,2,11,6,7,135,0,18,0.188,0.57,1.11,0.044,-1.0,8.0,44,13,9,9,7,1,9,3,36,10.13,2.5,1.94,-0.543,-2.58,196,117,7,3,0,4,1,0
2021-09-01,5,44,35,9,13,3,9,7,1,9,11,5,196,1,25,0.371,1.174,4.28,0.544,2.56,9.0,38,6,4,4,3,2,11,0,32,4.0,1.0,0.81,-0.043,0.97,135,92,2,0,1,1,4,1
2021-09-01,7,44,34,8,10,0,7,7,2,7,6,9,179,1,20,0.294,0.726,1.98,0.463,3.01,9.0,36,7,3,3,2,1,8,0,42,3.0,1.0,0.79,0.039,1.96,142,101,0,0,0,4,1,1
2021-09-01,6,36,32,3,7,0,3,2,1,8,6,12,142,0,10,0.219,0.591,1.37,-0.038,-1.99,9.0,44,10,8,8,7,2,7,0,37,8.0,1.89,0.85,-0.464,-3.02,179,103,6,3,1,1,4,0
2021-09-01,3,28,24,1,4,0,1,4,0,7,10,9,134,1,14,0.167,0.453,3.13,-0.169,-1.87,6.2,37,9,7,7,6,0,2,1,29,9.45,2.25,0.35,-0.331,-3.12,149,86,3,0,0,2,3,0
2021-09-01,2,37,28,7,9,1,7,6,0,2,5,8,149,0,26,0.321,0.917,1.95,0.33,3.14,7.0,28,4,1,1,4,0,7,0,60,1.29,1.14,0.68,0.169,1.88,134,82,2,0,1,3,2,1
2021-09-01,0,30,28,0,1,0,0,2,0,9,13,6,114,0,4,0.036,0.171,1.23,-0.443,-4.97,8.0,39,13,5,4,2,1,2,0,46,4.5,1.88,0.61,-0.056,-0.59,151,98,0,0,0,4,1,0
2021-09-01,1,39,34,5,13,0,4,2,1,2,6,11,151,3,23,0.382,0.892,7.16,0.057,0.58,9.0,30,1,0,0,2,0,9,0,92,0.0,0.33,0.69,0.444,4.98,114,72,0,0,1,1,4,1
2021-09-01,9,39,36,9,10,2,8,2,1,6,11,4,147,0,12,0.278,0.833,0.93,0.221,4.01,9.0,34,4,2,2,6,0,8,0,72,2.0,1.11,0.2,0.281,1.97,141,83,3,0,0,3,2,1
2021-09-01,5,34,27,2,4,0,2,6,0,8,10,9,141,3,7,0.148,0.442,4.03,-0.279,-1.97,9.0,39,10,9,9,2,1,6,2,31,9.0,1.33,0.35,-0.221,-4.02,147,97,0,0,1,2,3,0
2021-09-02,9,35,33,0,8,0,0,2,0,3,8,8,152,2,14,0.242,0.528,1.83,-0.236,-4.97,8.0,33,9,5,5,1,0,7,0,39,5.63,1.25,0.2,-0.263,1.42,119,83,0,0,0,3,2,0
2021-09-02,8,33,32,5,9,0,5,1,0,7,11,11,119,0,12,0.281,0.647,0.54,0.264,-1.42,9.0,35,8,0,0,2,0,3,0,58,0.0,1.11,0.32,0.237,4.97,152,96,2,0,1,2,3,1
2021-09-02,7,34,27,0,1,0,0,4,1,11,8,8,141,0,12,0.037,0.225,4.81,-0.712,-5.01,8.0,35,8,1,1,4,0,6,0,68,1.13,1.5,1.76,0.212,3.43,137,86,1,1,0,1,4,0
2021-09-02,3,35,31,1,8,0,1,4,0,6,8,6,137,1,18,0.258,0.633,4.69,-0.212,-3.44,9.0,34,1,0,0,4,1,11,0,71,0.0,0.56,1.53,0.712,4.97,141,95,0,0,1,4,1,1
2021-09-02,1,35,31,1,5,0,1,4,0,6,6,12,125,1,14,0.161,0.483,1.3,-0.225,-3.98,8.0,43,13,10,10,3,3,6,4,30,11.25,2.0,0.19,-0.274,-5.58,184,111,1,0,0,4,1,0
2021-09-02,5,43,37,10,13,4,10,3,3,6,13,6,184,0,14,0.351,1.226,1.11,0.275,5.58,9.0,35,5,1,1,4,0,6,0,73,1.0,1.0,0.21,0.225,3.97,125,84,0,0,1,1,4,1
2021-09-02,2,36,34,5,8,3,4,2,0,5,4,14,126,0,11,0.235,0.778,2.78,0.13,-0.99,9.0,34,6,1,1,2,0,8,0,68,1.0,0.89,0.68,0.369,2.97,122,79,0,0,0,3,2,1
2021-09-02,0,34,32,1,6,0,1,2,0,8,11,10,122,1,11,0.188,0.423,1.93,-0.37,-2.97,9.0,36,8,5,5,2,0,5,3,46,5.0,1.11,0.51,-0.131,0.97,126,80,0,0,1,2,3,0
2021-09-03,9,41,35,5,9,0,5,3,2,8,8,11,140,0,21,0.257,0.664,3.19,0.276,0.01,9.0,39,8,2,1,3,0,7,0,54,1.0,1.22,1.46,0.224,2.97,144,91,3,1,0,3,2,1
2021-09-03,8,39,36,2,8,0,2,3,0,7,13,5,144,0,25,0.222,0.56,3.68,-0.223,-2.98,9.0,41,9,5,5,3,2,8,0,57,5.0,1.33,1.0,-0.277,-0.02,140,89,2,0,1,2,3,0
2021-09-03,7,44,38,11,17,1,11,3,0,5,11,8,162,3,16,0.447,1.044,2.47,0.208,6.02,9.0,34,2,1,0,4,0,8,0,71,0.0,0.67,0.63,0.29,3.97,121,83,0,0,0,0,5,1
2021-09-03,3,34,29,1,2,0,0,4,0,8,11,6,121,0,15,0.069,0.285,2.44,-0.292,-3.97,9.0,44,17,11,9,3,0,5,1,53,9.0,2.22,0.56,-0.209,-6.03,162,107,0,0,1,5,0,0
2021-09-03,1,33,28,1,2,0,1,3,0,9,9,2,126,0,15,0.071,0.268,4.86,-0.405,-3.99,8.0,36,10,3,2,1,1,11,1,52,2.25,1.38,0.6,-0.095,1.43,122,86,0,0,0,3,2,0
2021-09-03,5,36,33,3,10,1,3,1,1,11,6,10,122,0,19,0.303,0.828,4.86,0.094,-1.42,9.0,33,2,1,0,3,0,9,0,82,0.0,0.56,1.66,0.406,3.98,126,77,0,0,1,2,3,1
2021-09-03,2,46,36,9,11,0,9,8,0,6,8,16,186,0,25,0.306,0.811,0.92,0.328,4.02,9.0,38,6,3,3,5,0,3,0,63,3.0,1.22,0.24,0.173,1.97,166,102,0,0,0,4,1,1
2021-09-03,0,38,32,3,6,0,3,5,0,3,10,9,166,0,18,0.188,0.539,0.92,-0.172,-1.97,9.0,46,11,9,9,8,0,6,0,30,9.0,2.11,0.3,-0.325,-4.02,186,115,1,1,1,1,4,0
2021-09-03,6,32,28,0,3,0,0,4,0,10,8,5,145,0,10,0.107,0.326,5.92,-0.606,-4.98,8.0,36,7,2,1,3,1,11,0,70,1.13,1.25,0.75,0.107,2.42,134,85,0,0,0,4,1,0
2021-09-03,4,36,30,2,7,0,2,3,1,11,9,4,134,1,23,0.233,0.681,2.62,-0.108,-2.42,9.0,32,3,0,0,4,0,10,0,65,0.0,0.78,1.5,0.607,4.98,145,94,3,0,1,1,4,1
2021-09-03,6,35,29,3,8,1,3,5,1,6,10,5,166,2,10,0.276,0.883,2.67,-0.104,-0.99,8.0,36,9,6,6,4,1,4,1,36,6.75,1.63,0.47,-0.397,-1.58,141,87,2,0,0,3,2,0
2021-09-03,4,36,31,6,9,1,6,4,1,4,10,4,141,0,9,0.29,0.873,1.59,0.397,1.57,9.0,35,8,3,3,5,1,6,1,47,3.0,1.44,1.28,0.103,0.97,166,98,0,0,1,2,3,1
2021-09-04,7,44,37,11,11,4,11,6,0,10,18,4,191,0,16,0.297,1.116,1.49,0.33,6.02,9.0,31,4,1,0,0,0,5,0,76,0.0,0.44,0.25,0.17,2.98,106,76,0,0,0,3,2,1
2021-09-04,8,31,31,1,4,0,0,0,0,5,3,14,106,0,7,0.129,0.29,1.19,-0.171,-2.99,9.0,44,11,11,11,6,0,10,4,26,11.0,1.89,0.17,-0.33,-6.03,191,111,1,0,1,2,3,0
2021-09-04,5,33,33,2,7,0,2,0,0,7,7,10,120,0,8,0.212,0.454,1.03,-0.18,-1.99,8.0,39,10,9,7,5,0,6,2,17,7.88,1.88,0.15,-0.321,-4.58,151,93,0,0,0,2,3,0
2021-09-04,3,39,33,9,10,2,8,5,0,6,7,11,151,1,12,0.303,0.9,1.49,0.319,4.55,9.0,33,7,2,2,0,0,7,0,70,2.0,0.78,0.15,0.179,1.97,120,81,0,0,1,3,2,1
2021-09-04,0,37,35,2,8,0,2,2,0,6,4,9,128,0,13,0.229,0.584,1.43,-0.217,-3.0,8.0,43,10,6,6,6,4,10,0,35,6.75,2.0,0.58,-0.284,-1.58,171,104,3,3,0,4,1,0
2021-09-04,6,43,31,6,10,0,6,6,4,10,11,9,171,0,28,0.323,0.788,3.25,0.284,1.55,9.0,37,8,2,2,2,0,6,0,68,2.0,1.11,0.95,0.216,2.98,128,84,5,0,1,1,4,1
2021-09-04,1,39,34,4,8,1,4,3,2,9,5,8,155,1,18,0.235,0.715,2.12,-0.333,0.04,8.0,41,14,11,10,5,1,8,1,34,11.25,2.38,0.31,-0.166,-5.58,158,100,4,4,0,2,3,0
2021-09-04,2,41,35,11,14,1,10,5,1,8,9,8,158,1,17,0.4,1.145,1.56,0.166,5.57,9.0,39,8,4,4,3,2,9,1,68,4.0,1.22,0.29,0.335,-0.02,155,92,0,0,1,3,2,1
2021-09-04,4,45,37,8,12,0,7,7,1,8,16,6,176,0,21,0.324,0.93,1.63,0.291,2.02,9.0,32,5,2,1,2,0,3,1,62,1.0,0.78,0.32,0.209,2.97,106,64,0,0,0,3,2,1
2021-09-04,9,32,30,2,5,1,1,2,0,3,8,9,106,4,7,0.167,0.486,1.84,-0.209,-2.97,9.0,45,12,8,7,7,1,8,0,34,7.0,2.11,0.33,-0.29,-2.02,176,101,5,3,1,2,3,0
2021-09-05,7,45,40,11,14,0,11,4,0,9,9,10,163,1,25,0.35,0.85,1.03,0.389,5.01,9.0,32,4,0,0,2,0,7,0,66,0.0,0.67,0.08,0.112,4.97,124,79,0,0,0,4,1,1
2021-09-05,8,32,30,0,4,0,0,2,0,7,9,9,124,1,9,0.133,0.321,0.57,-0.112,-4.96,9.0,45,14,11,9,4,0,9,0,21,9.0,2.0,0.38,-0.388,-5.01,163,105,2,1,1,1,4,0
2021-09-05,5,42,33,8,7,0,5,7,0,3,10,9,164,1,19,0.212,0.583,2.27,0.436,3.02,8.0,41,11,10,9,5,0,4,1,38,10.13,2.0,1.6,-0.936,-5.58,167,93,5,5,0,1,4,0
2021-09-05,3,41,35,10,11,1,10,5,0,4,5,19,167,0,17,0.314,0.876,2.15,0.936,5.57,9.0,42,7,8,5,7,0,3,0,37,5.0,1.56,1.56,-0.435,-3.03,164,94,8,3,1,4,1,1
2021-09-05,1,40,36,6,11,2,6,3,0,8,8,13,152,1,12,0.306,0.906,1.93,0.327,2.01,9.0,42,11,5,5,5,1,3,1,29,5.0,1.78,2.08,0.175,-0.02,136,84,4,1,0,2,3,1
2021-09-05,2,42,35,5,11,1,5,5,1,3,6,11,136,1,16,0.314,0.834,3.12,-0.176,0.02,9.0,40,11,6,6,3,0,8,2,34,6.0,1.56,1.21,-0.325,-2.03,152,94,3,1,1,3,2,0
2021-09-05,4,38,36,3,8,2,3,2,0,4,4,10,154,0,14,0.222,0.652,0.69,-0.221,-1.98,8.0,41,11,9,8,4,2,10,1,32,9.0,1.88,0.15,-0.282,-4.59,159,106,4,1,0,3,2,0
2021-09-05,9,41,34,9,11,1,9,4,2,10,12,10,159,0,22,0.324,0.944,0.77,0.281,4.57,9.0,38,8,3,3,2,0,4,2,51,3.0,1.11,0.26,0.221,1.97,154,97,2,0,1,2,3,1
2021-09-07,4,41,37,4,10,0,4,3,0,3,10,10,146,0,20,0.27,0.614,1.76,0.159,-0.98,9.0,39,8,2,1,4,0,6,0,53,1.0,1.33,1.98,0.341,2.97,171,114,4,1,0,2,3,1
2021-09-07,2,39,35,2,8,0,1,4,0,6,15,8,171,0,23,0.229,0.565,4.58,-0.341,-2.98,9.0,41,10,4,4,3,0,3,0,40,4.0,1.44,0.7,-0.16,0.97,146,96,0,0,1,3,2,0
2021-09-07,6,38,36,4,10,2,4,2,0,9,8,6,136,0,17,0.278,0.788,1.24,-0.18,0.0,8.0,45,10,16,16,9,2,10,3,13,18.0,2.38,0.15,-0.321,-11.58,166,87,2,2,0,3,2,0
2021-09-07,9,45,34,16,10,3,16,9,2,10,7,9,166,0,20,0.294,1.085,0.94,0.322,11.58,9.0,38,10,4,4,2,0,9,2,61,4.0,1.33,0.2,0.179,-0.03,136,84,0,0,1,2,3,1
2021-09-08,3,36,35,1,8,0,1,1,0,10,8,11,163,0,15,0.229,0.536,1.49,-0.306,-3.97,8.0,40,11,7,5,4,3,2,1,42,5.63,1.88,0.47,-0.193,-2.58,149,90,5,2,0,4,1,0
2021-09-08,1,40,30,7,11,1,7,4,3,2,7,10,149,2,21,0.367,0.995,1.55,0.195,2.59,9.0,36,8,1,1,1,0,10,0,68,1.0,1.0,0.73,0.306,3.98,163,112,3,1,1,1,4,1
2021-09-08,8,43,33,3,8,0,2,7,1,6,5,10,207,0,31,0.242,0.714,3.59,-0.275,-1.98,8.0,38,5,5,5,8,1,7,1,44,5.63,1.63,0.76,-0.225,-0.59,162,92,4,1,0,3,2,0
2021-09-08,5,38,28,5,5,1,5,8,1,7,7,12,162,0,16,0.179,0.699,2.07,0.225,0.58,9.0,43,8,3,3,7,1,6,0,42,3.0,1.67,2.08,0.276,1.99,207,116,5,1,1,2,3,1
2021-09-08,4,36,35,5,9,1,5,0,0,8,9,10,170,0,10,0.257,0.65,1.83,0.377,1.02,9.0,38,8,4,4,2,1,6,3,47,4.0,1.11,1.71,0.123,0.97,131,84,0,0,0,3,2,1
2021-09-08,2,38,34,4,8,3,4,2,1,6,12,5,131,0,12,0.235,0.856,3.14,-0.122,-0.98,9.0,36,9,5,5,0,0,8,1,52,5.0,1.0,1.23,-0.378,-1.02,170,115,2,0,1,2,3,0
2021-09-08,6,39,30,3,7,0,3,6,1,9,8,6,136,1,20,0.233,0.635,2.26,0.043,-0.98,9.0,35,6,1,1,1,0,13,1,70,1.0,0.78,1.51,0.458,3.97,118,88,0,0,0,3,2,1
2021-09-08,9,35,34,1,6,1,1,1,0,13,7,8,118,0,14,0.176,0.494,2.58,-0.459,-3.98,9.0,39,7,3,3,6,1,9,0,44,3.0,1.44,0.55,-0.042,0.98,136,78,3,0,1,2,3,0
2021-09-09,6,39,31,1,6,0,1,8,0,14,10,10,157,1,18,0.194,0.553,0.64,-0.022,-3.98,8.0,39,7,8,7,6,0,6,1,24,7.88,1.63,0.15,-0.481,-3.58,158,87,2,0,0,2,3,0
2021-09-09,8,39,33,8,7,1,7,6,0,6,5,5,158,1,21,0.212,0.697,0.99,0.479,3.56,9.0,39,6,1,1,8,0,14,0,64,1.0,1.56,0.19,0.021,3.97,157,94,0,0,1,3,2,1
2021-09-09,0,38,34,3,10,0,3,3,1,4,7,11,147,2,20,0.294,0.662,3.51,-0.096,0.01,8.0,38,12,5,5,2,1,5,2,55,5.63,1.75,1.43,-0.405,-0.57,149,87,0,0,0,1,4,0
2021-09-09,3,38,35,5,12,2,5,2,1,5,10,9,149,0,17,0.343,0.995,3.82,0.403,0.58,9.0,38,10,3,2,3,1,4,0,51,2.0,1.44,1.43,0.097,-0.03,147,94,0,0,1,4,1,1
2021-09-09,7,41,38,7,14,2,6,1,0,5,3,14,146,1,18,0.368,1.017,2.55,0.776,3.02,8.2,41,13,8,8,3,0,8,3,48,8.31,1.85,2.61,-1.275,-1.03,168,110,4,0,0,4,1,0
2021-09-09,2,41,37,8,13,3,8,3,0,8,11,7,168,0,19,0.351,1.039,4.74,1.275,1.02,9.0,41,14,7,6,1,0,5,2,50,6.0,1.67,1.23,-0.777,-3.01,146,94,1,0,1,1,4,1
2021-09-09,5,48,39,9,14,1,9,8,0,5,11,5,178,1,20,0.359,1.058,2.39,0.363,4.03,9.0,37,9,2,2,1,0,9,0,58,2.0,1.11,0.32,0.137,2.97,153,98,0,0,0,2,3,1
2021-09-09,4,37,35,2,9,0,2,1,0,9,6,13,153,0,14,0.257,0.621,1.5,-0.137,-2.98,9.0,48,14,9,9,8,0,5,1,52,9.0,2.44,0.64,-0.362,-4.02,178,104,0,0,1,3,2,0
2021-09-09,1,37,32,6,6,1,5,3,0,9,5,11,162,0,11,0.188,0.618,1.1,0.237,3.03,9.0,33,5,2,2,2,0,10,2,73,2.0,0.78,0.46,0.276,2.97,114,76,2,0,0,3,2,1
2021-09-09,9,33,31,2,5,2,2,2,0,10,5,13,114,1,9,0.161,0.599,1.45,-0.276,-2.97,9.0,37,6,6,5,3,0,9,1,44,5.0,1.0,0.27,-0.224,-2.03,162,102,0,0,1,2,3,0
2021-09-10,6,31,29,0,2,0,0,2,0,12,10,6,127,0,6,0.069,0.198,5.62,-0.561,-4.98,8.0,30,3,2,2,4,0,7,0,58,2.25,0.88,0.5,0.061,2.42,135,75,0,0,0,2,3,0
2021-09-10,8,30,26,2,3,0,2,4,0,7,6,8,135,1,9,0.115,0.387,2.69,-0.06,-2.43,9.0,31,2,0,0,2,0,12,0,82,0.0,0.44,1.35,0.561,4.97,127,86,0,0,1,3,2,1
2021-09-10,0,36,34,3,5,0,2,2,0,8,5,7,153,0,22,0.147,0.37,4.16,-0.375,-1.98,8.0,38,10,4,3,4,1,9,0,43,3.38,1.75,0.61,-0.124,0.42,147,95,2,0,0,1,4,0
2021-09-10,3,38,32,4,10,0,3,4,1,9,13,8,147,0,21,0.313,0.905,1.27,0.125,-0.42,9.0,36,5,3,1,2,0,8,0,60,1.0,0.78,1.61,0.375,1.98,153,100,3,1,1,4,1,1
2021-09-10,5,34,31,3,4,1,3,3,0,10,5,9,119,0,10,0.129,0.432,4.76,-0.383,-0.97,8.0,35,10,4,4,2,0,9,1,46,4.5,1.5,0.59,-0.116,0.43,132,93,0,0,0,2,3,0
2021-09-10,4,35,33,4,10,1,4,2,0,9,6,10,132,0,13,0.303,0.767,2.63,0.116,-0.42,9.0,34,4,3,3,3,0,10,1,73,3.0,0.78,0.9,0.383,0.97,119,78,0,0,1,3,2,1
2021-09-10,1,40,36,8,9,1,6,4,0,7,6,10,141,1,13,0.25,0.714,1.17,0.274,3.02,9.0,37,4,1,1,3,3,11,0,75,1.0,0.78,0.23,0.227,3.98,139,88,3,1,0,4,1,1
2021-09-10,9,37,30,1,4,0,1,3,3,11,7,13,139,0,17,0.133,0.437,1.33,-0.228,-3.97,9.0,40,9,8,7,4,0,7,1,26,7.0,1.44,0.17,-0.273,-3.03,141,89,0,0,1,1,4,0
2021-09-11,2,40,37,5,11,1,5,2,1,9,6,10,171,0,15,0.297,0.782,3.3,0.331,0.03,9.0,39,11,4,3,3,0,8,0,42,3.0,1.56,2.2,0.169,0.98,133,88,3,0,0,4,1,1
2021-09-11,6,39,36,4,11,0,4,3,0,8,7,9,133,1,19,0.306,0.776,4.12,-0.169,-0.99,9.0,40,11,5,5,2,1,9,1,38,5.0,1.44,1.81,-0.331,-0.03,171,111,1,0,1,1,4,0
2021-09-11,9,36,33,3,8,1,3,3,0,7,6,10,132,2,14,0.242,0.67,2.49,-0.229,-0.97,8.0,38,11,5,5,2,2,6,2,27,5.63,1.63,0.43,-0.271,-1.57,135,83,3,0,0,4,1,0
2021-09-11,0,38,33,5,11,2,5,2,2,6,8,10,135,0,24,0.333,0.95,1.06,0.271,1.57,9.0,36,8,3,3,3,0,7,1,51,3.0,1.22,1.11,0.231,0.97,132,79,0,0,1,1,4,1
2021-09-11,3,56,42,13,17,1,13,11,1,5,9,5,193,0,34,0.405,1.018,2.18,0.359,9.02,9.0,46,12,7,7,10,1,8,2,56,7.0,2.44,0.48,0.143,-2.02,196,109,2,1,0,2,3,1
2021-09-11,4,46,35,7,12,2,7,10,1,8,10,11,196,1,23,0.343,1.186,1.22,-0.142,2.01,9.0,56,17,13,13,11,1,5,1,40,13.0,3.11,0.6,-0.359,-9.01,193,108,6,4,1,3,2,0
2021-09-12,8,46,38,5,14,1,4,7,1,6,5,7,184,1,24,0.368,0.978,4.78,-0.218,0.03,8.0,41,13,8,7,5,1,10,0,15,7.88,2.25,0.57,-0.281,-3.58,150,90,2,0,0,4,1,0
2021-09-12,1,41,34,8,13,0,8,5,1,10,5,12,150,2,23,0.382,0.992,1.13,0.282,3.57,9.0,46,14,5,5,7,1,6,1,21,5.0,2.33,1.61,0.219,-0.02,184,103,3,0,1,1,4,1
2021-09-12,5,34,34,0,7,0,0,0,0,7,4,11,103,0,10,0.206,0.412,1.58,-0.369,-4.99,8.0,40,12,10,10,7,0,5,2,54,11.25,2.38,0.43,-0.133,-5.57,171,95,3,1,0,0,5,0
2021-09-12,7,40,32,10,12,2,10,7,0,5,9,10,171,1,17,0.375,1.069,9.17,0.133,5.55,9.0,34,7,0,0,0,0,7,0,80,0.0,0.78,0.68,0.368,4.98,103,79,0,0,1,5,0,1
2021-09-12,9,37,36,8,10,2,8,1,0,8,12,6,151,0,5,0.278,0.853,2.14,0.294,3.0,9.0,35,8,2,2,0,1,8,1,66,2.0,0.89,0.47,0.207,2.97,123,86,0,0,0,3,2,1
2021-09-12,0,35,34,2,8,1,2,0,1,8,6,12,123,1,13,0.235,0.639,2.58,-0.207,-2.97,9.0,37,10,8,8,1,0,8,2,37,8.0,1.22,0.7,-0.293,-3.02,151,100,2,2,1,2,3,0
2021-09-12,3,44,42,8,14,0,5,1,1,7,10,11,159,0,21,0.333,0.816,1.32,0.299,3.02,9.0,36,7,3,3,1,2,5,0,58,3.0,0.89,0.58,0.202,1.97,137,81,3,3,0,3,2,1
2021-09-12,4,36,33,3,7,0,3,1,2,5,13,6,137,1,12,0.212,0.49,1.22,-0.202,-1.97,9.0,44,14,8,5,1,1,7,0,28,5.0,1.67,0.27,-0.299,-3.03,159,116,3,2,1,2,3,0
2021-09-12,8,39,34,5,8,1,5,5,0,4,8,10,148,1,12,0.235,0.715,2.33,0.032,0.02,8.0,35,9,8,7,6,0,2,2,41,7.88,1.88,0.89,-0.532,-3.57,152,84,3,1,0,3,2,0
2021-09-12,1,35,28,8,9,2,8,6,0,2,9,11,152,3,7,0.321,1.036,2.99,0.532,3.56,9.0,39,8,5,5,5,0,4,1,37,5.0,1.44,0.85,-0.031,-0.02,148,87,3,0,1,2,3,1
2021-09-12,5,33,33,2,8,0,2,0,0,5,9,6,122,2,5,0.242,0.515,3.53,-0.365,-2.98,8.0,34,6,3,3,5,1,5,0,51,3.38,1.38,1.55,-0.134,2.42,133,79,3,0,0,0,5,0
2021-09-12,7,34,26,3,6,0,3,5,1,5,14,5,133,1,16,0.231,0.595,3.0,0.133,-2.44,9.0,33,8,2,2,0,0,5,0,67,2.0,0.89,2.39,0.365,2.97,122,89,3,1,1,5,0,1
2021-09-12,9,37,34,3,8,1,3,3,0,8,9,12,150,0,14,0.235,0.65,1.43,-0.033,-1.99,9.0,37,7,0,0,4,0,4,0,48,0.0,1.22,1.31,0.532,4.97,150,90,5,0,0,3,2,1
2021-09-12,0,37,33,0,7,0,0,4,0,4,5,11,150,1,19,0.212,0.539,3.31,-0.532,-5.0,9.0,37,8,3,2,3,0,8,1,51,2.0,1.22,0.74,0.033,1.98,150,94,1,1,1,2,3,0
2021-09-12,3,36,32,2,6,0,2,4,0,9,14,8,137,0,11,0.188,0.528,2.04,-0.468,-2.97,8.0,34,2,3,2,8,1,1,0,46,2.25,1.25,1.44,-0.032,1.43,131,67,4,2,0,3,2,0
2021-09-12,4,34,25,3,2,0,1,8,1,1,12,5,131,1,14,0.08,0.404,3.3,0.031,-1.44,9.0,36,6,2,2,4,0,9,0,55,2.0,1.11,1.51,0.468,2.97,137,86,0,0,1,2,3,1
2021-09-14,7,34,31,4,5,0,3,3,0,13,6,10,145,1,11,0.161,0.429,2.52,0.123,-1.0,9.0,37,10,3,3,1,0,9,0,44,3.0,1.22,2.19,0.378,2.99,148,99,3,1,0,3,2,1
2021-09-14,1,37,36,3,10,0,2,1,0,9,6,6,148,1,14,0.278,0.658,3.42,-0.377,-2.99,9.0,34,5,4,3,3,0,13,0,60,3.0,0.89,1.0,-0.122,0.98,145,90,1,0,1,2,3,0
2021-09-14,6,48,36,11,13,3,11,7,1,9,5,11,198,0,20,0.361,1.086,1.25,0.38,7.01,9.0,39,11,5,5,1,0,11,2,56,5.0,1.33,0.36,0.12,-0.02,135,94,0,0,0,2,3,1
2021-09-14,5,39,36,5,11,2,5,1,0,11,3,13,135,0,22,0.306,0.78,2.13,-0.12,0.02,9.0,48,13,11,11,7,1,9,3,30,11.0,2.22,0.35,-0.38,-7.03,198,123,0,0,1,3,2,0
2021-09-14,4,41,35,8,10,1,8,3,2,5,11,7,144,1,17,0.286,0.823,0.94,0.365,3.01,9.0,44,12,7,7,5,2,3,2,42,7.0,1.89,1.02,0.134,-2.04,167,98,1,0,0,2,3,1
2021-09-14,0,44,37,7,12,2,7,5,2,3,7,13,167,2,23,0.324,0.918,5.7,-0.135,2.01,9.0,41,10,8,8,3,2,5,1,35,8.0,1.44,0.55,-0.365,-3.02,144,89,0,0,1,3,2,0
2021-09-14,3,46,33,8,7,1,8,9,2,4,6,9,173,0,27,0.212,0.724,1.94,0.298,3.01,8.0,40,15,10,10,1,1,6,3,29,11.25,2.0,0.93,-0.796,-5.58,141,91,2,2,0,4,1,0
2021-09-14,9,40,36,10,15,3,10,1,1,6,15,8,141,1,15,0.417,1.186,1.63,0.797,5.58,9.0,46,7,8,8,9,2,4,1,36,8.0,1.78,1.09,-0.296,-3.03,173,101,2,1,1,1,4,1
2021-09-15,7,40,35,2,9,0,2,5,0,5,8,10,171,1,22,0.257,0.636,2.89,-0.167,-2.98,8.0,36,10,6,6,1,1,6,1,22,6.75,1.38,0.27,-0.332,-1.57,118,72,1,0,0,3,2,0
2021-09-15,1,36,34,6,10,1,6,1,1,6,6,14,118,0,11,0.294,0.774,0.78,0.331,1.58,9.0,40,9,2,2,5,0,5,0,60,2.0,1.56,0.71,0.168,2.97,171,102,2,0,1,2,3,1
2021-09-15,6,38,32,6,8,1,6,3,2,12,6,8,155,0,9,0.25,0.757,1.85,0.203,0.01,8.0,43,11,9,9,8,1,9,1,39,10.13,2.38,2.79,-0.704,-4.57,190,112,10,4,0,3,2,0
2021-09-15,5,43,33,9,11,1,9,8,1,9,5,6,190,0,21,0.333,0.95,5.19,0.704,4.58,9.0,38,8,6,6,3,2,12,1,39,6.0,1.22,1.07,-0.204,-0.03,155,94,1,0,1,2,3,1
2021-09-15,8,42,36,5,10,2,5,4,2,7,11,1,168,1,18,0.278,0.881,1.95,0.124,0.03,9.0,39,7,2,2,5,1,11,0,63,2.0,1.33,1.63,0.375,1.98,168,106,3,1,0,4,1,1
2021-09-15,2,39,33,2,7,0,2,5,1,11,7,11,168,1,23,0.212,0.575,3.72,-0.374,-1.98,9.0,42,10,5,5,4,2,7,2,45,5.0,1.56,0.52,-0.125,-0.02,168,99,2,1,1,1,4,0
