GameDate,Team,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI_b,WPA_b,RE24_b,IP,TBF,H_p,R_p,ER,BB_p,HBP_p,K,HR_p,GSC,ERA,WHIP,LI_p,WPA_p,RE24_p,NP_total,NP_strike,IR,IS,home_away,Recent_5_Win,Recent_5_Loss,Result
2023-05-19,2,42,37,5,11,3,4,3,0,10,9,12,169,0,24,0.297,0.945,1.08,0.193,0.28,9.0,41,9,4,4,5,0,5,1,57,4.0,1.56,1.87,0.305,-1.29,155,96,2,0,0,2,3,1
2023-05-19,9,41,35,4,9,1,4,5,0,5,4,10,155,0,21,0.257,0.836,2.75,-0.305,1.3,9.0,42,11,5,4,3,0,10,3,31,4.0,1.56,0.55,-0.193,-0.3,169,101,3,0,1,3,2,0
2023-05-20,1,41,37,6,12,2,6,2,1,8,8,13,150,0,16,0.324,0.88,3.64,0.146,1.29,9.0,32,2,0,0,2,0,6,0,83,0.0,0.44,0.41,0.354,3.7,109,78,0,0,0,2,3,1
2023-05-20,7,32,30,0,2,0,0,2,0,6,10,8,109,0,11,0.067,0.192,1.61,-0.355,-3.71,9.0,41,12,6,6,2,1,8,2,44,6.0,1.56,0.3,-0.145,-1.29,150,105,1,1,1,3,2,0
2023-05-20,3,38,33,2,7,0,2,5,0,3,6,12,136,1,14,0.212,0.649,6.96,-0.521,-2.71,8.0,33,6,3,2,2,0,6,1,52,2.25,1.0,0.68,0.021,1.18,134,93,0,0,0,4,1,0
2023-05-20,0,33,30,3,6,1,3,2,0,6,11,10,134,0,14,0.2,0.583,1.52,-0.021,-1.17,9.0,38,7,2,2,5,0,3,0,49,2.0,1.33,2.03,0.521,2.7,136,85,3,0,1,1,4,1
2023-05-20,5,41,35,5,9,0,5,3,2,4,6,9,160,1,19,0.257,0.655,1.63,0.199,0.29,9.0,29,2,0,0,0,0,12,0,79,0.0,0.22,0.3,0.302,4.7,117,80,0,0,0,2,3,1
2023-05-20,4,29,29,0,2,0,0,0,0,12,7,16,117,0,3,0.069,0.138,1.55,-0.301,-4.7,9.0,41,9,5,4,3,2,4,0,38,4.0,1.33,0.42,-0.198,-0.3,160,105,0,0,1,3,2,0
2023-05-20,2,35,34,3,9,2,3,1,0,10,7,9,146,2,11,0.265,0.757,0.6,0.074,-1.7,8.0,51,19,14,14,7,1,8,1,11,15.75,3.25,0.25,-0.573,-9.81,194,119,3,1,0,3,2,0
2023-05-20,9,51,40,14,19,1,14,7,1,8,12,3,194,1,29,0.475,1.254,0.83,0.573,9.81,9.0,35,9,3,3,1,0,10,2,53,3.0,1.11,0.12,-0.075,1.71,146,99,1,0,1,2,3,1
2023-05-21,6,32,29,1,5,1,1,2,1,7,8,10,122,3,10,0.172,0.526,3.13,-0.455,-3.72,8.0,36,9,4,4,3,0,5,0,46,4.5,1.5,0.37,-0.044,-0.82,137,83,1,0,0,1,4,0
2023-05-21,8,36,32,4,9,0,4,3,0,5,8,9,137,0,18,0.281,0.687,2.3,0.044,0.81,9.0,32,5,1,1,2,1,7,1,67,1.0,0.78,0.93,0.455,3.7,122,79,0,0,1,4,1,1
2023-05-21,1,35,33,3,7,1,3,2,0,10,4,15,142,0,10,0.212,0.59,1.36,-0.096,-1.7,8.0,36,11,7,7,2,1,3,1,29,7.88,1.63,0.59,-0.405,-2.83,123,78,2,2,0,3,2,0
2023-05-21,7,36,33,7,11,1,7,2,1,3,5,11,123,1,10,0.333,0.934,1.89,0.404,2.82,9.0,35,7,3,3,2,0,10,1,47,3.0,1.0,0.72,0.095,1.7,142,97,1,0,1,2,3,1
2023-05-21,3,35,31,1,8,0,1,2,0,5,9,7,148,1,17,0.258,0.561,2.95,-0.305,-3.72,9.0,33,3,0,0,2,0,10,0,70,0.0,0.56,2.19,0.804,4.7,130,86,0,0,0,3,2,1
2023-05-21,0,33,30,0,3,0,0,2,0,10,9,9,130,0,16,0.1,0.256,5.5,-0.803,-4.71,9.0,35,8,1,1,2,0,5,0,59,1.0,1.11,0.9,0.305,3.7,148,96,0,0,1,2,3,0
2023-05-21,5,42,34,6,10,1,6,5,0,6,11,10,160,0,22,0.294,0.787,1.62,0.177,1.3,9.0,39,5,3,3,8,0,4,0,51,3.0,1.44,1.84,0.323,1.7,172,104,4,0,0,3,2,1
2023-05-21,4,39,30,3,5,0,3,8,0,4,9,10,172,1,22,0.167,0.566,2.44,-0.323,-1.7,9.0,42,10,6,6,5,0,6,1,43,6.0,1.67,0.54,-0.178,-1.3,160,96,3,0,1,2,3,0
2023-05-21,2,45,38,2,4,0,2,6,0,8,9,18,181,0,9,0.105,0.406,4.13,-0.471,-4.3,12.0,47,8,1,1,4,1,6,0,62,0.75,1.0,2.54,0.971,5.28,187,122,1,0,0,3,2,1
2023-05-21,9,47,42,1,8,0,1,4,1,6,12,13,187,2,22,0.19,0.467,4.55,-0.971,-5.29,12.0,45,4,2,2,6,0,8,0,74,1.5,0.83,1.92,0.471,4.27,181,111,1,0,1,2,3,0
2023-05-23,2,40,37,5,11,0,4,3,0,11,5,10,149,1,20,0.297,0.728,4.24,-0.041,0.29,8.0,38,14,7,7,1,0,8,0,18,7.88,1.88,0.61,-0.458,-2.82,161,111,3,0,0,4,1,0
2023-05-23,1,38,35,7,14,0,7,1,0,8,9,5,161,0,15,0.4,0.909,1.37,0.458,2.82,9.0,40,11,5,5,3,0,11,0,41,5.0,1.56,1.62,0.042,-0.3,149,94,2,1,1,1,4,1
2023-05-23,8,46,37,9,13,1,8,9,0,5,4,17,177,1,20,0.351,0.937,1.56,0.372,4.28,9.0,35,6,1,1,2,0,6,1,64,1.0,0.89,0.18,0.129,3.7,146,94,0,0,0,3,2,1
2023-05-23,5,35,33,1,6,1,1,2,0,6,7,11,146,0,12,0.182,0.502,0.83,-0.128,-3.7,9.0,46,13,9,8,9,0,5,1,28,8.0,2.44,0.27,-0.372,-4.3,177,102,2,0,1,2,3,0
2023-05-23,3,36,32,3,9,0,3,1,0,6,9,8,139,1,11,0.281,0.575,2.26,-0.011,-1.7,9.0,33,6,1,1,2,0,6,0,68,1.0,0.89,1.43,0.512,3.7,129,88,0,0,0,4,1,1
2023-05-23,7,33,30,1,6,0,1,2,0,6,3,14,129,1,13,0.2,0.45,2.59,-0.511,-3.71,9.0,36,9,3,3,1,0,6,0,57,3.0,1.11,0.69,0.01,1.7,139,86,4,2,1,1,4,0
2023-05-23,0,42,39,5,11,1,5,2,1,15,7,11,196,0,16,0.282,0.846,0.7,-0.119,0.31,8.0,40,10,9,6,6,0,6,0,12,6.75,2.0,0.14,-0.381,-5.83,142,87,1,0,0,2,3,0
2023-05-23,6,40,34,9,10,0,7,6,0,6,7,5,142,1,20,0.294,0.812,0.77,0.382,5.81,9.0,42,11,5,5,2,1,15,1,69,5.0,1.44,0.19,0.119,-0.3,196,120,1,1,1,3,2,1
2023-05-23,9,33,32,0,6,0,0,1,0,7,6,10,123,1,14,0.188,0.431,3.31,-0.558,-4.72,8.0,29,7,2,2,2,0,3,0,49,2.25,1.13,0.58,0.057,2.17,112,72,0,0,0,2,3,0
2023-05-23,4,29,25,2,7,0,2,2,0,3,10,8,112,1,10,0.28,0.641,2.04,-0.057,-2.18,9.0,33,6,0,0,1,0,7,0,66,0.0,0.78,1.27,0.557,4.7,123,85,0,0,1,3,2,1
2023-05-24,2,41,36,6,10,0,5,4,0,7,9,8,168,0,19,0.278,0.683,3.46,0.047,1.29,9.0,38,10,1,1,2,1,7,0,60,1.0,1.33,0.78,0.453,3.71,155,102,0,0,0,3,2,1
2023-05-24,1,38,35,1,10,0,1,2,1,7,5,14,155,1,21,0.286,0.628,2.03,-0.453,-3.72,9.0,41,10,6,6,4,0,7,0,63,6.0,1.56,1.08,-0.046,-1.3,168,106,3,3,1,2,3,0
2023-05-24,8,44,33,3,9,1,3,10,0,6,5,13,185,1,27,0.273,0.806,4.17,-0.302,-0.7,8.0,33,5,5,1,2,1,6,2,46,1.13,0.88,0.58,-0.198,-0.82,111,70,2,0,0,4,1,0
2023-05-24,5,33,30,5,5,2,5,2,1,6,11,7,111,1,16,0.167,0.609,1.3,0.198,0.82,9.0,44,9,3,3,10,0,6,1,43,3.0,2.11,1.95,0.301,0.7,185,103,3,0,1,1,4,1
2023-05-24,3,33,32,1,6,0,1,1,0,8,8,6,120,1,11,0.188,0.4,2.57,-0.449,-3.71,8.0,35,6,4,3,5,0,8,0,54,3.38,1.38,0.4,-0.05,0.17,131,79,3,0,0,5,0,0
2023-05-24,7,35,29,4,6,0,3,5,0,8,8,9,131,1,19,0.207,0.565,2.35,0.051,-0.19,9.0,33,6,1,1,1,0,8,0,74,1.0,0.78,0.71,0.449,3.7,120,79,0,0,1,0,5,1
2023-05-24,0,38,36,4,10,2,4,0,1,12,11,9,130,0,11,0.278,0.769,2.24,0.1,-0.71,9.0,34,6,2,2,3,0,5,2,62,2.0,1.0,1.13,0.399,1.71,125,76,0,0,0,2,3,1
2023-05-24,6,34,31,2,6,2,2,3,0,5,4,9,125,2,12,0.194,0.652,3.46,-0.398,-1.7,9.0,38,10,4,4,0,1,12,2,65,4.0,1.11,1.0,-0.102,0.7,130,89,0,0,1,3,2,0
2023-05-24,9,38,33,3,8,0,3,5,0,6,9,7,158,0,19,0.242,0.736,1.79,-0.043,-1.71,9.0,38,6,1,1,5,0,8,0,52,1.0,1.22,1.48,0.543,3.7,145,87,2,0,0,1,4,1
2023-05-24,4,38,31,1,6,0,1,5,0,8,6,12,145,0,17,0.194,0.564,2.64,-0.543,-3.7,9.0,38,8,3,3,5,0,6,0,44,3.0,1.44,0.9,0.042,1.69,158,95,0,0,1,4,1,0
2023-05-25,2,45,37,3,9,0,2,3,1,7,8,14,163,1,20,0.243,0.634,8.17,-0.249,-2.76,10.2,45,9,4,3,5,0,4,0,63,2.53,1.31,2.86,-0.251,2.75,145,91,0,0,0,4,1,0
2023-05-25,1,45,37,4,9,0,4,5,0,4,9,13,145,1,17,0.243,0.603,5.51,0.25,-2.74,11.0,45,9,3,3,3,1,7,0,54,2.45,1.09,2.32,0.249,2.75,163,109,1,0,1,1,4,1
2023-05-25,8,42,36,8,13,2,8,3,0,7,12,9,162,1,21,0.361,0.956,1.31,0.306,3.28,9.0,38,7,3,2,2,1,6,1,54,2.0,1.0,0.56,0.193,0.7,143,92,0,0,0,3,2,1
2023-05-25,5,38,35,3,7,1,2,2,1,6,12,5,143,0,17,0.2,0.634,1.87,-0.193,-0.72,9.0,42,13,8,8,3,0,7,2,17,8.0,1.78,0.48,-0.306,-3.29,162,95,1,1,1,2,3,0
2023-05-25,3,32,31,0,5,0,0,1,0,5,8,5,118,1,9,0.161,0.349,2.21,-0.483,-4.69,8.0,34,11,3,2,0,1,6,0,46,2.25,1.38,0.5,-0.017,1.18,134,91,2,0,0,4,1,0
2023-05-25,7,34,33,3,11,0,2,0,1,6,12,9,134,0,18,0.333,0.717,2.5,0.018,-1.18,9.0,32,5,0,0,1,0,5,0,67,0.0,0.67,1.05,0.483,4.71,118,84,2,0,1,1,4,1
2023-05-25,0,36,32,3,6,0,3,4,0,7,2,7,160,0,13,0.188,0.528,1.89,-0.411,-1.71,8.0,36,5,4,3,7,2,10,0,46,3.38,1.5,1.27,-0.09,0.17,153,86,6,3,0,2,3,0
2023-05-25,6,36,26,4,5,0,4,7,2,10,11,7,153,0,16,0.192,0.631,2.82,0.09,-0.18,9.0,36,6,3,3,4,0,7,0,39,3.0,1.11,1.46,0.409,1.7,160,109,1,0,1,3,2,1
2023-05-25,9,34,33,1,5,0,1,1,0,9,6,12,138,0,9,0.152,0.418,0.48,-0.157,-3.72,8.0,43,11,11,10,8,0,5,0,37,11.25,2.38,0.24,-0.343,-6.82,175,97,3,0,0,1,4,0
2023-05-25,4,43,32,11,11,0,8,8,0,5,5,13,175,0,18,0.344,0.89,1.25,0.342,6.83,9.0,34,5,1,1,1,0,9,0,80,1.0,0.67,0.1,0.157,3.7,138,93,0,0,1,4,1,1
2023-05-26,5,44,39,14,15,2,14,3,1,5,8,15,157,1,11,0.385,1.022,1.73,0.479,8.3,9.0,41,6,3,3,6,2,3,0,39,3.0,1.33,0.51,0.02,1.7,158,86,2,0,0,3,2,1
2023-05-26,1,41,30,3,6,0,2,6,2,3,8,11,158,0,24,0.2,0.683,2.2,-0.02,-1.71,9.0,44,15,14,14,3,1,5,2,22,14.0,2.0,0.42,-0.48,-8.3,157,104,3,2,1,2,3,0
2023-05-26,4,35,33,2,9,0,2,1,0,7,8,8,123,1,12,0.273,0.658,1.96,-0.136,-2.7,9.0,36,5,0,0,4,0,10,0,72,0.0,1.0,1.84,0.637,4.7,139,85,0,0,0,3,2,1
2023-05-26,3,36,32,0,5,0,0,4,0,10,9,8,139,0,19,0.156,0.438,5.22,-0.636,-4.69,9.0,35,9,2,2,1,0,7,0,60,2.0,1.11,0.66,0.136,2.7,123,88,0,0,1,2,3,0
2023-05-26,7,40,36,4,9,1,4,4,0,7,5,13,160,0,15,0.25,0.686,1.41,0.095,-0.7,9.0,36,6,1,0,2,0,9,0,60,0.0,0.89,2.02,0.404,3.69,133,85,5,0,0,1,4,1
2023-05-26,2,36,33,1,6,0,1,2,0,9,7,12,133,1,21,0.182,0.411,2.83,-0.404,-3.71,9.0,40,9,4,3,4,0,7,1,43,3.0,1.44,0.58,-0.095,0.7,160,101,3,1,1,4,1,0
2023-05-26,8,37,34,5,8,2,5,3,0,6,5,9,148,1,12,0.235,0.768,1.05,0.146,0.3,9.0,42,13,3,3,3,0,10,0,50,3.0,1.78,1.21,0.353,0.7,163,100,3,0,0,1,4,1
2023-05-26,0,42,39,3,13,0,2,3,0,10,10,10,163,1,22,0.333,0.766,4.72,-0.353,-0.7,9.0,37,8,5,5,3,0,6,2,50,5.0,1.22,0.5,-0.148,-0.29,148,89,0,0,1,4,1,0
2023-05-26,6,39,34,0,8,0,0,5,0,10,7,10,141,1,17,0.235,0.568,0.93,-0.125,-4.69,8.0,40,12,11,11,5,0,4,1,5,12.38,2.13,0.21,-0.375,-6.81,170,102,0,0,0,1,4,0
2023-05-26,9,40,35,11,12,1,10,5,0,4,10,6,170,1,15,0.343,0.996,2.16,0.374,6.81,9.0,39,8,0,0,5,0,10,0,69,0.0,1.44,0.25,0.126,4.71,141,87,0,0,1,4,1,1
2023-05-27,4,41,39,6,14,0,6,2,0,8,9,7,163,1,13,0.359,0.826,1.59,0.124,1.29,9.0,39,8,5,5,3,1,10,0,70,5.0,1.22,0.85,0.375,-0.3,163,101,5,4,0,3,2,1
2023-05-27,3,39,35,5,8,0,5,3,1,10,7,10,163,0,15,0.229,0.537,2.65,-0.377,0.3,9.0,41,14,6,6,2,0,8,0,70,6.0,1.78,0.71,-0.122,-1.29,163,110,3,1,1,2,3,0
2023-05-27,7,43,38,5,13,0,5,4,0,4,10,9,162,1,29,0.342,0.852,2.3,0.226,1.3,9.0,32,4,2,2,2,0,6,1,52,2.0,0.67,0.76,0.272,2.69,137,91,0,0,0,1,4,1
2023-05-27,2,32,30,2,4,1,2,2,0,6,11,10,137,0,6,0.133,0.455,2.01,-0.272,-2.7,9.0,43,13,5,5,4,0,4,0,22,5.0,1.89,0.48,-0.228,-1.31,162,104,0,0,1,4,1,0
2023-05-27,8,39,36,3,10,0,3,3,0,6,9,7,146,0,17,0.278,0.639,2.12,-0.115,-1.72,8.0,41,10,6,6,6,1,6,0,28,6.75,2.0,0.64,-0.386,-1.82,154,92,5,0,0,1,4,0
2023-05-27,0,41,32,6,10,0,6,6,1,6,10,10,154,0,23,0.313,0.8,3.37,0.386,1.83,9.0,39,10,3,3,3,0,6,0,49,3.0,1.44,1.45,0.114,1.71,146,88,2,0,1,4,1,1
2023-05-27,6,39,29,5,2,0,4,7,0,4,9,9,174,0,21,0.069,0.312,1.52,0.101,0.3,9.0,39,8,0,0,6,1,6,0,62,0.0,1.56,1.41,0.397,4.7,148,89,3,0,0,0,5,1
2023-05-27,9,39,32,0,8,0,0,6,1,6,10,13,148,3,22,0.25,0.729,1.88,-0.398,-4.71,9.0,39,2,5,4,7,0,4,0,57,4.0,1.0,0.33,-0.102,-0.3,174,100,3,1,1,5,0,0
2023-05-28,4,41,31,5,9,0,5,4,1,5,5,8,155,0,20,0.29,0.714,1.6,0.142,0.3,8.0,39,13,7,7,3,0,10,1,65,7.88,2.0,2.05,-0.642,-2.81,144,96,5,4,0,4,1,0
2023-05-28,3,39,35,7,13,1,6,3,0,10,8,11,144,1,19,0.371,0.981,3.74,0.643,2.83,9.0,41,9,5,5,4,1,5,0,35,5.0,1.44,0.65,-0.141,-0.29,155,98,1,1,1,1,4,1
2023-05-28,7,35,33,4,7,1,4,2,0,11,3,14,159,1,8,0.212,0.59,1.56,-0.223,0.3,8.0,36,11,6,6,2,0,5,1,19,6.75,1.63,0.31,-0.277,-1.82,118,74,1,1,0,2,3,0
2023-05-28,2,36,32,6,11,1,6,2,0,5,8,7,118,1,11,0.344,0.871,0.86,0.277,1.82,9.0,35,7,4,4,2,0,11,1,70,4.0,1.0,0.23,0.222,-0.3,159,104,2,2,1,3,2,1
2023-05-28,8,43,35,7,8,1,6,5,1,7,8,11,175,0,23,0.229,0.704,1.39,0.305,3.28,9.0,36,8,1,1,0,0,7,1,74,1.0,0.89,0.23,0.195,3.7,119,81,2,0,0,1,4,1
2023-05-28,0,36,36,1,8,1,1,0,0,7,9,12,119,0,21,0.222,0.528,0.97,-0.196,-3.71,9.0,43,8,7,4,5,1,7,1,32,4.0,1.44,0.23,-0.304,-3.3,175,111,3,3,1,4,1,0
2023-05-30,4,32,29,1,5,0,1,1,0,6,8,10,135,2,11,0.172,0.401,4.47,-0.441,-3.71,8.0,35,10,3,2,3,0,3,0,45,2.25,1.63,0.57,-0.059,1.18,136,92,0,0,0,3,2,0
2023-05-30,8,35,32,3,10,0,2,3,0,3,12,7,136,1,14,0.313,0.715,1.32,0.06,-1.18,9.0,32,5,1,1,1,0,6,0,49,1.0,0.67,1.19,0.44,3.69,135,91,2,0,1,2,3,1
2023-05-30,2,37,34,2,7,1,2,3,0,9,8,11,155,1,19,0.206,0.564,10.56,-0.439,-2.72,8.0,33,8,3,3,0,1,5,0,54,3.38,1.0,0.41,-0.061,1.18,111,73,0,0,0,3,2,0
2023-05-30,5,33,31,3,8,0,3,0,1,5,10,7,111,1,11,0.258,0.563,1.99,0.061,-1.19,9.0,37,7,2,2,3,0,9,1,69,2.0,1.11,2.86,0.439,2.7,155,99,2,0,1,2,3,1
2023-05-30,3,34,33,1,7,0,0,1,0,9,6,10,140,2,14,0.212,0.447,1.73,-0.244,-3.7,8.0,43,13,7,6,3,3,6,0,53,6.75,2.0,0.66,-0.256,-2.81,173,106,5,3,0,4,1,0
2023-05-30,6,43,35,7,13,0,6,3,3,6,9,7,173,0,27,0.371,0.852,1.83,0.255,2.84,9.0,34,7,1,1,1,0,9,0,60,1.0,0.89,0.4,0.245,3.7,140,95,0,0,1,1,4,1
2023-05-30,7,35,30,1,3,0,1,5,0,14,9,8,147,0,8,0.1,0.329,1.12,-0.22,-2.71,8.0,41,12,6,5,3,3,5,1,40,5.63,1.88,0.33,-0.279,-1.82,126,78,1,1,0,4,1,0
2023-05-30,0,41,34,6,12,1,6,3,3,5,5,7,126,1,19,0.353,1.009,1.16,0.28,1.83,9.0,35,3,1,1,5,0,14,0,65,1.0,0.89,0.37,0.22,2.7,147,90,0,0,1,1,4,1
2023-05-30,1,31,29,0,2,0,0,1,1,12,3,10,133,0,6,0.069,0.232,1.45,-0.296,-4.71,8.0,39,9,5,5,6,1,6,0,26,5.63,1.88,0.33,-0.205,-0.82,167,100,1,0,0,3,2,0
2023-05-30,9,39,32,5,9,0,5,6,1,6,8,7,167,0,17,0.281,0.785,1.28,0.204,0.81,9.0,31,2,0,0,1,1,12,0,76,0.0,0.33,0.3,0.296,4.7,133,96,0,0,1,2,3,1
2023-05-31,4,43,36,7,11,1,7,6,0,9,8,6,173,1,22,0.306,0.794,2.07,0.212,2.3,9.0,34,7,1,1,2,0,9,0,62,1.0,1.0,0.52,0.288,3.7,133,80,0,0,0,3,2,1
2023-05-31,8,34,30,1,7,0,1,2,0,9,10,5,133,0,12,0.233,0.573,1.71,-0.289,-3.7,9.0,43,11,7,7,6,0,9,1,49,7.0,1.89,0.47,-0.213,-2.29,173,105,3,1,1,2,3,0
2023-05-31,2,35,31,3,7,2,3,2,0,7,9,7,124,1,12,0.226,0.717,2.09,-0.062,-1.69,9.0,38,7,2,2,5,0,8,0,49,2.0,1.33,1.94,0.561,1.69,142,85,0,0,0,2,3,1
2023-05-31,5,38,33,2,7,0,2,5,0,8,12,5,142,1,19,0.212,0.558,6.35,-0.56,-1.71,9.0,35,7,3,3,2,0,7,2,58,3.0,1.0,1.0,0.062,1.71,124,76,2,0,1,3,2,0
2023-05-31,3,49,46,15,18,2,15,2,1,9,7,11,170,0,23,0.391,1.059,0.91,0.373,10.31,9.0,33,6,3,2,2,0,4,0,51,2.0,0.89,0.14,0.127,1.7,133,86,0,0,0,3,2,1
2023-05-31,6,33,30,3,6,0,3,2,0,4,6,13,133,2,7,0.2,0.475,1.44,-0.129,-1.71,9.0,49,18,15,14,2,1,9,2,16,14.0,2.22,0.2,-0.372,-10.3,170,110,2,2,1,2,3,0
2023-05-31,7,32,30,1,3,1,1,2,0,6,6,14,128,0,7,0.1,0.356,2.09,-0.267,-2.72,8.0,41,12,7,7,5,0,7,1,26,7.88,2.13,0.36,-0.234,-3.82,155,99,0,0,0,3,2,0
2023-05-31,0,41,35,7,12,1,7,5,0,7,6,15,155,0,22,0.343,1.054,1.24,0.235,3.83,9.0,32,3,1,1,2,0,6,1,58,1.0,0.56,0.27,0.267,2.7,128,83,0,0,1,2,3,1
2023-05-31,1,41,34,3,7,1,2,7,0,9,9,10,184,1,24,0.206,0.665,3.27,0.053,-0.7,9.0,35,5,2,2,4,1,5,1,51,2.0,1.0,1.67,0.447,1.71,158,100,0,0,0,2,3,1
2023-05-31,9,35,29,2,5,1,2,4,1,5,11,7,158,0,12,0.172,0.673,2.51,-0.447,-1.71,9.0,41,7,3,2,7,0,9,1,52,2.0,1.56,1.14,-0.053,0.7,184,107,2,0,1,3,2,0
2023-06-01,4,33,32,1,5,0,1,1,0,8,8,10,129,0,7,0.156,0.37,1.36,-0.234,-3.72,8.0,34,9,6,5,3,0,3,0,34,5.63,1.5,0.21,-0.267,-1.82,128,79,0,0,0,3,2,0
2023-06-01,8,34,31,6,9,0,6,3,0,3,11,8,128,0,12,0.29,0.805,1.12,0.266,1.81,9.0,33,5,1,1,1,0,8,0,75,1.0,0.67,0.27,0.234,3.7,129,83,0,0,1,2,3,1
2023-06-01,2,38,36,2,7,0,2,2,0,6,7,15,169,0,22,0.194,0.459,0.71,-0.127,-0.69,8.0,41,13,14,14,3,0,3,6,-2,15.75,2.0,0.13,-0.374,-9.82,153,91,0,0,0,2,3,0
2023-06-01,5,41,38,14,13,6,14,3,0,3,7,15,153,0,15,0.342,1.337,0.48,0.372,9.8,9.0,38,7,2,2,2,0,6,0,59,2.0,1.0,0.09,0.127,0.7,169,109,0,0,1,3,2,1
2023-06-01,3,37,31,3,6,0,3,4,1,6,4,11,142,1,14,0.194,0.523,1.74,-0.324,-1.7,8.0,38,10,7,7,3,1,8,1,40,7.88,1.63,0.21,-0.177,-2.81,128,93,2,2,0,3,2,0
2023-06-01,6,38,34,7,10,1,7,3,1,8,11,9,128,0,13,0.294,0.809,1.14,0.177,2.83,9.0,37,6,3,3,4,1,6,0,76,3.0,1.11,0.59,0.323,1.7,142,94,5,2,1,2,3,1
2023-06-02,9,45,38,9,12,2,8,5,2,9,8,7,179,1,18,0.316,0.948,1.84,0.293,4.3,9.0,33,6,2,2,1,1,9,1,51,2.0,0.78,0.95,0.207,1.7,115,75,1,0,0,1,4,1
2023-06-02,8,33,31,2,6,1,2,1,1,9,8,8,115,1,7,0.194,0.597,1.68,-0.209,-1.72,9.0,45,12,9,9,5,2,9,2,53,9.0,1.89,0.68,-0.292,-4.31,179,114,1,1,1,4,1,0
2023-06-02,3,42,32,2,8,0,2,6,2,5,7,10,164,1,24,0.25,0.713,3.09,-0.17,-2.7,8.2,35,5,3,1,3,0,8,1,71,1.04,0.92,3.11,-0.331,2.69,145,88,3,0,0,0,5,0
2023-06-02,5,35,31,3,5,1,3,3,0,8,11,7,145,0,11,0.161,0.487,5.69,0.332,-2.68,9.0,42,8,2,2,6,2,5,0,52,2.0,1.56,0.92,0.17,2.7,164,90,2,0,1,5,0,1
2023-06-02,1,46,38,10,12,3,9,6,1,3,10,8,193,1,19,0.316,1.054,2.37,0.094,6.3,9.0,30,3,1,1,1,0,8,1,81,1.0,0.44,0.27,0.404,3.7,105,71,0,0,0,3,2,1
2023-06-02,7,30,29,1,3,1,1,1,0,8,12,11,105,0,2,0.103,0.374,1.75,-0.403,-3.69,9.0,46,12,10,10,6,1,3,3,54,10.0,2.0,0.5,-0.097,-6.3,193,120,1,1,1,2,3,0
2023-06-02,2,47,43,8,17,1,8,3,0,6,9,8,166,0,30,0.395,0.938,1.36,0.396,4.29,9.0,47,16,7,7,3,0,10,1,37,7.0,2.11,2.01,0.105,-2.3,190,131,4,2,0,2,3,1
2023-06-02,6,47,43,7,16,1,7,3,0,10,4,17,190,0,24,0.372,0.948,3.71,-0.106,2.3,9.0,47,17,8,8,3,0,6,1,27,8.0,2.22,0.72,-0.395,-4.3,166,109,0,0,1,3,2,0
2023-06-02,0,36,35,2,9,0,2,1,0,11,8,6,145,1,16,0.257,0.564,0.43,-0.073,-2.7,8.0,48,19,14,14,8,0,5,1,1,15.75,3.38,0.14,-0.427,-9.82,199,116,0,0,0,2,3,0
2023-06-02,4,48,39,14,19,1,14,8,0,5,6,8,199,2,20,0.487,1.241,1.11,0.427,9.83,9.0,36,9,2,2,1,0,11,0,60,2.0,1.11,0.12,0.073,2.71,145,95,0,0,1,3,2,1
2023-06-03,9,41,35,7,8,2,7,6,0,1,7,14,160,0,15,0.229,0.798,1.04,0.434,2.29,9.0,39,9,3,3,3,1,5,0,52,3.0,1.33,0.74,0.066,0.71,187,117,4,1,0,1,4,1
2023-06-03,8,39,35,3,9,0,3,3,1,5,11,14,187,1,22,0.257,0.619,2.04,-0.065,-0.7,9.0,41,8,7,7,6,0,1,2,23,7.0,1.56,0.29,-0.434,-2.29,160,96,3,0,1,4,1,0
2023-06-03,3,38,35,1,7,0,1,2,1,7,11,11,150,1,11,0.2,0.549,4.07,-0.569,-4.24,9.2,36,4,2,2,2,0,8,1,77,1.86,0.62,1.77,0.068,4.22,159,98,0,0,0,0,5,0
2023-06-03,5,36,34,2,4,1,2,2,0,8,8,13,159,1,6,0.118,0.373,4.02,-0.069,-4.24,10.0,38,7,1,1,2,1,7,0,63,0.9,0.9,2.03,0.567,4.23,150,95,0,0,1,5,0,1
2023-06-03,1,37,35,3,9,0,2,1,0,14,7,10,150,0,16,0.257,0.527,1.32,-0.047,-2.7,8.0,47,17,13,13,6,1,5,1,24,14.63,2.88,0.28,-0.452,-7.81,183,104,4,3,0,3,2,0
2023-06-03,7,47,38,13,17,1,12,6,1,5,4,9,183,0,21,0.447,1.169,0.89,0.453,7.83,9.0,37,9,3,0,1,0,14,0,49,0.0,1.11,0.26,0.047,2.7,150,101,2,0,1,2,3,1
2023-06-03,2,39,35,7,11,1,6,1,2,4,6,12,148,2,11,0.314,0.797,3.75,0.316,2.28,9.0,33,6,2,2,1,0,8,1,61,2.0,0.78,0.72,0.185,2.7,143,97,0,0,0,2,3,1
2023-06-03,6,33,32,2,6,1,2,1,0,8,5,14,143,1,10,0.188,0.525,1.75,-0.185,-2.7,9.0,39,11,7,5,1,2,4,1,65,5.0,1.33,1.35,-0.315,-2.29,148,91,4,3,1,3,2,0
