home_Team,away_Team,home_Recent_5_Win,home_Recent_5_Loss,home_OPS,home_BB,home_HBP,home_SO,home_ERA,home_BB_p,home_K,home_IR,home_IS,home_TBF,away_OPS,away_BB,away_HBP,away_SO,away_ERA,away_BB_p,away_K,away_IR,away_IS,away_TBF
9,1,1,4,0.505,1.6,0,10.0,9.952,3.2,8.2,2,0,42.0,0.668,2.8,0,5.8,4.876,3.8,6.6,5,0,39.0
5,2,4,1,0.827,2.8,1,7.6,4.64,3.0,7.6,0,0,39.4,0.789,3.6,0,8.4,5.576,3.2,6.0,3,3,40.0
8,3,3,2,0.732,4.2,1,5.8,5.34,2.4,7.0,4,3,39.2,0.887,3.0,0,6.6,2.8,3.4,8.2,4,1,36.8
4,2,3,2,1.059,2.4,2,5.6,2.0,2.8,9.2,3,0,39.0,0.659,3.0,0,4.6,5.126,2.6,6.2,3,2,40.0
0,3,4,1,0.769,3.6,1,6.0,1.3400000000000003,2.2,12.0,4,1,36.4,0.505,3.4,1,11.0,5.926,2.2,6.2,0,0,35.6
3,1,1,4,0.668,4.6,0,7.2,7.826,3.0,6.4,0,0,40.0,0.906,2.6,1,6.4,6.4,4.2,6.2,1,1,41.8
1,7,2,3,0.658,4.4,0,6.0,2.8,3.6,8.2,1,0,38.2,0.429,4.6,0,6.8,2.062,1.0,6.4,3,1,34.2
5,8,2,3,0.339,3.0,0,5.6,3.8,5.0,5.6,0,0,38.4,1.18,5.6,1,7.0,1.99,2.8,7.0,0,0,39.6
6,5,1,2,0.552,6.2,3,9.6,3.626,6.6,8.2,2,1,37.8,1.01,5.4,0,7.8,3.508,4.6,7.4,3,1,43.2
1,2,2,3,0.968,3.6,0,6.4,4.0920000000000005,5.6,8.8,2,1,38.8,0.78,3.6,1,8.4,6.426000000000002,2.8,8.4,3,1,39.0
5,2,3,2,0.339,3.6,0,6.0,3.196,3.8,6.8,2,2,40.4,0.478,3.6,0,6.2,6.136,3.6,7.2,1,0,41.0
9,1,1,2,0.707,4.2,0,8.4,4.126,3.2,6.6,2,1,38.8,0.781,4.6,0,6.4,5.8,4.4,7.2,1,0,42.2
3,5,2,3,0.746,5.2,1,7.4,3.9,2.8,7.4,0,0,35.8,0.485,5.0,1,7.4,5.0200000000000005,5.0,7.4,2,2,42.6
3,4,3,2,0.699,3.6,1,7.4,5.776,5.0,6.6,5,1,39.6,0.737,6.6,1,7.2,3.8,3.6,6.4,4,2,39.0
3,0,3,2,0.563,5.2,1,8.2,3.3260000000000005,3.8,4.4,0,0,37.6,0.379,4.4,0,4.8,5.326,6.2,6.0,0,0,39.6
2,9,2,3,0.603,4.6,0,6.6,2.3000000000000007,2.2,6.4,4,0,36.4,0.629,3.6,0,5.2,2.618,2.4,8.0,0,0,40.0
2,9,3,2,0.683,3.8,0,8.8,7.000000000000002,3.0,7.6,6,1,43.2,1.079,3.4,0,6.6,6.651999999999999,3.4,8.8,1,0,38.8
8,4,2,3,0.805,3.2,0,6.2,3.75,3.2,7.6,0,0,38.8,0.37,2.8,0,7.0,3.226,3.0,8.4,0,0,36.6
5,9,2,3,0.971,2.4,1,6.4,6.4,3.4,6.2,1,1,39.2,0.907,2.8,0,7.2,3.75,2.6,6.4,1,1,36.4
9,0,2,3,0.899,2.2,1,7.8,3.718,3.6,8.6,2,0,39.8,0.485,3.0,0,7.0,5.3260000000000005,4.0,6.2,2,1,39.2
4,1,3,2,0.807,2.4,0,9.8,4.46,6.0,10.0,0,0,43.8,0.542,4.0,0,9.6,6.604000000000001,2.4,7.0,0,0,40.0
9,1,1,4,0.576,3.4,1,6.8,8.315999999999999,3.8,8.0,0,0,41.6,0.743,2.8,0,9.2,4.489999999999999,4.6,7.2,4,0,43.2
3,4,2,3,0.795,4.4,0,7.0,4.776,3.2,5.4,1,1,37.6,0.636,4.0,1,6.0,4.976000000000001,3.4,7.8,2,1,39.6
8,5,3,2,0.406,5.4,0,5.0,3.72,4.2,10.6,2,0,40.6,0.451,4.8,0,9.4,7.976000000000001,6.6,7.8,3,1,41.8
6,4,2,3,0.362,3.8,0,9.0,6.726000000000001,3.2,6.6,2,0,39.2,0.631,5.2,0,6.2,5.55,3.2,7.8,2,0,41.4
4,5,1,4,0.511,3.8,0,6.6,5.222,3.2,7.2,0,0,43.2,0.071,2.2,0,5.0,3.758,4.8,6.4,1,0,37.6
3,0,0,1,0.51,4.0,2,9.0,2.09,2.6666666666666665,7.333333333333333,0,0,41.0,0.771,2.5,1,8.0,3.885,2.0,8.0,5,2,37.0
2,1,2,3,1.353,3.0,2,8.0,4.000000000000002,3.4,7.2,0,0,39.0,0.789,3.0,1,8.2,3.776,4.8,7.8,3,1,39.6
0,9,2,3,0.909,4.2,0,8.0,4.976000000000001,3.4,7.0,5,2,39.4,0.554,2.4,1,7.6,6.975999999999999,4.8,7.0,3,3,40.0
6,7,1,4,0.452,4.6,1,6.0,5.9,2.4,5.0,0,0,38.6,0.523,3.6,0,6.6,3.85,2.0,8.0,1,0,37.0
1,6,4,1,0.53,2.6,0,5.2,5.726,4.4,7.0,2,0,37.2,0.59,3.8,1,10.0,5.976,5.2,6.6,2,0,41.2
4,3,1,4,0.665,3.8,0,6.8,5.752,5.0,8.6,2,0,43.0,0.97,5.8,1,7.2,2.726,3.0,5.6,0,0,37.6
0,1,2,3,0.418,3.8,0,8.0,2.726,4.2,5.6,0,0,37.6,0.495,3.8,0,5.2,3.726,4.4,7.4,1,0,40.0
1,6,1,4,0.414,4.0,0,8.4,5.343999999999999,5.0,9.8,5,3,44.0,0.814,3.2,0,8.2,5.996,4.4,8.0,0,0,41.2
0,7,4,1,0.637,2.6,0,5.8,8.126000000000001,4.8,7.2,5,1,42.4,0.603,2.8,1,6.2,3.3,2.6,7.4,0,0,36.4
1,6,1,2,1.011,3.4,0,7.2,3.266,3.2,9.0,4,0,38.0,0.843,5.4,0,9.8,2.6,6.2,7.8,1,1,38.2
9,7,3,2,0.446,5.4,0,7.4,4.176,3.2,6.2,2,2,36.0,0.881,4.6,1,5.6,2.818,3.4,9.4,0,0,41.2
9,1,1,3,0.997,3.8,2,9.2,3.8,3.6,6.8,0,0,39.4,0.757,3.4,0,6.8,5.8,3.8,6.4,4,3,41.0
3,7,2,3,0.849,3.0,0,8.6,6.026,3.4,3.8,1,0,42.8,0.572,2.2,2,7.8,3.2,2.8,6.0,0,0,37.6
7,8,2,3,0.432,2.2,0,7.4,4.8,2.0,6.0,0,0,38.8,0.747,2.4,0,6.2,3.986,1.6,9.0,0,0,36.2
8,4,1,0,0.232,5.6,0,6.0,4.116,6.6,10.2,2,0,39.6,0.603,4.2,0,6.8,5.345999999999999,5.0,5.2,0,0,41.8
1,3,3,2,0.522,3.8,0,7.0,2.912,3.2,8.6,4,3,39.4,0.912,2.0,2,8.4,6.176,4.0,8.0,0,0,37.2
6,1,3,2,0.516,3.2,1,8.2,2.89,3.4,9.4,0,0,38.4,0.787,3.2,1,6.2,4.764,3.0,6.2,4,0,40.6
5,4,1,4,0.612,4.8,0,6.2,6.626,2.4,5.2,2,1,36.8,0.845,2.8,0,9.0,3.5700000000000003,2.2,9.8,2,0,41.8
3,8,3,2,0.411,3.4,1,7.8,3.8,3.6,9.4,0,0,39.8,0.629,2.2,0,7.2,4.076,3.8,6.8,2,1,37.6
9,3,5,0,0.814,4.0,2,5.8,1.95,2.4,7.8,2,0,35.4,0.408,2.0,0,9.0,2.45,5.6,6.2,1,0,36.0
7,4,3,2,0.627,3.8,0,10.8,6.18,3.8,7.0,4,2,43.8,0.825,3.0,0,6.0,2.272,2.6,7.8,3,1,38.0
3,1,2,3,0.558,1.4,3,11.2,3.9,4.4,6.4,5,4,40.0,0.923,4.8,2,8.0,3.9260000000000006,5.0,7.4,0,0,39.2
4,3,4,1,0.703,3.0,0,7.4,4.726000000000001,5.4,7.6,1,0,40.4,0.581,3.0,0,8.4,3.8,2.8,5.4,1,0,38.2
2,1,3,2,0.444,4.0,0,8.6,5.478,4.0,8.6,1,0,40.4,0.525,3.2,0,5.0,2.376,3.0,8.6,0,0,37.0
6,8,2,3,0.485,3.4,0,8.4,5.526,3.8,5.8,3,0,38.4,0.733,4.4,0,5.6,4.1,4.0,7.0,3,0,40.8
2,9,2,0,0.236,3.8,0,6.6,2.25,2.8,8.4,2,0,37.6,1.178,2.8,0,7.6,5.402,3.4,5.0,0,0,38.8
2,6,2,3,1.153,5.6,0,7.6,3.6000000000000014,1.8,6.2,0,0,36.4,0.686,2.8,1,8.6,5.0,2.8,7.2,0,0,42.6
1,4,3,2,0.758,2.4,2,5.8,2.95,4.2,7.2,3,1,39.6,0.619,2.4,0,7.2,10.1,3.6,6.6,1,1,42.2
3,5,2,3,0.702,3.4,0,8.0,3.35,5.0,6.2,1,0,40.2,0.825,4.0,1,7.0,4.076,4.0,8.0,2,0,39.4
1,0,5,0,0.839,4.6,0,7.8,4.026,4.8,7.2,1,1,37.4,0.867,3.6,0,6.4,3.776,3.2,6.0,2,0,37.2
6,3,2,3,0.809,4.8,1,6.8,6.0760000000000005,3.6,7.0,5,2,39.6,0.523,2.6,1,9.6,4.35,2.4,6.0,2,2,38.6
4,7,2,3,0.445,4.0,1,9.8,3.752,3.0,8.2,7,4,38.0,0.871,3.6,0,9.4,6.556,5.2,9.0,1,1,43.8
8,4,3,2,0.689,4.2,1,6.2,2.852,2.8,7.6,0,0,36.0,0.945,2.0,0,4.8,3.0,2.8,10.0,2,1,38.0
6,0,0,3,0.995,4.8,1,7.2,6.626,7.2,7.4,4,0,43.2,0.509,5.4,0,5.4,4.279999999999999,5.2,8.8,0,0,40.0
0,3,1,4,0.508,4.8,0,6.0,5.15,3.0,6.6,5,2,38.8,0.57,2.4,0,7.4,2.216,4.2,6.4,0,0,38.2
6,4,1,4,1.06,4.0,1,9.0,4.76,4.6,7.8,0,0,40.4,0.58,2.8,0,5.8,4.8,3.8,6.8,2,0,40.8
8,4,2,3,0.715,4.8,0,6.4,2.776,2.6,7.0,2,0,38.0,0.401,4.0,0,6.6,3.376,3.2,9.0,0,0,37.2
6,7,3,2,1.282,5.4,1,6.8,2.6,2.4,9.6,0,0,37.2,0.632,4.6,2,10.2,7.624,3.0,8.2,1,0,39.8
3,9,1,4,0.76,4.8,0,7.0,6.35,4.6,6.2,4,3,40.0,0.74,3.6,1,9.6,4.926,3.8,6.0,1,1,38.0
5,3,4,1,0.673,6.0,1,7.4,3.68,2.6,7.0,0,0,38.8,0.57,4.2,0,8.8,3.076,3.6,5.6,2,0,35.4
8,9,3,2,0.89,2.0,0,4.6,2.564,3.4,7.6,1,0,38.4,0.834,2.8,0,8.4,2.976,3.2,6.6,3,0,35.8
7,6,3,2,0.688,3.6,1,7.8,3.83,3.6,6.6,0,0,37.2,0.449,3.0,0,7.2,3.2060000000000004,3.8,6.6,1,0,39.0
7,8,3,2,0.637,3.2,0,7.8,2.476,2.2,8.0,1,0,37.2,0.697,6.8,0,7.8,3.826000000000001,2.6,7.2,4,0,34.4
7,1,1,4,1.083,2.2,1,6.4,3.504,3.4,7.6,2,0,41.0,0.729,4.4,1,8.6,4.476,3.6,9.2,2,1,38.2
3,5,3,2,0.9,3.4,0,7.4,6.8420000000000005,4.8,6.0,0,0,37.8,0.454,4.0,0,7.8,2.8,3.4,7.6,0,0,35.8
6,4,2,3,0.889,3.4,0,10.0,8.402000000000001,3.8,5.8,1,0,42.0,0.756,2.4,0,7.0,2.94,2.4,9.2,3,0,38.4
3,0,3,2,0.801,4.2,0,7.8,4.25,4.2,7.4,0,0,38.8,0.493,3.2,0,7.2,2.4,4.2,6.4,1,0,37.8
1,2,3,2,0.415,1.4,0,9.0,4.9,3.2,6.8,0,0,38.0,0.475,4.6,0,7.4,5.250000000000002,3.6,8.0,0,0,39.4
6,1,3,2,0.564,3.0,0,9.2,2.576,7.0,5.2,0,0,38.6,0.981,2.2,0,7.0,6.856,3.2,8.2,0,0,38.8
4,5,2,3,0.851,3.0,0,9.4,6.376,3.2,8.8,3,2,42.2,1.029,2.4,0,8.8,4.952,3.0,5.8,0,0,37.2
4,3,0,5,0.814,1.8,1,8.2,5.476,3.2,6.6,3,1,38.0,0.842,3.4,0,8.0,6.4,3.8,6.8,1,0,44.0
6,9,2,3,1.04,1.8,0,9.0,4.851999999999999,3.4,7.0,0,0,38.4,0.426,2.6,1,4.0,2.126,1.8,7.0,0,0,37.2
0,7,0,3,0.83,3.4,1,6.8,4.302,4.2,7.0,2,2,37.2,0.725,6.2,0,9.2,4.25,6.8,9.8,6,3,41.6
3,0,0,2,0.629,4.25,1,9.25,3.0675,3.75,6.75,1,1,45.5,0.617,4.0,1,7.0,3.84,3.0,8.666666666666666,2,0,42.0
8,5,3,2,1.156,2.4,1,7.2,3.0780000000000003,3.4,7.0,0,0,34.4,0.742,4.2,1,7.4,2.2,3.8,7.2,4,2,37.6
1,6,3,2,1.126,2.2,2,8.0,6.2,5.4,8.0,3,2,37.4,0.852,4.0,0,11.2,5.176,4.8,7.8,7,2,40.8
3,0,3,2,0.504,4.6,0,8.0,1.958,2.0,7.2,0,0,36.4,0.597,4.8,0,5.6,2.676,3.0,7.2,0,0,35.8
4,2,4,1,0.847,3.8,0,6.8,1.7,2.2,10.0,0,0,34.6,0.689,4.6,0,5.6,2.1000000000000005,1.6,6.2,0,1,35.6
2,4,4,1,0.73,3.4,1,8.8,6.2280000000000015,5.4,4.6,0,0,39.2,0.974,5.2,0,4.4,3.6,4.2,11.0,2,0,37.0
3,8,3,2,0.833,4.4,1,8.8,6.0,5.4,8.0,0,0,42.8,0.629,2.4,0,7.4,2.276,3.6,6.4,1,1,36.2
9,1,1,4,1.081,3.4,0,7.8,4.6,2.8,5.4,1,0,39.4,0.509,4.0,1,7.0,4.279999999999999,4.4,7.8,0,0,40.0
1,4,2,3,1.104,4.0,2,8.4,5.3420000000000005,3.4,6.0,10,2,35.6,0.932,5.0,1,6.2,2.4,3.4,7.6,11,7,37.8
7,3,1,4,0.868,4.2,2,7.6,3.372,1.6,8.4,3,0,34.4,0.862,3.2,1,6.4,4.404,4.2,7.4,0,0,39.6
5,0,5,0,0.57,5.4,0,7.0,6.926,3.8,7.2,6,1,42.0,1.186,1.8,1,7.0,5.436,5.6,4.8,0,0,39.0
5,0,4,1,0.78,3.4,0,7.6,5.926,4.6,6.4,0,0,40.6,0.671,6.2,0,6.0,3.646,2.8,9.4,2,2,40.6
2,0,4,1,0.692,3.2,0,8.0,4.6,2.2,6.2,6,4,39.8,0.787,4.8,0,5.6,5.0,2.6,6.8,0,0,39.4
6,3,3,2,0.45,3.8,0,9.2,3.552,3.0,6.8,2,1,35.4,0.891,3.4,2,7.4,5.452,3.0,6.6,0,0,37.8
6,0,1,4,0.341,4.0,0,7.6,3.8,6.0,6.8,4,1,41.0,0.759,4.2,0,7.0,5.726000000000001,3.0,5.2,0,0,39.6
3,0,3,2,0.317,2.8,1,8.4,3.35,2.6,5.2,0,0,36.6,0.536,3.2,0,5.4,3.618,2.8,8.4,0,0,46.4
7,4,2,3,0.507,4.0,0,7.0,4.502000000000001,2.0,8.0,0,0,38.0,0.579,3.4,0,5.8,3.2260000000000004,3.2,8.6,2,0,36.0
2,9,4,1,0.567,4.4,2,8.0,6.000000000000002,2.4,8.6,4,2,41.6,1.138,3.2,2,8.0,7.702,4.2,8.4,2,1,40.2
5,9,2,3,0.492,2.4,1,5.6,7.95,4.2,7.6,1,0,39.2,0.5,3.2,2,7.2,4.199999999999999,2.8,6.2,0,0,38.6
6,4,2,3,1.192,4.6,0,9.4,5.0760000000000005,4.4,7.6,3,0,38.2,0.475,3.4,0,6.4,4.476,5.2,7.2,3,0,39.4
1,0,3,2,0.574,4.8,0,7.0,4.3,4.6,6.0,1,0,38.6,0.833,4.2,0,6.2,6.0,5.0,7.8,4,1,42.4
4,9,3,2,0.862,2.8,0,8.4,5.401999999999999,4.2,7.8,6,1,39.2,1.01,3.4,0,6.8,2.794,2.8,5.2,10,6,33.6
1,9,4,1,0.565,3.2,0,6.8,3.2,3.2,7.8,2,2,36.0,0.953,3.8,3,5.4,3.3999999999999995,1.8,5.2,0,0,37.4
0,4,3,2,0.532,4.6,0,5.4,3.826,3.2,7.0,0,0,35.8,0.786,3.6,0,6.8,5.076,2.2,9.0,0,0,38.2
9,3,2,3,0.599,3.2,0,8.8,3.752,4.6,7.8,0,0,36.8,0.276,3.2,0,6.6,3.2,2.8,7.4,0,0,39.2
5,9,2,3,0.77,3.6,0,6.8,3.736,3.6,6.8,0,0,40.6,0.929,2.8,0,5.6,4.376,1.8,7.4,3,3,37.4
6,1,2,3,0.462,2.6,2,9.6,3.598,4.0,7.2,1,1,36.6,0.982,1.8,2,7.2,7.479999999999999,5.8,4.4,1,0,42.6
8,0,2,3,0.669,2.6,0,8.0,4.076,3.8,7.4,4,3,37.8,1.019,3.2,0,6.0,7.396000000000001,4.0,8.8,3,0,41.4
5,7,2,3,0.611,4.2,0,8.2,3.15,4.2,6.8,3,2,38.8,1.027,4.8,0,7.2,5.956,3.2,6.2,0,0,41.8
6,2,1,2,0.437,5.8,0,11.0,3.824,4.8,7.4,5,2,38.2,0.676,3.4,0,7.8,3.6,3.4,7.6,6,1,40.2
1,4,4,1,0.762,2.2,0,8.8,4.452,2.0,6.2,12,7,34.8,1.313,4.0,0,6.2,5.318,2.6,9.6,0,0,36.4
2,1,2,3,0.469,3.6,0,4.8,4.926,4.6,7.4,1,0,41.6,0.795,5.4,1,6.2,5.4,4.0,7.4,0,0,41.6
0,6,1,4,0.256,4.8,0,7.0,2.89,3.8,8.0,2,0,39.4,0.587,2.0,3,8.0,1.928,3.0,7.8,0,0,36.8
0,1,1,4,1.046,3.2,0,6.0,4.83,4.2,9.2,0,0,39.2,0.72,3.8,0,6.2,5.8,4.0,7.2,2,0,39.4
8,9,4,1,0.619,2.8,1,6.2,3.8,2.6,7.8,3,0,37.8,0.798,5.2,0,6.0,1.6,4.2,8.8,4,1,36.6
2,8,3,2,0.863,2.6,0,6.2,4.458,2.4,5.6,0,0,38.6,0.648,4.0,0,4.2,4.526000000000001,2.6,7.8,0,0,38.8
0,8,3,2,0.925,5.2,1,8.2,3.376,3.4,8.8,3,1,37.4,0.718,4.8,0,7.4,5.686000000000001,3.0,6.0,5,5,39.2
8,9,4,1,0.445,4.6,2,6.6,1.224,4.2,6.6,0,0,38.4,0.794,4.4,0,5.6,5.2,6.0,8.4,0,0,39.6
4,7,3,2,0.277,3.8,0,7.4,6.63,4.0,8.6,3,0,39.4,0.564,2.8,0,6.2,2.854,2.0,8.4,1,0,38.8
3,6,4,1,1.105,4.8,0,9.0,5.14,4.0,8.4,0,0,41.6,0.574,3.0,0,9.6,3.66,2.6,7.6,3,2,37.2
0,8,3,2,0.886,5.0,0,7.6,2.776,3.8,8.8,6,2,37.0,0.87,4.8,0,8.0,6.136,4.0,5.8,2,1,41.8
6,8,3,2,0.739,3.8,2,8.0,3.476,2.6,5.8,3,3,34.2,1.042,2.4,2,6.8,5.68,4.8,7.6,4,1,40.6
6,3,4,1,0.833,3.2,0,7.2,5.0,3.2,6.8,2,1,39.4,0.912,2.6,0,8.0,5.764,4.4,7.6,0,1,41.4
3,6,2,3,0.703,2.8,0,7.0,3.2,2.6,8.0,0,0,37.0,0.513,2.8,0,8.4,3.032,2.6,7.6,1,1,38.2
9,2,2,3,0.877,2.2,0,9.6,5.4,4.0,8.6,2,0,41.4,0.68,1.6,1,8.2,4.350000000000001,3.8,7.4,2,0,40.0
9,2,3,2,0.836,3.2,0,6.4,5.512,4.0,9.4,3,0,41.6,0.945,3.0,0,5.0,6.0,3.6,8.2,2,0,40.0
4,1,2,3,0.825,1.8,0,8.0,3.8,3.6,7.4,2,0,39.6,0.492,3.4,0,7.2,3.6,3.0,8.8,4,3,37.6
1,5,2,3,1.028,3.2,0,5.8,5.476,3.6,4.8,4,1,38.0,0.657,2.8,1,6.0,3.2,4.8,9.2,5,4,39.4
8,3,1,4,0.574,5.4,0,7.6,3.666,2.4,7.0,0,0,39.0,1.07,3.8,0,7.6,5.1,3.6,6.6,0,0,39.4
0,2,2,3,0.423,5.6,0,6.4,7.226000000000001,2.6,5.4,0,0,38.0,0.778,3.8,0,6.0,4.134,2.8,7.4,0,0,35.6
4,6,2,3,0.873,4.0,1,6.4,5.018,4.2,6.2,0,0,37.2,0.883,3.2,1,8.6,2.826,3.2,8.0,2,0,36.6
4,6,2,3,0.727,2.2,0,6.2,5.8,4.6,6.8,5,0,42.4,0.313,4.8,0,7.4,5.05,3.4,6.4,0,0,39.4
8,4,1,4,0.232,3.6,1,7.8,4.576,3.2,9.2,3,1,39.0,0.762,2.8,0,6.2,3.4,4.2,9.4,0,0,38.4
5,8,2,3,0.502,3.8,0,7.8,3.302,4.0,7.2,2,0,36.6,0.937,3.6,0,5.4,4.0,3.4,5.8,0,0,39.2
8,5,2,3,1.29,4.6,1,5.4,2.8,2.2,6.4,2,0,35.8,0.807,4.2,1,7.2,4.3,5.2,7.8,0,0,38.8
3,4,3,2,0.715,3.2,0,7.6,9.526,6.0,5.0,0,0,43.8,0.738,5.4,0,7.4,4.2,4.0,6.2,0,0,41.2
4,2,2,3,0.839,2.4,1,8.2,4.67,3.6,8.6,5,4,40.2,1.118,4.4,2,7.8,4.726000000000001,3.0,5.4,3,2,38.2
2,8,0,5,0.703,3.8,1,5.6,1.4,1.4,7.4,3,3,35.4,1.114,1.8,1,5.4,2.85,3.2,7.6,0,0,36.2
0,3,3,2,1.182,2.6,2,8.8,4.452,3.4,7.8,3,0,36.4,0.739,1.4,0,7.0,5.776000000000001,3.8,4.2,3,2,38.4
9,6,3,2,0.356,3.8,0,6.8,4.5,6.4,8.4,1,1,46.4,0.762,6.4,2,9.6,2.818,4.0,8.4,0,0,39.8
0,2,3,2,0.638,4.0,0,9.0,3.888,5.0,6.8,2,0,38.4,0.55,3.8,0,7.2,4.002,3.6,8.2,0,0,39.2
8,0,4,1,0.801,3.8,1,7.4,4.4,5.2,8.4,0,0,39.6,0.549,3.6,0,7.4,3.0,3.4,9.0,1,0,39.0
5,7,2,3,0.694,3.4,1,5.6,4.1,2.4,6.8,0,0,38.2,0.311,2.8,1,9.6,1.426,2.0,6.0,2,0,35.0
0,6,5,0,0.769,2.6,2,8.2,5.098000000000001,5.4,9.4,0,0,37.6,0.319,3.0,0,9.0,4.126,4.6,6.4,3,3,39.4
3,2,4,1,0.782,3.8,1,8.0,3.076,3.8,6.4,0,0,35.2,0.59,2.2,0,7.6,5.386,5.4,7.8,2,0,42.6
1,3,3,2,1.041,6.0,0,7.4,2.14,2.4,9.0,0,0,36.6,0.366,4.4,0,6.2,4.1,4.2,9.8,6,5,39.8
4,3,1,4,0.764,4.4,1,8.8,1.96,2.4,8.0,5,0,38.6,0.787,3.4,2,6.2,3.1020000000000003,4.2,6.6,0,0,37.4
5,0,4,1,0.804,3.8,0,7.2,4.206,4.4,7.0,7,6,38.8,1.014,5.2,1,5.2,5.284000000000001,3.0,8.6,1,0,41.2
5,8,2,3,0.396,4.2,0,9.6,2.976,2.6,8.8,0,0,37.6,0.487,5.6,0,6.6,7.65,5.2,5.6,0,0,45.6
2,8,1,4,0.587,2.6,0,5.6,3.402,2.4,8.0,4,1,34.4,0.869,3.0,0,5.2,4.62,2.8,6.0,1,0,37.4
1,2,2,3,0.472,2.4,3,9.2,7.202000000000001,4.0,5.4,1,0,39.2,0.814,4.4,1,6.6,3.4,3.8,7.6,1,1,38.6
5,4,3,2,1.015,4.2,1,6.8,7.95,3.8,6.4,0,0,43.0,0.678,4.8,0,5.8,8.370000000000001,5.0,6.6,5,1,44.0
3,9,4,1,0.906,4.0,0,7.0,2.876,1.8,7.4,0,0,37.0,0.77,3.4,0,7.2,4.0,2.0,7.2,3,3,37.8
3,1,1,4,0.63,2.8,0,7.4,5.0,5.0,7.6,5,1,41.8,0.628,2.6,0,8.0,5.023999999999999,3.2,5.8,3,2,39.0
5,9,3,2,0.64,2.6,0,8.0,3.4159999999999995,4.4,8.6,3,0,38.6,0.768,3.6,0,5.8,2.25,3.0,7.6,2,2,33.4
8,3,4,1,1.044,2.8,0,4.4,4.276,2.6,7.4,2,1,35.2,0.63,3.0,1,7.6,8.026,6.0,5.6,2,0,43.0
1,2,2,3,0.527,3.4,0,6.6,4.8260000000000005,3.6,7.4,0,0,39.8,0.603,2.8,1,8.4,5.86,3.2,7.0,1,1,42.2
4,0,4,1,1.056,4.6,0,6.8,3.876,4.0,7.6,2,1,38.4,0.832,4.2,1,4.6,4.0,3.8,7.8,4,3,39.6
9,2,4,1,0.639,6.2,0,10.8,4.846,4.4,8.6,2,2,41.2,0.592,3.6,0,8.8,5.850000000000001,4.8,7.4,5,0,44.2
9,4,0,5,0.938,3.0,1,10.0,3.265999999999999,4.2,7.0,4,1,35.8,0.703,3.0,2,5.2,3.0,4.4,8.6,8,2,36.0
6,2,3,2,0.614,4.4,1,7.4,8.278,3.4,9.0,2,0,41.8,0.892,4.4,0,9.0,3.400000000000001,3.2,7.8,0,0,37.0
3,4,0,5,0.294,3.2,0,9.4,5.279999999999999,3.0,6.8,2,0,40.4,0.611,3.8,1,5.4,5.926,4.6,6.6,0,0,39.8
2,7,2,3,0.985,3.0,0,7.6,2.2260000000000004,2.2,7.8,2,2,35.2,0.81,3.2,1,8.6,2.526,2.0,9.0,9,3,35.8
2,1,4,1,0.689,3.8,1,8.8,3.0000000000000013,1.4,6.8,4,0,36.8,0.289,3.8,0,8.8,4.48,2.4,6.8,4,1,38.2
6,1,3,2,0.936,3.6,0,7.4,6.076,4.4,6.0,5,5,40.0,1.135,3.4,2,6.2,6.302,4.2,6.6,2,0,36.8
3,7,2,3,0.644,2.0,1,8.4,6.876,3.6,8.2,0,0,39.6,0.767,2.2,1,11.4,5.8,1.8,6.2,1,0,37.8
0,5,3,2,0.819,2.2,0,5.4,7.142,3.4,6.2,2,1,37.4,1.013,2.4,1,7.0,9.15,5.0,7.4,0,0,42.2
8,3,3,2,0.599,3.0,1,8.4,3.3,3.0,6.6,0,0,35.8,0.362,3.4,1,6.2,2.676,3.6,5.2,3,0,36.2
9,7,3,2,0.978,3.0,2,9.2,1.7259999999999998,2.0,9.4,0,0,36.6,0.445,2.6,0,10.2,3.788,3.2,6.0,1,0,38.6
0,8,3,2,0.594,5.8,3,5.8,5.68,5.2,8.2,2,1,39.8,0.581,3.6,1,6.0,4.6,3.4,6.6,4,2,39.6
1,8,2,3,0.671,1.4,0,8.2,4.55,4.4,8.0,7,5,40.0,0.778,3.6,1,6.2,4.6,2.0,9.4,1,1,38.4
9,3,0,0,0.678,3.4,0,7.8,4.502000000000001,2.6,5.8,2,2,37.2,0.566,3.6,0,6.6,5.954000000000001,6.2,6.8,0,0,45.0
5,1,4,1,0.385,5.0,2,8.4,4.376,3.6,5.2,2,0,40.6,0.558,3.4,1,6.4,5.034000000000001,5.0,6.6,0,0,41.6
0,4,3,2,0.647,3.2,0,7.0,3.076,2.4,6.8,2,1,35.4,0.501,3.4,0,8.2,6.2780000000000005,3.6,7.4,1,0,38.2
5,1,1,2,0.766,4.8,1,9.6,3.326,5.8,8.4,2,2,39.2,0.643,5.2,1,4.6,3.6,5.4,6.4,2,0,40.6
3,8,2,3,0.933,5.6,0,8.0,3.99,4.6,6.0,3,1,37.6,0.951,5.2,0,6.2,3.166,3.4,6.0,1,0,37.8
2,0,4,1,0.819,3.6,0,7.6,3.566,5.4,5.6,8,0,38.2,0.527,5.0,1,6.4,6.6,4.4,7.0,2,1,41.0
3,6,2,3,0.842,3.8,2,5.4,3.6,2.8,7.8,2,1,35.4,0.809,4.4,1,9.0,5.05,2.6,8.2,2,0,39.2
